_id,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status
2024-519511-33-00,CHU de Montpellier,NA,NA,hospital,accepted
2024-519513-61-00,Hospital General Universitario Gregorio Marañón,NA,NA,hospital,accepted
2024-519514-31-00,Consorzio Oncotech,NA,NA,unknown,accepted
2024-519515-34-00,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,hospital,accepted
2024-519516-14-01,Turku University Hospital,NA,NA,hospital,accepted
2024-519519-32-00,Università degli Studi di Torino,NA,NA,academic,accepted
2024-519521-37-01,Corxel Pharmaceuticals,NA,NA,unknown,accepted
2024-519525-38-00,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2024-519527-14-00,Diater Laboratorio de Diagnóstico y Aplicaciones Terapéuticas,NA,NA,industry,accepted
2024-519530-24-00,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2024-519531-41-00,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2024-519532-16-00,NA,NA,NA,NA,review
2024-519533-38-00,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2024-519535-42-00,Splicebio,NA,NA,unknown,accepted
2024-519537-29-00,BMS,Bristol-Myers Squibb,BMS,industry,accepted
2024-519539-41-00,Aarhus University Hospital,NA,NA,hospital,accepted
2024-519540-32-00,Amsterdam UMC,NA,NA,hospital,accepted
2024-519541-30-00,Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,NA,NA,hospital,accepted
2024-519549-31-00,GSK,GSK,GSK,industry,accepted
2024-519550-36-00,Faes Farma S.A. / A. Menarini Industrie Farmaceutiche Riunite,NA,NA,unknown,accepted
2024-519551-29-00,Pharmazz EU,NA,NA,unknown,accepted
2024-519552-93-00,Autolus,NA,NA,unknown,accepted
2024-519554-37-00,Otsuka Pharmaceutical,Otsuka Pharmaceutical,Otsuka Pharmaceutical,industry,accepted
2024-519555-28-00,Stoke Therapeutics,NA,NA,unknown,accepted
2024-519561-22-00,Roche,Roche,Roche,industry,accepted
2024-519562-48-00,Karolinska University Hospital,NA,NA,hospital,accepted
2024-519563-18-00,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2024-519564-41-00,Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted
2024-519565-21-01,Fondazione Centro Cardiologico Monzino,NA,NA,hospital,accepted
2024-519567-18-00,Servier,Servier,Servier,industry,accepted
2024-519568-42-00,IRCCS Istituto Nazionale Tumori Fondazione Pascale,NA,NA,foundation,accepted
2024-519573-19-00,Centre Hospitalier Régional et Universitaire,NA,NA,hospital,accepted
2024-519575-26-00,Mundipharma,NA,NA,industry,accepted
2024-519578-38-00,Crinetics Pharmaceuticals,Crinetics Pharmaceuticals,Crinetics Pharmaceuticals,industry,accepted
2024-519579-24-00,Crinetics Pharmaceuticals,Crinetics Pharmaceuticals,Crinetics Pharmaceuticals,industry,accepted
2024-519587-40-00,Prevail Therapeutics,NA,NA,unknown,accepted
2024-519590-19-00,Ono Pharmaceutical Co.,NA,NA,unknown,accepted
2024-519591-39-00,IRCCS Istituto Nazionale Tumori Fondazione Pascale,NA,NA,foundation,accepted
2024-519593-39-00,Karolinska University Hospital,NA,NA,hospital,accepted
2024-519594-19-00,Västra Götalandsregionen,NA,NA,unknown,accepted
2024-519595-87-00,AbbVie,AbbVie,AbbVie,industry,accepted
2024-519597-39-00,Psykiatrisk Center Kobenhavn,NA,NA,unknown,accepted
2024-519600-27-00,Oncosyne,NA,NA,unknown,accepted
2024-519602-12-01,Hospital de Sant Pau i Santa Tecla,NA,NA,hospital,accepted
2024-519605-36-00,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2024-519611-33-00,Varsinais-Suomen hyvinvointialue,NA,NA,unknown,accepted
2024-519614-30-00,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2024-519615-34-00,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2024-519617-56-00,Region Halland,NA,NA,unknown,accepted
2024-519618-29-00,Jiangsu Hansoh Pharmaceutical Group Co.,NA,NA,unknown,accepted
2024-519620-24-01,CHU de Toulouse,NA,NA,hospital,accepted
2024-519622-20-00,Roche,Roche,Roche,industry,accepted
2024-519623-23-00,MediWound,NA,NA,unknown,accepted
2024-519624-24-00,Institut Curie,Institut Curie,Institut Curie,hospital,accepted
2024-519625-38-00,CCDRD / 5med,NA,NA,unknown,accepted
2024-519626-21-00,Erasmus MC,NA,NA,hospital,accepted
2024-519628-25-00,Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted
2024-519631-42-00,Fundació Institut de Recerca en Ciències de la Salut Germans Trias i Pujol,NA,NA,academic,accepted
2024-519637-32-00,CHU de Clermont-Ferrand,NA,NA,hospital,accepted
2024-519638-22-00,Novartis,Novartis,Novartis,industry,accepted
2024-519639-40-00,One-carbon Therapeutics,NA,NA,unknown,accepted
2024-519640-32-00,Servier,Servier,Servier,industry,accepted
2024-519641-30-00,Hospital Clínic Barcelona,NA,NA,hospital,accepted
2024-519644-33-00,Les Hôpitaux Universitaires de Strasbourg,NA,NA,hospital,accepted
2024-519646-73-00,Gan & Lee Pharmaceuticals,NA,NA,unknown,accepted
2024-519650-36-00,CHU de Nîmes,NA,NA,hospital,accepted
2024-519651-28-00,CureVac,NA,NA,industry,accepted
2024-519652-90-01,Suchthilfe Wien gGmbH,NA,NA,unknown,accepted
2024-519654-37-00,Bicara Therapeutics,NA,NA,unknown,accepted
2024-519655-28-00,Unicancer,Unicancer,Unicancer,cooperative_group,accepted
2024-519656-85-00,Esbjerg Sygehus,NA,NA,NA,accepted
2024-519657-11-00,Azienda Ospedaliera Universitaria Integrata di Verona,Azienda Ospedaliera Universitaria Integrata Verona,Azienda Ospedaliera Universitaria Integrata Verona,unknown,accepted
2024-519658-35-00,SpectraCure,NA,NA,unknown,accepted
2024-519660-40-00,Celon Pharma,NA,NA,unknown,accepted
2024-519661-22-00,Farmalider,NA,NA,unknown,accepted
2024-519663-17-01,Azienda Sanitaria Universitaria Friuli Centrale,NA,NA,unknown,accepted
2024-519666-43-00,Faes Farma,NA,NA,unknown,accepted
2024-519667-18-00,Amsterdam UMC,NA,NA,hospital,accepted
2024-519669-23-00,IRCCS Istituto Nazionale Tumori Fondazione Pascale,NA,NA,foundation,accepted
2024-519670-39-00,Linköping University,NA,NA,unknown,accepted
2024-519671-26-00,Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,industry,accepted
2024-519672-12-00,Azienda Ospedaliero-Universitaria Pisana,NA,NA,hospital,accepted
2024-519673-18-00,Vall d'Hebron Institute of Oncology (VHIO),NA,NA,hospital,accepted
2024-519674-40-00,Alexion,AstraZeneca,AstraZeneca,industry,accepted
2024-519687-40-00,Institute for Clinical and Experimental Medicine,NA,NA,unknown,accepted
2024-519688-16-00,Sirius Therapeutics,NA,NA,unknown,accepted
2024-519699-24-00,Novartis,Novartis,Novartis,industry,accepted
2024-519700-28-01,Region Uppsala,NA,NA,unknown,accepted
2024-519705-36-00,NHS Lothian,NA,NA,hospital,accepted
2024-519706-13-00,Fondazione Ricerca e Innovazione Cardiovascolare,NA,NA,foundation,accepted
2024-519709-37-00,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,industry,accepted
2024-519711-33-01,Ionis Pharmaceuticals,Ionis Pharmaceuticals,Ionis Pharmaceuticals,industry,accepted
2024-519712-13-00,Arrowhead Pharmaceuticals,NA,NA,unknown,accepted
2024-519713-65-00,Wayshine Biopharm,NA,NA,unknown,accepted
2024-519721-37-00,GSK,GSK,GSK,industry,accepted
2024-519722-20-00,Fundacion Publica Andaluza Para La Investigacion De Malaga En Biomedicina Y Salud,NA,NA,foundation,accepted
2024-519723-20-01,Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted
2024-519726-20-00,Oslo University Hospital,NA,NA,hospital,accepted
2024-519727-18-00,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2024-519728-26-00,Oslo University Hospital,NA,NA,hospital,accepted
2024-519730-23-00,GSK,GSK,GSK,industry,accepted
2024-519736-17-00,Zura Bio,NA,NA,unknown,accepted
2024-519737-30-00,Amsterdam UMC,NA,NA,hospital,accepted
2024-519738-21-01,HUS-yhtymae,NA,NA,NA,accepted
2024-519740-32-00,Centre Hospitalier Regional De Marseille,NA,NA,NA,accepted
2024-519743-15-00,Abbott,Abbott,Abbott,industry,accepted
2024-519745-30-01,Climb Bio,NA,NA,unknown,accepted
2024-519746-70-01,Agios Pharmaceuticals,NA,NA,unknown,accepted
2024-519747-15-00,Fakultni Nemocnice Plzen,NA,NA,unknown,accepted
2024-519748-34-00,Goethe-Universität Frankfurt am Main,NA,NA,academic,accepted
2024-519749-31-00,Institute for Study Research Education and Therapy of Vascular Heart Brain Disease,NA,NA,unknown,accepted
2024-519750-36-00,Erasmus MC,NA,NA,hospital,accepted
2024-519753-11-00,Fondation Française de Cancérologie Digestive FFCD,NA,NA,foundation,accepted
2024-519758-35-01,Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted
2024-519759-27-00,Consorcio Centro De Investigacion Biomedica En Red,NA,NA,unknown,accepted
2024-519760-40-00,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2024-519770-38-00,Vall D'hebron Institut De Recerca,NA,NA,hospital,accepted
2024-519772-10-00,Fundacion De Investigacion Biomedica De Salamanca,NA,NA,foundation,accepted
2024-519773-19-00,Astellas Pharma,Astellas Pharma,Astellas Pharma,industry,accepted
2024-519774-40-00,Sint Franciscus Vlietland Groep,NA,NA,foundation,accepted
2024-519776-20-00,Sun Pharmaceutical,Sun Pharmaceutical,Sun Pharmaceutical,industry,accepted
2024-519777-19-00,University of Debrecen,NA,NA,unknown,accepted
2024-519778-38-00,Fundacion Para La Gestion De La Investigacion En Salud De Sevilla,NA,NA,unknown,accepted
2024-519779-24-00,Groupe Francophone Des Myelodysplasies,NA,NA,cooperative_group,accepted
2024-519780-18-00,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,accepted
2024-519782-21-00,Vall D'hebron Institut De Recerca,NA,NA,hospital,accepted
2024-519783-41-00,CHU de Saint-Étienne,NA,NA,hospital,accepted
2024-519786-22-01,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2024-519788-16-00,Gustave Roussy,Gustave Roussy,Gustave Roussy,hospital,accepted
2024-519789-37-00,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,hospital,accepted
2024-519790-19-00,Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,NA,NA,hospital,accepted
2024-519792-25-00,Istituto Europeo di Oncologia,NA,NA,hospital,accepted
2024-519795-11-00,Apogee Therapeutics,NA,NA,unknown,accepted
2024-519797-39-00,Akershus University Hospital,NA,NA,hospital,accepted
2024-519798-20-00,G.O.I.R.C. Gruppo Oncologico Italiano di Ricerca Clinica,NA,NA,unknown,accepted
2024-519799-25-00,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,foundation,accepted
2024-519801-36-00,Sun Pharmaceutical,Sun Pharmaceutical,Sun Pharmaceutical,industry,accepted
2024-519808-27-00,Medical University of Warsaw,NA,NA,unknown,accepted
2024-519811-32-00,Region Östergötland,NA,NA,unknown,accepted
2024-519812-15-00,CHU d'Angers,NA,NA,hospital,accepted
2024-519813-74-00,CCDRD / GHF-Gold Holding,NA,NA,unknown,accepted
2024-519814-29-00,BMS,Bristol-Myers Squibb,BMS,industry,accepted
2024-519818-31-01,Genmab,Genmab,Genmab,industry,accepted
2024-519820-26-00,Maplight Therapeutics,NA,NA,unknown,accepted
2024-519822-18-00,Alkermes,NA,NA,unknown,accepted
2024-519825-39-00,Clínica Universidad de Navarra,NA,NA,academic,accepted
2024-519827-16-00,European Myeloma Network,European Myeloma Network,European Myeloma Network,cooperative_group,accepted
2024-519829-38-00,Bayer,Bayer,Bayer,industry,accepted
2024-519830-22-00,Bayer,Bayer,Bayer,industry,accepted
2024-519832-17-00,Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted
2024-519833-51-00,GGZ-Drenthe,NA,NA,unknown,accepted
2024-519834-21-00,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2024-519835-41-00,Arvinas Operations,NA,NA,unknown,accepted
2024-519836-18-00,Newron Pharmaceuticals,NA,NA,unknown,accepted
2024-519844-34-03,G. d'Annunzio University,NA,NA,unknown,accepted
2024-519845-30-00,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,foundation,accepted
2024-519848-33-00,CHU de Saint-Étienne,NA,NA,hospital,accepted
2024-519849-29-00,Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,industry,accepted
2024-519850-35-00,Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,industry,accepted
2024-519851-27-00,Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,industry,accepted
2024-519852-10-00,Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,industry,accepted
2024-519853-12-00,Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,NA,NA,hospital,accepted
2024-519854-35-00,Sorin CRM,NA,NA,unknown,accepted
2024-519855-27-00,UZ Brussel,UZ Brussel,UZ Brussel,hospital,accepted
2024-519856-94-00,BiomX,NA,NA,unknown,accepted
2024-519857-13-00,Asociacion Instituto Biogipuzkoa,NA,NA,unknown,accepted
2024-519860-41-00,Sanofi,Sanofi,Sanofi,industry,accepted
2024-519862-33-01,Oncusp Therapeutics,NA,NA,unknown,accepted
2024-519864-42-00,Turku University Hospital,NA,NA,hospital,accepted
2024-519870-38-00,Novartis,Novartis,Novartis,industry,accepted
2024-519871-24-00,BMS,Bristol-Myers Squibb,BMS,industry,accepted
2024-519875-24-00,Crinetics Pharmaceuticals,Crinetics Pharmaceuticals,Crinetics Pharmaceuticals,industry,accepted
2024-519876-17-00,HUS-yhtymae,NA,NA,NA,accepted
2024-519878-39-00,Universita Degli Studi Di Padova,NA,NA,unknown,accepted
2024-519881-32-00,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2024-519882-23-00,Pfizer,Pfizer,Pfizer,industry,accepted
2024-519883-42-00,Qilu Pharmaceutical Co.,NA,NA,unknown,accepted
2024-519884-16-00,Radboudumc,Radboudumc,Radboudumc,hospital,accepted
2024-519891-17-00,Universitetssykehuset Nord-Norge HF,NA,NA,NA,accepted
2024-519892-24-00,Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,NA,NA,hospital,accepted
2024-519893-38-00,GEIS - Grupo Español de Investigación en Sarcomas,NA,NA,unknown,accepted
2024-519894-20-01,Centre Hospitalier de Tourcoing,NA,NA,unknown,accepted
2024-519899-72-00,Therini Bio,NA,NA,unknown,accepted
2024-519901-36-00,ETOP IBCSG Partners Foundation,NA,NA,foundation,accepted
2024-519903-88-00,Universitätsklinikum Schleswig-Holstein,NA,NA,hospital,accepted
2024-519908-27-01,Universitetssykehuset Nord-Norge HF,NA,NA,NA,accepted
2024-519910-30-00,Pirkanmaan hyvinvointialue,NA,NA,unknown,accepted
2024-519913-76-00,Queen Mary University of London,Queen Mary University of London,Queen Mary University of London,academic,accepted
2024-519917-72-00,Alnylam Pharmaceuticals,NA,NA,unknown,accepted
2024-519919-34-00,Can-Fite BioPharma,NA,NA,unknown,accepted
2024-519920-26-00,Cepha s.r.o. / PRO.MED.CS Praha a.s.,NA,NA,unknown,accepted
2024-519921-39-00,Varsinais-Suomen hyvinvointialue,NA,NA,unknown,accepted
2024-519922-19-00,Hospices Civils de Lyon,Hospices Civils de Lyon,Hospices Civils de Lyon,hospital,accepted
2024-519928-24-00,GSK,GSK,GSK,industry,accepted
2024-519929-38-00,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,unknown,accepted
2024-519930-22-00,Roche,Roche,Roche,industry,accepted
2024-519932-17-00,PiLeJe,NA,NA,unknown,accepted
2024-519933-53-00,Oslo University Hospital,NA,NA,hospital,accepted
2024-519935-41-00,University Hospital Antwerp,NA,NA,hospital,accepted
2024-519936-18-00,Oslo University Hospital,NA,NA,hospital,accepted
2024-519941-32-00,Autolus,NA,NA,unknown,accepted
2024-519945-31-00,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2024-519946-54-00,Gentofte Hospital / Frederiksberg Hospital,NA,NA,hospital,accepted
2024-519960-42-00,Novartis,Novartis,Novartis,industry,accepted
2024-519961-23-00,BarcelonaBeta Brain Research Center,NA,NA,unknown,accepted
2024-519964-42-00,Step Pharma,NA,NA,unknown,accepted
2024-519966-31-00,Gyala Therapeutics,NA,NA,unknown,accepted
2024-519968-41-00,Hospital Clínic Barcelona,NA,NA,hospital,accepted
2024-519969-21-00,Hospital Clínic Barcelona,NA,NA,hospital,accepted
2024-519971-25-00,Intergroupe Francophone de Cancerologie Thoracique,NA,NA,NA,accepted
2024-519972-21-00,Hospital Clínic Barcelona,NA,NA,hospital,accepted
2024-519974-38-00,Hospital Clínic Barcelona,NA,NA,hospital,accepted
2024-519975-24-00,Hospital Clínic Barcelona,NA,NA,hospital,accepted
2024-519976-19-00,GSK,GSK,GSK,industry,accepted
2024-519977-20-00,Centre Hospitalier National d'Ophtalmologie Quinze-Vingts,NA,NA,unknown,accepted
2024-519978-39-00,Hospital Clínic Barcelona,NA,NA,hospital,accepted
2024-519979-26-00,Hospital Clínic Barcelona,NA,NA,hospital,accepted
2024-519980-16-00,Hospital Clínic Barcelona,NA,NA,hospital,accepted
2024-519983-42-00,Vall D'hebron Institut De Recerca,NA,NA,hospital,accepted
2024-519986-23-00,AP-HP,NA,NA,hospital,accepted
2024-519991-18-00,Les Hôpitaux Universitaires de Strasbourg,NA,NA,hospital,accepted
2024-519993-38-00,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,unknown,accepted
2024-519994-20-00,BMS,Bristol-Myers Squibb,BMS,industry,accepted
2024-519995-20-00,Inserm,NA,NA,public_body,accepted
2024-519997-37-00,Hospital Clínico Universitario,NA,NA,hospital,accepted
2024-519998-19-00,Forward Therapeutics,NA,NA,unknown,accepted
2024-520004-26-00,Ente Ospedaliero Ospedali Galliera Genova,NA,NA,unknown,accepted
2024-520006-19-00,PRESURGY,NA,NA,unknown,accepted
2024-520014-22-00,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2024-520019-41-00,Tarchominskie Zaklady Farmaceutyczne Polfa,NA,NA,unknown,accepted
2024-520020-28-00,Instituto De Investigacion Marques De Valdecilla,NA,NA,unknown,accepted
2024-520026-11-00,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2024-520027-88-00,Medica Scientia Innovation Research MedSIR,NA,NA,unknown,accepted
2024-520029-35-01,Centre Hospitalier Régional et Universitaire,NA,NA,hospital,accepted
2024-520030-30-00,Oslo University Hospital,NA,NA,hospital,accepted
2024-520031-33-00,Blueprint Medicines,NA,NA,unknown,accepted
2024-520037-76-00,Erasmus MC,NA,NA,hospital,accepted
2024-520039-33-00,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2024-520042-31-00,Aalborg University Hospital,NA,NA,hospital,accepted
2024-520043-17-00,Institute of Molecular Medicine and Biomedical Research - I.M.B.E.,NA,NA,unknown,accepted
2024-520045-23-00,ARTIC,NA,NA,unknown,accepted
2024-520050-38-00,Amgen,Amgen,Amgen,industry,accepted
2024-520051-24-00,Gustave Roussy,Gustave Roussy,Gustave Roussy,hospital,accepted
2024-520052-19-04,Amsterdam UMC,NA,NA,hospital,accepted
2024-520054-38-00,Cebiotex,NA,NA,unknown,accepted
2024-520057-20-00,Bausch Health,NA,NA,unknown,accepted
2024-520058-39-00,Bausch Health,NA,NA,unknown,accepted
2024-520062-54-00,Vir Biotechnology,NA,NA,unknown,accepted
2024-520067-13-00,National University of Singapore,NA,NA,unknown,accepted
2024-520068-32-00,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2024-520069-30-00,Region Stockholm – SLSO,NA,NA,unknown,accepted
2024-520073-13-00,Region Midtjylland,Region Midtjylland,Region Midtjylland,hospital,accepted
2024-520075-28-01,Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted
2024-520076-10-01,Provincia Lombardo Veneta dell'Ordine Ospedaliero di San Giovanni di Dio,NA,NA,unknown,accepted
2024-520077-12-00,Nectin Therapeutics,NA,NA,unknown,accepted
2024-520078-36-00,Alzeca Biosciences,NA,NA,unknown,accepted
2024-520081-65-00,Fondazione Ricerca Traslazionale,NA,NA,foundation,accepted
2024-520082-31-01,Medical University Of Vienna,NA,NA,hospital,accepted
2024-520083-33-00,HUS-yhtymae,NA,NA,NA,accepted
2024-520084-14-00,University of Patras,NA,NA,unknown,accepted
2024-520086-31-00,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,hospital,accepted
2024-520089-70-00,AP-HP,NA,NA,hospital,accepted
2024-520090-12-00,University Medical Center Groningen,NA,NA,hospital,accepted
2024-520093-34-00,Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia,NA,NA,unknown,accepted
