_id,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status
2011-000925-60-SE,Kunglv Hospital,NA,NA,hospital,accepted
2011-000926-31-CZ,GW Pharma,NA,NA,industry,accepted
2011-000931-10-HU,Gedeon Richter,NA,NA,industry,accepted
2011-000933-35-FR,CHU de Toulouse,NA,NA,hospital,accepted
2011-000935-98-DE,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2011-000939-86-SE,Mundipharma,NA,NA,industry,accepted
2011-000942-39-NL,"CTMM, the Center for Translational Molecular Medicine",NA,NA,industry,accepted
2011-000943-26-NO,GSK,GSK,GSK,industry,accepted
2011-000944-43-DE,Gilead Sciences,Gilead Sciences,Gilead Sciences,industry,accepted
2011-000945-19-BE,Gilead Sciences,Gilead Sciences,Gilead Sciences,industry,accepted
2011-000946-39-BE,Gilead Sciences,Gilead Sciences,Gilead Sciences,industry,accepted
2011-000947-26-ES,Novartis,Novartis,Novartis,industry,accepted
2011-000948-18-DE,Oryx,NA,NA,industry,accepted
2011-000954-46-DE,Roche,Roche,Roche,industry,accepted
2011-000960-93-CZ,Novartis,Novartis,Novartis,industry,accepted
2011-000961-10-GB,Royal Liverpool University Hospital,NA,NA,hospital,accepted
2011-000971-15-ES,PETHEMA Foundation,NA,NA,unknown,accepted
2011-000972-32-ES,Ferrer Internacional,NA,NA,industry,accepted
2011-000973-30-IT,Fondazione Centro S. Raffaele del Monte Tabor,NA,NA,foundation,accepted
2011-000977-29-BG,Spinifex Pharmaceuticals,NA,NA,industry,accepted
2011-000978-53-DK,Acacia Pharma,NA,NA,industry,accepted
2011-000984-29-BE,Ghent University,Ghent University,Ghent University,hospital,accepted
2011-000986-10-CZ,Sunovion Pharmaceuticals,NA,NA,industry,accepted
2011-000987-92-CZ,Pharming Technologies,NA,NA,industry,accepted
2011-000988-28-GB,NHS Lothian,NA,NA,hospital,accepted
2011-000989-35-FR,AP-HP,NA,NA,unknown,accepted
2011-000990-29-BE,Institut Curie,Institut Curie,Institut Curie,unknown,accepted
2011-000991-33-ES,Instituto Aragons de Ciencias de la Salud,NA,NA,unknown,accepted
2011-000994-30-AT,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,unknown,accepted
2011-000997-77-CZ,Gilead Sciences,Gilead Sciences,Gilead Sciences,industry,accepted
2011-001006-10-DE,advanceCOR,NA,NA,industry,accepted
2011-001007-12-CZ,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2011-001010-34-AT,ABCSG,NA,NA,cooperative_group,accepted
2011-001012-56-AT,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2011-001015-32-DE,AGO Research,NA,NA,unknown,accepted
2011-001017-13-ES,CNIO - Centro Nacional de Investigaciones Oncológicas,NA,NA,unknown,accepted
2011-001019-30-CZ,Novartis,Novartis,Novartis,industry,accepted
2011-001020-38-CZ,Novartis,Novartis,Novartis,industry,accepted
2011-001023-21-IT,Dr. Gerhard Mann chem.-pharm. Fabrik GmbH,NA,NA,industry,accepted
2011-001024-38-DE,AIO-Studien-gGmbH,NA,NA,unknown,accepted
2011-001027-20-DE,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,unknown,accepted
2011-001033-16-AT,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2011-001034-42-DE,Santhera Pharmaceuticals,NA,NA,industry,accepted
2011-001055-36-ES,Eduardo Garca Daz,NA,NA,unknown,accepted
2011-001060-21-IT,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2011-001062-18-AT,Novartis,Novartis,Novartis,industry,accepted
2011-001063-43-GB,University College London,NA,NA,academic,accepted
2011-001066-17-BE,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2011-001067-51-ES,Alberto Capelastegui Sainz,NA,NA,unknown,accepted
2011-001068-23-FI,Aco Hud Nordic,NA,NA,industry,accepted
2011-001071-40-AT,InSpira Medical,NA,NA,industry,accepted
2011-001074-26-AT,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,unknown,accepted
2011-001076-18-DE,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2011-001077-13-ES,Novartis,Novartis,Novartis,industry,accepted
2011-001078-25-GB,National Eye Institute,NA,NA,unknown,accepted
2011-001084-42-BE,Synta Pharmaceutical,NA,NA,industry,accepted
2011-001086-41-DE,NA,NA,NA,hospital,review
2011-001088-28-GB,South London and Maudsley NHS Foundation Trust,NA,NA,hospital,accepted
2011-001091-18-ES,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,hospital,accepted
2011-001092-39-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001093-26-GB,Imperial College London,Imperial College London,Imperial College London,academic,accepted
2011-001094-58-BE,Bayer,Bayer,Bayer,industry,accepted
2011-001096-39-SK,Roche,Roche,Roche,industry,accepted
2011-001097-25-DE,Roche,Roche,Roche,industry,accepted
2011-001098-16-GB,University Of Leeds,NA,NA,unknown,accepted
2011-001099-21-AT,Population Health Research Institute,NA,NA,unknown,accepted
2011-001107-12-ES,Fundacin SEIMC-GESIDA,NA,NA,unknown,accepted
2011-001111-31-BE,Amgen,Amgen,Amgen,industry,accepted
2011-001112-53-BE,Amgen,Amgen,Amgen,industry,accepted
2011-001113-14-ES,Fundacin Hospital Clinic i Provincial,NA,NA,hospital,accepted
2011-001114-33-BE,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2011-001116-65-BE,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2011-001117-13-BE,Celyad,NA,NA,industry,accepted
2011-001118-32-DE,Sandoz,Novartis,Novartis,industry,accepted
2011-001119-30-BE,to-BBB technologies,NA,NA,industry,accepted
2011-001121-24-GB,Papworth Hospital,NA,NA,hospital,accepted
2011-001122-18-BG,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2011-001123-20-GB,BMS,Bristol-Myers Squibb,BMS,industry,accepted
2011-001131-23-DE,Siena Biotech,NA,NA,industry,accepted
2011-001132-30-CZ,Veobecn fakultn nemocnice v Praze,NA,NA,unknown,accepted
2011-001134-42-DE,Gilead Sciences,Gilead Sciences,Gilead Sciences,industry,accepted
2011-001137-16-FI,LIDDS,NA,NA,industry,accepted
2011-001138-40-DE,iOMEDICO,NA,NA,unknown,accepted
2011-001139-22-AT,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,unknown,accepted
2011-001140-30-CZ,Laboratoires Ethypharm,NA,NA,industry,accepted
2011-001142-15-BG,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2011-001143-70-ES,Breno Moreno de Gusmao,NA,NA,unknown,accepted
2011-001144-30-BG,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2011-001148-31-GB,Imperial College London,Imperial College London,Imperial College London,academic,accepted
2011-001160-21-AT,Sanofi,Sanofi,Sanofi,industry,accepted
2011-001161-41-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001173-24-IT,Cosmo Technologies,NA,NA,industry,accepted
2011-001175-38-DE,Medice Arzneimittel Puetter,NA,NA,industry,accepted
2011-001180-53-BE,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2011-001187-21-DE,University of Zurich,NA,NA,industry,accepted
2011-001192-39-AT,Dendreon,NA,NA,industry,accepted
2011-001193-26-CZ,Acino Supply,NA,NA,industry,accepted
2011-001201-27-BE,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2011-001202-99-DE,Relevare Pharmaceuticals,NA,NA,industry,accepted
2011-001208-36-DK,Chiesi Farmaceutici,Chiesi Farmaceutici,Chiesi Farmaceutici,industry,accepted
2011-001209-28-GB,Buckinghamshire Healthcare NHS Trust,NA,NA,hospital,accepted
2011-001211-31-GB,University of Birmingham,University Of Birmingham,University Of Birmingham,unknown,accepted
2011-001218-32-ES,Rafael Lpez Lpez,NA,NA,unknown,accepted
2011-001219-30-CZ,Nordic Pharma France,NA,NA,industry,accepted
2011-001220-38-BE,Novartis,Novartis,Novartis,industry,accepted
2011-001221-24-AT,Medical University Of Vienna,NA,NA,unknown,accepted
2011-001222-15-BE,ChemoCentryx,NA,NA,industry,accepted
2011-001224-37-GB,University of Bristol,NA,NA,unknown,accepted
2011-001230-42-BE,Novartis,Novartis,Novartis,industry,accepted
2011-001231-23-ES,Fundacin para el Progreso de la Oncologa en Cantabria,NA,NA,unknown,accepted
2011-001232-27-DE,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,hospital,accepted
2011-001240-29-DE,Millennium Pharmaceuticals,Takeda,Takeda,industry,accepted
2011-001243-67-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001245-32-BE,Forest Laboratories,NA,NA,industry,accepted
2011-001246-14-IT,Azienda Ospedaliera Ospedale S. Salvatore,NA,NA,hospital,accepted
2011-001250-28-FR,CHU de Clermont-Ferrand,NA,NA,hospital,accepted
2011-001251-37-NL,Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,unknown,accepted
2011-001253-82-BE,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2011-001254-29-AT,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2011-001255-36-BE,Gilead Sciences,Gilead Sciences,Gilead Sciences,industry,accepted
2011-001256-10-CZ,Roche,Roche,Roche,industry,accepted
2011-001258-27-DK,Mads Werner,NA,NA,unknown,accepted
2011-001261-40-AT,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2011-001264-22-SE,Region Skåne,NA,NA,unknown,accepted
2011-001265-40-HU,NPS Pharmaceuticals,NA,NA,industry,accepted
2011-001266-17-BE,GSK,GSK,GSK,industry,accepted
2011-001267-49-BE,ChemoCentryx,NA,NA,industry,accepted
2011-001271-39-ES,Spanish Oncology Genitourinary Group SOGUG,NA,NA,unknown,accepted
2011-001278-24-AT,Menarini International Operation Luxembourg,NA,NA,industry,accepted
2011-001280-49-FR,Novartis,Novartis,Novartis,industry,accepted
2011-001282-40-DE,Morphotek,NA,NA,industry,accepted
2011-001283-22-CZ,Servier,Servier,Servier,industry,accepted
2011-001284-44-HU,Maggot Egszsggyi Kereskedelmi S Szolgltat,NA,NA,industry,accepted
2011-001287-22-IT,Fondazione Salvatore Maugeri - Clinica del Lavoro e della Riabilitazione,NA,NA,foundation,accepted
2011-001288-32-IT,Fondazione Salvatore Maugeri - Clinica del Lavoro e della Riabilitazione,NA,NA,foundation,accepted
2011-001290-78-GB,Barts Health NHS Trust,NA,NA,hospital,accepted
2011-001291-19-DE,Adocia,NA,NA,industry,accepted
2011-001292-39-BE,Servier,Servier,Servier,industry,accepted
2011-001298-17-IT,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2011-001300-35-GB,University College London,NA,NA,academic,accepted
2011-001303-13-DE,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2011-001308-36-FR,FNCLCC,NA,NA,unknown,accepted
2011-001309-29-HU,Allos Therapeutics,NA,NA,industry,accepted
2011-001310-34-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2011-001312-59-GB,Imperial College London,Imperial College London,Imperial College London,academic,accepted
2011-001313-14-NL,Dutch Growth Foundation,NA,NA,foundation,accepted
2011-001315-31-BE,UZ Leuven,UZ Leuven,UZ Leuven,hospital,accepted
2011-001318-32-DE,Upsher-Smith Laboratories,NA,NA,industry,accepted
2011-001319-30-GB,University Hospitals Bristol and Weston NHS Foundation Trust,NA,NA,hospital,accepted
2011-001323-21-AT,Vertex Pharmaceuticals,Vertex Pharmaceuticals,Vertex Pharmaceuticals,industry,accepted
2011-001326-26-GB,NovImmune,NA,NA,industry,accepted
2011-001329-26-IT,Fondazione IRCCS Istituto Neurologico Carlo Besta,NA,NA,unknown,accepted
2011-001331-22-CZ,Chiesi Farmaceutici,Chiesi Farmaceutici,Chiesi Farmaceutici,industry,accepted
2011-001333-17-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001340-29-ES,Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,NA,NA,hospital,accepted
2011-001342-15-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001345-32-BE,Schering,NA,NA,industry,accepted
2011-001348-31-SE,Mlarsjukhuset Eskilstuna,NA,NA,unknown,accepted
2011-001349-33-DE,Otsuka Pharmaceutical,Otsuka Pharmaceutical,Otsuka Pharmaceutical,industry,accepted
2011-001350-28-SK,Otsuka Pharmaceutical,Otsuka Pharmaceutical,Otsuka Pharmaceutical,industry,accepted
2011-001351-37-DE,Otsuka Pharmaceutical,Otsuka Pharmaceutical,Otsuka Pharmaceutical,industry,accepted
2011-001354-29-DE,LFB Biotechnologies,NA,NA,industry,accepted
2011-001356-10-BE,LYSARC,LYSARC,LYSARC,unknown,accepted
2011-001360-21-CZ,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2011-001362-18-DE,Gilead Sciences,Gilead Sciences,Gilead Sciences,industry,accepted
2011-001363-46-IT,Roche,Roche,Roche,industry,accepted
2011-001364-22-IT,Roche,Roche,Roche,industry,accepted
2011-001365-40-NL,Roche,Roche,Roche,industry,accepted
2011-001382-40-GB,Central Manchester Foundation Hospitals Trust,NA,NA,hospital,accepted
2011-001384-45-DE,Almirall Hermal,NA,NA,industry,accepted
2011-001386-41-IT,Azienda Ospedaliera Di Bologna Policlinico S Orsola M Malpighi,NA,NA,hospital,accepted
2011-001393-26-ES,Fundacin para la Investigacin Biomdica del Hospital Clnico de San Carlos,NA,NA,hospital,accepted
2011-001396-39-DK,Glostrup Hospital,NA,NA,hospital,accepted
2011-001398-19-DE,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,unknown,accepted
2011-001403-12-DE,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,unknown,accepted
2011-001407-13-NL,Maastricht University Medical Center+,NA,NA,unknown,accepted
2011-001408-37-IT,Fondazione Centro S. Raffaele del Monte Tabor,NA,NA,foundation,accepted
2011-001410-33-BE,UZ Brussel,UZ Brussel,UZ Brussel,unknown,accepted
2011-001412-65-BE,Pfizer,Pfizer,Pfizer,industry,accepted
2011-001419-29-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2011-001421-24-IT,Fondazione Italiana Linfomi Ets,NA,NA,foundation,accepted
2011-001422-23-GB,Genentech,Roche,Roche,industry,accepted
2011-001424-38-BE,Sanofi,Sanofi,Sanofi,industry,accepted
2011-001429-25-NL,University Medical Center Groningen,NA,NA,unknown,accepted
2011-001436-33-DE,Roche,Roche,Roche,industry,accepted
2011-001437-16-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001442-15-AT,Novartis,Novartis,Novartis,industry,accepted
2011-001448-31-BE,Novartis,Novartis,Novartis,industry,accepted
2011-001449-34-ES,INCLIVA,NA,NA,hospital,accepted
2011-001452-11-SE,Lund University,NA,NA,unknown,accepted
2011-001455-37-NO,Oslo University Hospital,NA,NA,hospital,accepted
2011-001456-11-BE,Amgen,Amgen,Amgen,industry,accepted
2011-001459-35-IT,Chiesi Farmaceutici,Chiesi Farmaceutici,Chiesi Farmaceutici,industry,review
2011-001460-22-DE,Roche,Roche,Roche,industry,accepted
2011-001461-40-GB,Hull and East Yorkshire NHS Trust,NA,NA,hospital,accepted
2011-001462-17-DE,Westdeutsche Studiengruppe,NA,NA,unknown,accepted
2011-001463-51-ES,Hospital Universitari de Bellvitge - IDIBELL,NA,NA,hospital,accepted
2011-001465-41-BE,Novartis,Novartis,Novartis,industry,accepted
2011-001468-23-BE,Transgene,NA,NA,industry,accepted
2011-001469-42-NL,Deventer Ziekenhuis,NA,NA,hospital,accepted
2011-001472-18-DE,STZ 1172 Gesundheitsförderung und Stoffwechselforschung,NA,NA,unknown,accepted
2011-001477-14-IT,Merit Medical Systems,NA,NA,industry,accepted
2011-001480-42-BE,Genzyme,Sanofi,Sanofi,industry,accepted
2011-001481-18-SE,Uppsala University,NA,NA,hospital,accepted
2011-001483-21-AT,Karo Bio,NA,NA,industry,accepted
2011-001488-40-IT,Fondazione Centro Cardiologico Monzino,NA,NA,foundation,accepted
2011-001490-40-IT,Orion Pharma,NA,NA,industry,accepted
2011-001491-20-DE,Ruprecht-Karls-Universität Heidelberg,NA,NA,unknown,accepted
2011-001492-39-FI,Vl-Medi Oy Vestliitto,NA,NA,unknown,accepted
2011-001493-25-BE,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2011-001495-18-BE,Population Health Research Institute,NA,NA,unknown,accepted
2011-001502-10-SK,National Cancer Institute,NA,NA,unknown,accepted
2011-001505-26-SE,Karolinska Institutet,NA,NA,unknown,accepted
2011-001506-96-GB,Sanofi,Sanofi,Sanofi,industry,accepted
2011-001507-13-DE,AIO-Studien-gGmbH,NA,NA,unknown,accepted
2011-001509-28-IT,Azienda Ospedaliero-Universitaria Pisana,NA,NA,unknown,accepted
2011-001510-33-GB,The Leeds Teaching Hospitals NHS Trust,NA,NA,hospital,accepted
2011-001512-65-CZ,Masaryk University,NA,NA,unknown,accepted
2011-001513-13-CZ,Synageva BioPharma,NA,NA,industry,accepted
2011-001514-34-NL,Leiden University Medical Center,NA,NA,unknown,accepted
2011-001515-31-EE,PENTA Foundation,NA,NA,foundation,accepted
2011-001516-54-CZ,Gilead Sciences,Gilead Sciences,Gilead Sciences,industry,accepted
2011-001518-33-GB,South Manchester University Hospitals NHS Trust,NA,NA,hospital,accepted
2011-001520-37-SE,Malmö University Hospital,NA,NA,hospital,accepted
2011-001521-25-EE,PENTA Foundation,NA,NA,foundation,accepted
2011-001524-38-BE,Almirall,Almirall S.A.,Almirall S.A.,industry,accepted
2011-001526-19-CZ,Roche,Roche,Roche,industry,accepted
2011-001527-20-CZ,Amgen,Amgen,Amgen,industry,accepted
2011-001528-39-DE,Amgen,Amgen,Amgen,industry,accepted
2011-001529-26-BE,Amgen,Amgen,Amgen,industry,accepted
2011-001534-42-IT,Fondazione Centro S. Raffaele del Monte Tabor,NA,NA,foundation,accepted
2011-001538-41-GB,University of Birmingham,University Of Birmingham,University Of Birmingham,unknown,accepted
2011-001539-21-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001544-30-DK,Amgen,Amgen,Amgen,industry,accepted
2011-001550-29-DE,GETNE Grupo Español de Tumores Neuroendocrinos,NA,NA,unknown,accepted
2011-001555-37-AT,Celgene,Bristol-Myers Squibb,BMS,industry,accepted
2011-001556-11-IT,IRCCS Fondazione Stella Maris,NA,NA,foundation,accepted
2011-001557-85-DK,Nordic Lymphoma Group,NA,NA,unknown,accepted
2011-001558-27-BE,UCB,UCB,UCB,industry,accepted
2011-001559-35-BE,UCB,UCB,UCB,industry,accepted
2011-001564-21-GB,NHS Greater Glasgow and Clyde,NA,NA,hospital,accepted
2011-001568-22-BG,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2011-001571-39-GB,University of Bristol,NA,NA,unknown,accepted
2011-001572-19-DE,Lundbeck,Lundbeck,Lundbeck,industry,accepted
2011-001573-10-BE,NA,NA,NA,hospital,review
2011-001581-18-DE,GSK,GSK,GSK,industry,accepted
2011-001588-37-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001589-16-FI,HUCH Eye Hospital,NA,NA,hospital,accepted
2011-001593-25-AT,Pharmacosmos,NA,NA,industry,accepted
2011-001595-19-AT,Santen,NA,NA,industry,accepted
2011-001598-25-ES,Instituto Grifols S.A.,NA,NA,industry,accepted
2011-001602-10-DK,"Center for Cancer Immunotherapy CCIT / Department of Oncology, Herlev Hospital",NA,NA,hospital,accepted
2011-001608-37-IT,GSK,GSK,GSK,industry,accepted
2011-001612-62-BE,"Institute of Tropical Medicine, Antwerp",NA,NA,unknown,accepted
2011-001616-57-BE,Sanofi,Sanofi,Sanofi,industry,accepted
2011-001617-14-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001626-15-ES,Roche,Roche,Roche,industry,accepted
2011-001629-25-CZ,Novartis,Novartis,Novartis,industry,accepted
2011-001635-23-BE,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2011-001638-41-DE,Clarus Therapeutics,NA,NA,industry,accepted
2011-001639-21-DK,NMDSG,NA,NA,cooperative_group,accepted
2011-001642-14-GB,University of Surrey,NA,NA,unknown,accepted
2011-001643-79-BE,GSK,GSK,GSK,industry,accepted
2011-001644-29-BE,GSK,GSK,GSK,industry,accepted
2011-001645-33-DE,GSK,GSK,GSK,industry,accepted
2011-001646-16-BE,ViiV Healthcare,ViiV Healthcare,ViiV Healthcare,industry,accepted
2011-001649-34-ES,Centro Nacional de Investigaciones Oncológicas (CNIO),NA,NA,unknown,accepted
2011-001650-29-SE,A. Carlsson Research,NA,NA,unknown,accepted
2011-001659-36-IT,Italian Sarcoma Group,NA,NA,unknown,accepted
2011-001664-22-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2011-001667-44-DE,Active Biotech,NA,NA,industry,accepted
2011-001673-70-SE,Skåne University Hospital,NA,NA,unknown,accepted
2011-001674-25-ES,Francisco J. Gonzlez Vlchez,NA,NA,unknown,accepted
2011-001682-41-IT,Azienda Ospedaliera L. Sacco,NA,NA,unknown,accepted
2011-001683-22-HU,University of Debrecen,NA,NA,unknown,accepted
2011-001684-50-GB,University of Nottingham,NA,NA,unknown,accepted
2011-001686-40-DE,Deutsches Herzzentrum München,NA,NA,unknown,accepted
2011-001689-16-DE,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,unknown,accepted
2011-001690-62-GB,University of Birmingham,University Of Birmingham,University Of Birmingham,unknown,accepted
2011-001692-39-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001695-19-AT,Vifor Pharma,NA,NA,industry,accepted
2011-001696-39-DK,University of Southern Denmark,NA,NA,unknown,accepted
2011-001698-22-NL,Verona Pharma,NA,NA,industry,accepted
2011-001711-31-IT,Sunovion Pharmaceuticals,NA,NA,industry,accepted
2011-001712-61-BG,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2011-001713-14-IT,Istituto Di Ricerche Farmacologiche Mario Negri,NA,NA,unknown,accepted
2011-001715-31-ES,Fundacin para la Formacin e Investigacin Sanitaria de la Regin de Murcia,NA,NA,unknown,accepted
2011-001716-59-NO,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2011-001718-32-IT,Ferrokin Biosciences,NA,NA,industry,accepted
2011-001720-37-IT,Centro di Riferimento Oncologico di Aviano,Centro di Riferimento Oncologico di Aviano,Centro di Riferimento Oncologico di Aviano,unknown,accepted
2011-001724-38-IT,Ospedale Sacro Cuore Don Calabria,NA,NA,hospital,accepted
2011-001725-24-BE,Novartis,Novartis,Novartis,industry,accepted
2011-001726-14-IT,AUSL di Modena,NA,NA,unknown,accepted
2011-001729-25-BE,UCB,UCB,UCB,industry,accepted
2011-001731-24-BG,Takeda,Takeda,Takeda,industry,accepted
2011-001732-37-BG,Takeda,Takeda,Takeda,industry,accepted
2011-001733-16-AT,Pfizer,Pfizer,Pfizer,industry,accepted
2011-001735-22-BE,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2011-001736-30-AT,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,unknown,accepted
2011-001739-21-IT,Istituto Nazionale per lo Studio e la Cura dei Tumori - Fondazione G. Pascale,NA,NA,foundation,accepted
2011-001743-78-DE,Laves-Arzneimittel,NA,NA,industry,accepted
2011-001747-69-GB,Monash University / NHS Lothian,NA,NA,hospital,accepted
2011-001752-10-BG,Takeda,Takeda,Takeda,industry,accepted
2011-001754-28-AT,Pfizer,Pfizer,Pfizer,industry,accepted
2011-001756-12-BE,Cliniques Universitaires Saint-Luc,NA,NA,unknown,accepted
2011-001758-26-BG,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2011-001764-21-SE,Magle,NA,NA,industry,accepted
2011-001765-41-DE,Otto-von-Guericke-Universität Magdeburg,NA,NA,unknown,accepted
2011-001772-19-PL,Vectura,NA,NA,industry,accepted
2011-001775-39-IT,Azienda Sanitaria dell'Alto Adige - Comprensorio Sanitario di Bolzano,NA,NA,unknown,accepted
2011-001776-19-DE,Bombastus-Werke,NA,NA,industry,accepted
2011-001777-43-BE,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2011-001779-38-DE,Merz Pharmaceuticals,Merz Pharmaceuticals,Merz Pharmaceuticals,industry,accepted
2011-001783-21-NL,Childrens Research Institute,NA,NA,unknown,accepted
2011-001785-17-CZ,Octapharma,NA,NA,industry,accepted
2011-001787-22-IT,Fondazione IRCCS Policlinico San Matteo,NA,NA,hospital,accepted
2011-001788-36-GB,Cell Medica,NA,NA,industry,accepted
2011-001789-16-GB,University of Plymouth,NA,NA,hospital,accepted
2011-001790-41-BE,ABScience,NA,NA,industry,accepted
2011-001791-19-HU,GTx Inc,NA,NA,industry,accepted
2011-001792-39-HU,GTx Inc,NA,NA,industry,accepted
2011-001793-26-GB,The Royal Marsden NHS Foundation Trust,NA,NA,hospital,accepted
2011-001794-85-NL,University Medical Center Utrecht,NA,NA,unknown,accepted
2011-001795-19-DE,NA,NA,NA,unknown,review
2011-001801-29-SK,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2011-001805-28-DE,BioMarin Pharmaceutical,BioMarin Pharmaceutical,BioMarin Pharmaceutical,industry,accepted
2011-001810-32-GB,Elevation Pharmaceuticals,NA,NA,industry,accepted
2011-001812-80-NL,MAASTRO Clinic,NA,NA,hospital,accepted
2011-001814-33-DE,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2011-001815-29-NL,University Medical Center Utrecht,NA,NA,hospital,accepted
2011-001819-30-AT,Sanochemia Pharmazeutika,NA,NA,industry,accepted
2011-001820-39-NL,Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,unknown,accepted
2011-001821-26-IT,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,NA,NA,hospital,accepted
2011-001822-81-BE,Centre Hospitalier Universitaire de Liège,NA,NA,hospital,accepted
2011-001824-39-GB,Novartis,Novartis,Novartis,industry,accepted
2011-001825-25-DE,Novartis,Novartis,Novartis,industry,accepted
2011-001826-61-BG,Hanmi Pharmaceutical Co.,NA,NA,industry,accepted
2011-001836-44-GB,University College London,NA,NA,academic,accepted
2011-001839-23-GB,Lundbeck,Lundbeck,Lundbeck,industry,accepted
2011-001841-34-GB,NHS Greater Glasgow and Clyde,NA,NA,hospital,accepted
2011-001845-34-IT,Azienda Ospedaliera Di Bologna Policlinico S Orsola M Malpighi,NA,NA,hospital,accepted
2011-001847-58-ES,Sanofi,Sanofi,Sanofi,industry,accepted
2011-001849-33-DE,Sylentis,NA,NA,industry,accepted
2011-001855-35-GB,Salford Royal NHS Foundation Trust,NA,NA,hospital,accepted
2011-001856-12-CZ,University Hospital Motol,NA,NA,hospital,accepted
2011-001858-28-DK,Cancer Trials Ireland,NA,NA,unknown,accepted
2011-001859-36-HU,Meditop Pharmaceuticals Co.,NA,NA,industry,accepted
2011-001862-16-GB,University Hospitals Bristol and Weston NHS Foundation Trust,NA,NA,hospital,accepted
2011-001863-39-AT,Roche,Roche,Roche,industry,accepted
