raw_sponsor,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status,match_score,match_source,match_reason,suggested_clean,n_trials
Fundacin Fernndez-Cruz,Fundacin Fernndez-Cruz,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'fundacin fernndez-cruz' → 'Fundacin Fernndez-Cruz',Fundacin Fernndez-Cruz,1
FUNDACION HOSPITAL  NACIONAL DE PARAPLEJICOS PARA LA INVESTIGACIN Y LA INTEGRACIN,Fundación del Hospital Nacional de Parapléjicos para la Investigación y la Integración,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'fundacion hospital nacional de paraplejicos para la investigacin y la integracin' → 'Fundación del Hospital Nacional de Parapléjicos para la Investigación y la Integración',Fundación del Hospital Nacional de Parapléjicos para la Investigación y la Integración,1
Sanaria Inc.,Sanaria,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'sanaria inc' → 'Sanaria',Sanaria,1
"Helse Bergen, Haukeland University Hospital","Helse Bergen, Haukeland University Hospital",NA,NA,hospital,accepted,95,final_family_map,"entity-family match: helse bergen haukeland hospital → 'Helse Bergen, Haukeland University Hospital'","Helse Bergen, Haukeland University Hospital",1
Weber  Weber GmbH  Co. KG,Weber & Weber,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'weber weber gmbh co kg' → 'Weber & Weber',Weber & Weber,1
"Academic Medical Center, Neurosurgery",Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,hospital,accepted,98,manual,alias match: 'academic medical center' → 'Amsterdam UMC',Amsterdam UMC,1
Medical Research Council / Kings College London,Medical Research Council / Kings College London,NA,NA,academic,accepted,100,combined_preserved,combined multi-entity sponsor preserved without sub-entity collapse,Medical Research Council / Kings College London,1
Vstra Gtaland,Västra Götaland,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'vstra gtaland' → 'Västra Götaland',Västra Götaland,1
FUNDACIN CANARIA DE INVESTIGACIN Y SALUD FUNCIS,Fundacin Canaria de Investigacin y Salud,NA,NA,unknown,accepted,100,containment:llm_reviewed,alias containment: 'fundacin canaria de investigacin y salud' → 'Fundacin Canaria de Investigacin y Salud',Fundacin Canaria de Investigacin y Salud,1
"Laboratorios del Dr. Esteve, S.A.",Laboratorios del Dr. Esteve,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'laboratorios del dr esteve s a' → 'Laboratorios del Dr. Esteve',Laboratorios del Dr. Esteve,1
Laboratorios del Dr. Esteve. S.A.,Laboratorios del Dr. Esteve,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'laboratorios del dr esteve s a' → 'Laboratorios del Dr. Esteve',Laboratorios del Dr. Esteve,1
"Cancer Prevention Pharmaceuticals, Inc.",Cancer Prevention Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'cancer prevention pharmaceuticals inc' → 'Cancer Prevention Pharmaceuticals',Cancer Prevention Pharmaceuticals,1
Frederiksberg University Hospital,Frederiksberg Hospital,NA,NA,hospital,accepted,95,final_family_map,entity-family match: frederiksberg hospital → 'Frederiksberg Hospital',Frederiksberg Hospital,1
Stichting Antoni van Leeuwenhoek Ziekenhuis,Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis,NA,NA,hospital,accepted,100,containment:llm_reviewed,alias containment: 'antoni van leeuwenhoek ziekenhuis' → 'Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis',Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis,1
VIROPHARMA Incorporated,ViroPharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'viropharma incorporated' → 'ViroPharma',ViroPharma,1
"Dept. of Anesthesiology and Intensive Care, Charit - Campus Benjamin Franklin",NA,NA,NA,unknown,unknown,0,NA,generic department label without parent institution,Dept Of Anesthesiology And Intensive Care Charit - Campus Benjamin Franklin,1
"Department off Infectious Diseases, Aarhus University Hospital Skejby, Denmark",Aarhus University Hospital,Aarhus University Hospital,Aarhus University Hospital,hospital,accepted,99,manual,alias match: 'department off infectious diseases aarhus university hospital skejby denmark' → 'Aarhus University Hospital',Aarhus University Hospital,1
Eero Pesonen,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Eero Pesonen,1
Per Lindner,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Per Lindner,1
GIOM - Gruppo Italiano Oncologia Nefrologica,GIOM - Gruppo Italiano Oncologia Nefrologica,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'giom - gruppo italiano oncologia nefrologica' → 'GIOM - Gruppo Italiano Oncologia Nefrologica',GIOM - Gruppo Italiano Oncologia Nefrologica,1
Afdeling Klinische Neuropsychologie Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,NA,NA,unknown,accepted,99,manual,alias match: 'afdeling klinische neuropsychologie vrije universiteit amsterdam' → 'Vrije Universiteit Amsterdam',Vrije Universiteit Amsterdam,1
Juan Crdoba,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Juan Crdoba,1
Prof. Per Soelberg Srensen,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Prof Per Soelberg Srensen,1
GlaxoSmithKline Research and Devlopment Ltd,GSK,GSK,GSK,industry,accepted,96,manual,alias match: 'glaxosmithkline' → 'GSK',GSK,1
Vstra Gtalandregionen VGR / Vstra Gtalandregionen,Västra Götalandsregionen,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'vstra gtalandregionen vgr / vstra gtalandregionen' → 'Västra Götalandsregionen',Västra Götalandsregionen,1
Aarhus University Hospital / North Estonia Medical Centre Foundation,Aarhus University Hospital / North Estonia Medical Centre Foundation,NA,NA,hospital,accepted,100,combined_preserved,combined multi-entity sponsor preserved without sub-entity collapse,Aarhus University Hospital / North Estonia Medical Centre Foundation,1
East and North Hertfordshire NHS Trust / University of Hertfordshire,East and North Hertfordshire NHS Trust,NA,NA,hospital,accepted,95,final_family_map,entity-family match: east north hertfordshire trust|hertfordshire university → 'East and North Hertfordshire NHS Trust',East and North Hertfordshire NHS Trust,1
"Medizinische Universitt Wien, Klinische Abteilung fr Nephrologie und Dialyse, Universittsklinik fr Innere Medizin 3",Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,hospital,accepted,97,manual,alias match: 'medizinische universitt wien' → 'Medical University Of Vienna',Medical University Of Vienna,1
FinnBladder,FinnBladder,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'finnbladder' → 'FinnBladder',FinnBladder,1
InterMune International AG.,InterMune,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'intermune international ag' → 'InterMune',InterMune,1
UZBrussel,UZ Brussel,UZ Brussel,UZ Brussel,hospital,accepted,99,manual,alias match: 'uzbrussel' → 'UZ Brussel',UZ Brussel,1
"Signe H. stoft, Diabetes Research Division",NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Signe H Stoft Diabetes Research Division,1
Royal Sussex County Hospital,Royal Group Hospitals Trust,NA,NA,hospital,accepted,95,final_family_map,entity-family match: royal sussex county hospital → 'Royal Group Hospitals Trust',Royal Group Hospitals Trust,1
Lapland Hospital District/ Lapland Central Hospital,Lapland Central Hospital,NA,NA,hospital,accepted,97,llm_reviewed,alias match: 'lapland central hospital' → 'Lapland Central Hospital',Lapland Central Hospital,1
Berufsverband der niedergelassenen gynkologischen Onkologen in Deutschland e.V. BNGO e.V.,Interessenverband zur Qualitätssicherung der Arbeit niedergelassener Uro-Onkologen in Deutschland IQUO e.V.,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'berufsverband der niedergelassenen gynkologischen onkologen in deutschland e v bngo e v' → 'Interessenverband zur Qualitätssicherung der Arbeit niedergelassener Uro-Onkologen in Deutschland IQUO e.V.',Interessenverband zur Qualitätssicherung der Arbeit niedergelassener Uro-Onkologen in Deutschland IQUO e.V.,1
Annadalstichting,Annadalstichting,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'annadalstichting' → 'Annadalstichting',Annadalstichting,1
"Landeshauptstadt Stuttgart, represented by the Executive Medical Director Klinikum Stuttgart",Klinikum Stuttgart,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'landeshauptstadt stuttgart represented by the executive medical director klinikum stuttgart' → 'Klinikum Stuttgart',Klinikum Stuttgart,1
Synta Pharmaceuticals Corp,Synta Pharmaceutical,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'synta pharmaceuticals corp' → 'Synta Pharmaceutical',Synta Pharmaceutical,1
Association hospitalire CHU BRUGMANN,CHU Brugmann,NA,NA,hospital,accepted,95,final_family_map,entity-family match: association hospitalire brugmann hospital → 'CHU Brugmann',CHU Brugmann,1
F. HoffmannLa Roche Ltd,Roche,Roche,Roche,industry,accepted,99,llm_reviewed,alias match: 'f hoffmannla roche ltd' → 'Roche',Roche,1
BRISTOL-MYERS SQUIBB INTERNATIONAL CORPORATION,BMS,Bristol-Myers Squibb,BMS,industry,accepted,99,manual,alias match: 'bristol-myers squibb international corporation' → 'BMS',BMS,1
ICORG the all-Ireland Cooperative Oncology Research Group,ICORG,NA,NA,unknown,accepted,96,llm_reviewed,alias match: 'icorg' → 'ICORG',ICORG,1
"Dept of Neurology, Ume University Hospital, Ume, Sweden",Ume University,NA,NA,hospital,accepted,95,final_family_map,entity-family match: neurology ume hospital → 'Ume University',Ume University,1
Cytheris S.A.,Cytheris,NA,NA,unknown,accepted,98,llm_reviewed,alias match: 'cytheris' → 'Cytheris',Cytheris,1
Helsinki Universiy Central Hospital,University of Helsinki,NA,NA,hospital,accepted,95,final_family_map,entity-family match: helsinki universiy central hospital → 'University of Helsinki',University of Helsinki,1
Johanna Hstbacka,Johanna Hstbacka,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'johanna hstbacka' → 'Johanna Hstbacka',Johanna Hstbacka,1
ICORG-the All Ireland Co-operative Oncology Research Group,All-Ireland Cooperative Oncology Research Group,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'icorg-the all ireland co-operative oncology research group' → 'All-Ireland Cooperative Oncology Research Group',All-Ireland Cooperative Oncology Research Group,1
Grupo Gallego de Investigacin en Tumores  Digestivos  - GITuD,Grupo Gallego de Investigación en Tumores Digestivos - GITuD,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'grupo gallego de investigacin en tumores digestivos - gitud' → 'Grupo Gallego de Investigación en Tumores Digestivos - GITuD',Grupo Gallego de Investigación en Tumores Digestivos - GITuD,1
NeuroVive Pharmaceutical AB,NeuroVive Pharmaceutical,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'neurovive pharmaceutical ab' → 'NeuroVive Pharmaceutical',NeuroVive Pharmaceutical,1
Kuopion yliopistollinen sairaala/silmtautien poliklinikka,Kuopio University Hospital,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'kuopion yliopistollinen sairaala/silmtautien poliklinikka' → 'Kuopio University Hospital',Kuopio University Hospital,1
Jess Villar Hernndez,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Jess Villar Hernndez,1
Forschungszentrum Jlich GmbH,Forschungszentrum Jülich,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'forschungszentrum jlich gmbh' → 'Forschungszentrum Jülich',Forschungszentrum Jülich,1
"Direction de la recherche clinique du centre hospitalier universitaire de Tours, Bretonneau",CHRU de Tours,NA,NA,hospital,accepted,95,final_family_map,entity-family match: direction tours bretonneau hospital → 'CHRU de Tours',CHRU de Tours,1
FUNDACION INVESTIGACION BIOMEDICA HOSPITAL UNIVERSITARIO LA PRINCESA,Hospital Universitario La Princesa,NA,NA,hospital,accepted,98,llm_reviewed,alias match: 'hospital universitario la princesa' → 'Hospital Universitario La Princesa',Hospital Universitario La Princesa,1
"Hospital Virgen de la Salud, Toledo Spain.","Hospital Virgen de la Salud, Toledo",NA,NA,hospital,accepted,99,llm_reviewed,"alias match: 'hospital virgen de la salud toledo spain' → 'Hospital Virgen de la Salud, Toledo'","Hospital Virgen de la Salud, Toledo",1
University Hospital of North Staffordshire / Keele University,University Hospital of North Staffordshire / Keele University,NA,NA,hospital,accepted,100,combined_preserved,combined multi-entity sponsor preserved without sub-entity collapse,University Hospital of North Staffordshire / Keele University,1
"OraPharma, Inc.",OraPharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'orapharma inc' → 'OraPharma',OraPharma,1
Isala Klinieken Zwolle,Isala,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'isala klinieken zwolle' → 'Isala',Isala,1
"THERACLONE SCIENCES, INC.",Theraclone Sciences,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'theraclone sciences inc' → 'Theraclone Sciences',Theraclone Sciences,1
Unidad de Gestin Clnica de Endocrinologa y Nutricin,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Unidad De Gestin Clnica De Endocrinologa Y Nutricin,1
"Argos Therapeutics, Inc.",Argos Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'argos therapeutics inc' → 'Argos Therapeutics',Argos Therapeutics,1
Hospital of the Ludwig-Maximilians-University of Munich,Klinikum Der Universitat Munchen AöR,NA,NA,hospital,accepted,95,final_family_map,entity-family match: ludwig maximilians munich hospital → 'Klinikum Der Universitat Munchen AöR',Klinikum Der Universitat Munchen AöR,1
National and Kapodostrian University of Athens,National and Capodistrian University of Athens,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'national and kapodostrian university of athens' → 'National and Capodistrian University of Athens',National and Capodistrian University of Athens,1
University of Liverpool / Royal Liverpool and Broadgreen Hospitals NHS Trust,University of Liverpool,NA,NA,academic,accepted,95,final_family_map,entity-family match: liverpool royal broadgreen hospital|liverpool university → 'University of Liverpool',University of Liverpool,1
NOVINTETHICAL PHARMA SAGL,Novintethical Pharma SAGL,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'novintethical pharma sagl' → 'Novintethical Pharma SAGL',Novintethical Pharma SAGL,1
Elro Pharma,Elro Pharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'elro pharma' → 'Elro Pharma',Elro Pharma,1
The Swedish AML Group,The Swedish AML Group,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'the swedish aml group' → 'The Swedish AML Group',The Swedish AML Group,1
Anni Ravnbek Jensen,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Anni Ravnbek Jensen,1
Gateshead Health NHS Trust Research  Development,Gateshead Health NHS Trust,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'gateshead health nhs trust research development' → 'Gateshead Health NHS Trust',Gateshead Health NHS Trust,1
Augenklinik Universitaetsallee,Augenklinik Universitaetsallee,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'augenklinik universitaetsallee' → 'Augenklinik Universitaetsallee',Augenklinik Universitaetsallee,1
IRCCS FONDAZIONE ISTITUTO NEUROLOGICO C. MONDINO,Fondazione IRCCS Istituto Neurologico C. Mondino,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'irccs fondazione istituto neurologico c mondino' → 'Fondazione IRCCS Istituto Neurologico C. Mondino',Fondazione IRCCS Istituto Neurologico C. Mondino,1
"A.I.Virtanen Insitute, University of Kuopio",University of Eastern Finland,NA,NA,unknown,accepted,98,llm_reviewed,alias match: 'university of kuopio' → 'University of Eastern Finland',University of Eastern Finland,1
"Helse Bergen HF, Haukeland University Hospital","Helse Bergen, Haukeland University Hospital",NA,NA,hospital,accepted,95,final_family_map,"entity-family match: helse bergen haukeland hospital → 'Helse Bergen, Haukeland University Hospital'","Helse Bergen, Haukeland University Hospital",1
Fundacin para Formacin e Investigacin Sanitaria,Fundación para la Formación e Investigación Sanitarias de la Región de Murcia,NA,NA,foundation,accepted,99,llm_reviewed,alias match: 'fundacin para formacin e investigacin sanitaria' → 'Fundación para la Formación e Investigación Sanitarias de la Región de Murcia',Fundación para la Formación e Investigación Sanitarias de la Región de Murcia,1
Hospital of Goethe-Universitiy,Goethe-Universität Frankfurt am Main,NA,NA,academic,accepted,99,llm_reviewed,alias match: 'hospital of goethe-universitiy' → 'Goethe-Universität Frankfurt am Main',Goethe-Universität Frankfurt am Main,1
"Kuopio University Hospital, Clinic of Internal Medicine/Center of Medicine","Kuopio University Hospital, Clinic of Internal Medicine/Center of Medicine",NA,NA,hospital,accepted,100,combined_preserved,combined multi-entity sponsor preserved without sub-entity collapse,"Kuopio University Hospital, Clinic of Internal Medicine/Center of Medicine",1
