raw_sponsor,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status,match_score,match_source,match_reason,suggested_clean,n_trials
Novartis Farmaceutica SA,Novartis,Novartis,Novartis,industry,accepted,97,manual,alias match: 'novartis' → 'Novartis',Novartis,1
University Hospital Hvidovre,Hvidovre Hospital,NA,NA,hospital,accepted,95,final_family_map,entity-family match: hvidovre hospital → 'Hvidovre Hospital',Hvidovre Hospital,1
Thrombotech Ltd.,Thrombotech,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'thrombotech ltd' → 'Thrombotech',Thrombotech,1
Parque Cientfico de la Universidad de Valladolid,Parque Cientfico de la Universidad de Valladolid,NA,NA,academic,accepted,99,llm_reviewed,alias match: 'parque cientfico de la universidad de valladolid' → 'Parque Cientfico de la Universidad de Valladolid',Parque Cientfico de la Universidad de Valladolid,1
G.I.M.EM.A.Gruppo Italiano Malattie Ematologiche dellAdulto,G.I.M.E.M.A. Gruppo Italiano Malattie Ematologiche dell'Adulto,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'g i m em a gruppo italiano malattie ematologiche delladulto' → 'G.I.M.E.M.A. Gruppo Italiano Malattie Ematologiche dell'Adulto',G.I.M.E.M.A. Gruppo Italiano Malattie Ematologiche dell'Adulto,1
National and Kapodistrial University of Athens,National and Capodistrian University of Athens,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'national and kapodistrial university of athens' → 'National and Capodistrian University of Athens',National and Capodistrian University of Athens,1
Vasa HVC,Vasa HVC,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'vasa hvc' → 'Vasa HVC',Vasa HVC,1
"Ambulance Service, Stockholm City Council",Stockholms Läns Landsting,NA,NA,public_body,accepted,99,llm_reviewed,alias match: 'ambulance service stockholm city council' → 'Stockholms Läns Landsting',Stockholms Läns Landsting,1
Professor Joergen Berg Dahl,Professor Joergen Berg Dahl,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'professor joergen berg dahl' → 'Professor Joergen Berg Dahl',Professor Joergen Berg Dahl,1
Guillem Cuatrecasas Cambra,Guillem Cuatrecasas Cambra,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'guillem cuatrecasas cambra' → 'Guillem Cuatrecasas Cambra',Guillem Cuatrecasas Cambra,1
Dr Josep Ordi Ros,Dr. Gerhard Mann chem.-pharm. Fabrik GmbH,NA,NA,unknown,accepted,97,llm_reviewed,alias match: 'dr' → 'Dr. Gerhard Mann chem.-pharm. Fabrik GmbH',Dr. Gerhard Mann chem.-pharm. Fabrik GmbH,1
Steen Bendix Haugaard,Steen Bendix Haugaard,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'steen bendix haugaard' → 'Steen Bendix Haugaard',Steen Bendix Haugaard,1
Ambit BioSciences Corporation,Ambit Biosciences,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ambit biosciences corporation' → 'Ambit Biosciences',Ambit Biosciences,1
The Nordic Myeloproliferative Neoplasm Group,The Nordic Myeloproliferative Neoplasm Group,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'the nordic myeloproliferative neoplasm group' → 'The Nordic Myeloproliferative Neoplasm Group',The Nordic Myeloproliferative Neoplasm Group,1
lski Uniwersytet Medyczny w Katowicach,Śląski Uniwersytet Medyczny w Katowicach,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'lski uniwersytet medyczny w katowicach' → 'Śląski Uniwersytet Medyczny w Katowicach',Śląski Uniwersytet Medyczny w Katowicach,1
University of Tampere,University of Tampere,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'university of tampere' → 'University of Tampere',University of Tampere,1
Dept of Renal medicine,Dept of Renal medicine,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'dept of renal medicine' → 'Dept of Renal medicine',Dept of Renal medicine,1
AKH Linz,AKH Linz,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'akh linz' → 'AKH Linz',AKH Linz,1
"University Hospital, Grenoble",CHU de Grenoble,NA,NA,hospital,accepted,94,ctis_businesskey,alias match: 'university hospital grenoble' → 'CHU de Grenoble',CHU de Grenoble,1
"Med. Univ. Wien, Universittsklinik fr Kinder- und Jugendheilkunde",Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,hospital,accepted,98,manual,alias match: 'med univ wien' → 'Medical University Of Vienna',Medical University Of Vienna,1
UZBrussel Department of Anesthesiology and Perioperative Medicine Acute and Chronic Pain Therapy,UZ Brussel,UZ Brussel,UZ Brussel,hospital,accepted,98,manual,alias match: 'uzbrussel' → 'UZ Brussel',UZ Brussel,1
PeP-Tronic Medical AB,PeP-Tonic Medical,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'pep-tronic medical ab' → 'PeP-Tonic Medical',PeP-Tonic Medical,1
Reckitt Benckiser Healthcare UK Ltd.,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,industry,accepted,99,manual,alias match: 'reckitt benckiser healthcare uk ltd' → 'Reckitt Benckiser Healthcare',Reckitt Benckiser Healthcare,1
Kell Osterlind,Kell Osterlind,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'kell osterlind' → 'Kell Osterlind',Kell Osterlind,1
"Med. Univ. Wien, Univ. Klinik fr Radiodiagnostik",Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,hospital,accepted,97,manual,alias match: 'med univ wien' → 'Medical University Of Vienna',Medical University Of Vienna,1
Mona R Gtke,Mona R Gtke,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'mona r gtke' → 'Mona R Gtke',Mona R Gtke,1
Diakonhjemmet hospital,Diakonhjemmet Hospital AS,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'diakonhjemmet hospital' → 'Diakonhjemmet Hospital AS',Diakonhjemmet Hospital AS,1
Grethe Andersen,Grete Andersen,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'grethe andersen' → 'Grete Andersen',Grete Andersen,1
Australian Sarcoma Group ASSG,Australian Sarcoma Group ASSG,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'australian sarcoma group assg' → 'Australian Sarcoma Group ASSG',Australian Sarcoma Group ASSG,1
"QUEEN MARY, UNIVERSITY OF LONDON",Queen Mary University of London,Queen Mary University of London,Queen Mary University of London,academic,accepted,99,llm_reviewed,alias match: 'queen mary university of london' → 'Queen Mary University of London',Queen Mary University of London,1
"Genzyme Corporation, a Sanofi company",Genzyme,Sanofi,Sanofi,industry,accepted,96,manual,alias match: 'genzyme' → 'Genzyme',Genzyme,1
"Allergie-Centrum-Charit, Charit - Universittsmedizin Berlin",Allergie-Centrum-Charité,NA,NA,hospital,accepted,98,manual,alias match: 'allergie-centrum-charit' → 'Allergie-Centrum-Charité',Allergie-Centrum-Charité,1
"LUMC, Department Infection Disease",NA,NA,NA,unknown,unknown,0,NA,generic department label without parent institution,Lumc,1
PROMO INTERNATIONAL SRL,Promo International,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'promo international srl' → 'Promo International',Promo International,1
"GlaxoSmithKline, LLC",GSK,GSK,GSK,industry,accepted,98,manual,alias match: 'glaxosmithkline' → 'GSK',GSK,1
Lennart Svensson Linkping University Medical Faculty,Lennart Svensson Linkping University Medical Faculty,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'lennart svensson linkping university medical faculty' → 'Lennart Svensson Linkping University Medical Faculty',Lennart Svensson Linkping University Medical Faculty,1
"Aarhus University Hospital, Department of Endocrinology and Internal Diseases",Aarhus University Hospital,Aarhus University Hospital,Aarhus University Hospital,hospital,accepted,98,manual,alias match: 'aarhus university hospital' → 'Aarhus University Hospital',Aarhus University Hospital,1
Hospital Universitario Infanta Cristina,Hospital Universitario Infanta Cristina,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'hospital universitario infanta cristina' → 'Hospital Universitario Infanta Cristina',Hospital Universitario Infanta Cristina,1
Fundacin para la Investigacin Biomedica del Hospital 12 de Octubre,Fundación para la Investigación Biomédica Hospital Universitario 12 de Octubre,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'fundacin para la investigacin biomedica del hospital 12 de octubre' → 'Fundación para la Investigación Biomédica Hospital Universitario 12 de Octubre',Fundación para la Investigación Biomédica Hospital Universitario 12 de Octubre,1
Sanofi aventis Groupe,Sanofi,Sanofi,Sanofi,industry,accepted,98,manual,alias match: 'sanofi' → 'Sanofi',Sanofi,1
Asociacin Colaboracin Cochrane Iberoamericana,Asociacin Colaboracin Cochrane Iberoamericana,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'asociacin colaboracin cochrane iberoamericana' → 'Asociacin Colaboracin Cochrane Iberoamericana',Asociacin Colaboracin Cochrane Iberoamericana,1
Research and Development Department,Research and Development department,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'research and development department' → 'Research and Development department',Research and Development department,1
TETEC  Tissue Engineering Technologies  AG,TETEC Tissue Engineering Technologies,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'tetec tissue engineering technologies ag' → 'TETEC Tissue Engineering Technologies',TETEC Tissue Engineering Technologies,1
CHU de Rennes Rennes University Hospital Centre,CHU de Rennes,NA,NA,hospital,accepted,97,manual,alias match: 'chu de rennes' → 'CHU de Rennes',CHU de Rennes,1
Unitat de Recerca en Pediatria Nutrici i Desenvolupament Hum,Unitat de Recerca en Pediatria Nutrici i Desenvolupament Hum,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'unitat de recerca en pediatria nutrici i desenvolupament hum' → 'Unitat de Recerca en Pediatria Nutrici i Desenvolupament Hum',Unitat de Recerca en Pediatria Nutrici i Desenvolupament Hum,1
Hospics Civils de Lyon,Hospices Civils de Lyon,Hospices Civils de Lyon,Hospices Civils de Lyon,hospital,accepted,99,llm_reviewed,alias match: 'hospics civils de lyon' → 'Hospices Civils de Lyon',Hospices Civils de Lyon,1
ASOCIACIN INSTITUTO BIODONOSTIA,Asociacion Instituto Biogipuzkoa,NA,NA,unknown,accepted,95,final_family_map,entity-family match: asociacin biodonostia institute → 'Asociacion Instituto Biogipuzkoa',Asociacion Instituto Biogipuzkoa,1
CLINICAL PHARMACOLOGY SPANISH SOCIETY,NA,NA,NA,unknown,unknown,0,NA,generic department label without parent institution,Clinical,1
Array BioPharma Inc. a wholly owned subsidiary of Pfizer Inc,Array BioPharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'array biopharma inc a wholly owned subsidiary of pfizer inc' → 'Array BioPharma',Array BioPharma,1
Aziende Chimiche Riunite Angelini Francesco - ACRAF S.p.A.,A.C.R.A.F.,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'aziende chimiche riunite angelini francesco - acraf s p a' → 'A.C.R.A.F.',A.C.R.A.F.,1
Servicio de Endocrinologia y Nutricion. Hospital Universitari Bellvitge,Hospital Universitari de Bellvitge - IDIBELL,NA,NA,hospital,accepted,95,final_family_map,entity-family match: servicio endocrinologia nutricion universitari bellvitge hospital → 'Hospital Universitari de Bellvitge - IDIBELL',Hospital Universitari de Bellvitge - IDIBELL,1
Servicio de Farmacia. Hospital Universitari de Bellvitge,Hospital Universitari de Bellvitge - IDIBELL,NA,NA,hospital,accepted,95,final_family_map,entity-family match: servicio farmacia universitari bellvitge hospital → 'Hospital Universitari de Bellvitge - IDIBELL',Hospital Universitari de Bellvitge - IDIBELL,1
G. L. Pharma GmbH,G. L. Pharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'g l pharma gmbh' → 'G. L. Pharma',G. L. Pharma,1
Association Hospitalire CHU Brugmann,CHU Brugmann,NA,NA,hospital,accepted,95,final_family_map,entity-family match: association hospitalire brugmann hospital → 'CHU Brugmann',CHU Brugmann,1
TACL,TACL,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'tacl' → 'TACL',TACL,1
Abbott Laboratories Ireland Limited,Abbott,Abbott,Abbott,industry,accepted,99,llm_reviewed,alias match: 'abbott laboratories ireland limited' → 'Abbott',Abbott,1
"Pfizer Inc.  235 East 42nd Street, New York, NY 10017",Pfizer,Pfizer,Pfizer,industry,accepted,96,manual,alias match: 'pfizer' → 'Pfizer',Pfizer,1
Unidad de VIH. Servicio de Enfermedades Infecciosas. Hospital de Bellvitge,Hospital Universitari de Bellvitge - IDIBELL,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'unidad de vih servicio de enfermedades infecciosas hospital de bellvitge' → 'Hospital Universitari de Bellvitge - IDIBELL',Hospital Universitari de Bellvitge - IDIBELL,1
Mnica Saldaa Valderas,Mnica Saldaa Valderas,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'mnica saldaa valderas' → 'Mnica Saldaa Valderas',Mnica Saldaa Valderas,1
Bispeberg Hospital,Bispebjerg Hospital,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'bispeberg hospital' → 'Bispebjerg Hospital',Bispebjerg Hospital,1
Astellas Pharma Global Development,Astellas Pharma,Astellas Pharma,Astellas Pharma,industry,accepted,95,manual,alias match: 'astellas pharma' → 'Astellas Pharma',Astellas Pharma,1
GE Healthcare Ltd and its affiliates,GE Healthcare,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ge healthcare ltd and its affiliates' → 'GE Healthcare',GE Healthcare,1
The University of Birmingham / Heart of England NHS Foundation Trust,University of Birmingham,University Of Birmingham,University Of Birmingham,academic,accepted,99,llm_reviewed,alias match: 'the university of birmingham / heart of england nhs foundation trust' → 'University of Birmingham',University of Birmingham,1
"TiGenix, S.A. Unipersonal",TiGenix,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'tigenix s a unipersonal' → 'TiGenix',TiGenix,1
"Celldex Therapeutics, Inc",Celldex Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'celldex therapeutics inc' → 'Celldex Therapeutics',Celldex Therapeutics,1
"SOLTI Grupo Espaol de Estudio, Tratamiento y Otras Estrategias Experimentales en Tumores Slidos",SOLTI,NA,NA,unknown,accepted,97,llm_reviewed,alias match: 'solti' → 'SOLTI',SOLTI,1
Maria Fernanda Pedrero Escalas,Maria Fernanda Pedrero Escalas,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'maria fernanda pedrero escalas' → 'Maria Fernanda Pedrero Escalas',Maria Fernanda Pedrero Escalas,1
Tartu likooli kardioloogiakliinik,Tartu likooli kardioloogiakliinik,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'tartu likooli kardioloogiakliinik' → 'Tartu likooli kardioloogiakliinik',Tartu likooli kardioloogiakliinik,1
FUNDACION PARA LA INVESTIGACION BIOMEDICA DEL HOSPITAL UNIVERSITARIO NIO JESUS,Fundación para la Investigación Biomédica Hospital Universitario Niño Jesús,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'fundacion para la investigacion biomedica del hospital universitario nio jesus' → 'Fundación para la Investigación Biomédica Hospital Universitario Niño Jesús',Fundación para la Investigación Biomédica Hospital Universitario Niño Jesús,1
Nstved hospital,Næstved Sygehus,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'nstved hospital' → 'Næstved Sygehus',Næstved Sygehus,1
AURORA PUJOL ONOFRE,Aurora Pujol Onofre,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'aurora pujol onofre' → 'Aurora Pujol Onofre',Aurora Pujol Onofre,1
Research and Development department,Research and Development department,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'research and development department' → 'Research and Development department',Research and Development department,1
PASCOE Pharmazeutische Prparate GmbH,Pascoe pharmazeutische Präparate,NA,NA,industry,accepted,99,manual,alias match: 'pascoe pharmazeutische prparate gmbh' → 'Pascoe pharmazeutische Präparate',Pascoe pharmazeutische Präparate,1
"ZIOPHARM Oncology, Inc.",ZIOPHARM Oncology,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ziopharm oncology inc' → 'ZIOPHARM Oncology',ZIOPHARM Oncology,1
"RD, Barts and The London NHS Trust",Barts and The London NHS Trust,NA,NA,hospital,accepted,95,final_family_map,entity-family match: barts london trust → 'Barts and The London NHS Trust',Barts and The London NHS Trust,1
Endocrinology and Nutrition Unit. Hospital Universitari Bellvitge.,Hospital Universitari de Bellvitge - IDIBELL,NA,NA,hospital,accepted,95,final_family_map,entity-family match: endocrinology nutrition universitari bellvitge hospital → 'Hospital Universitari de Bellvitge - IDIBELL',Hospital Universitari de Bellvitge - IDIBELL,1
JOSE LUIS MONTERO ALVAREZ,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Jose Luis Montero Alvarez,1
Sknes universitetssjukhus,Skåne University Hospital,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'sknes universitetssjukhus' → 'Skåne University Hospital',Skåne University Hospital,1
Cristina Daz de Heredia Rubio,Cristina Daz de Heredia Rubio,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'cristina daz de heredia rubio' → 'Cristina Daz de Heredia Rubio',Cristina Daz de Heredia Rubio,1
Proreo Pharma Innovation AG,Proreo Pharma Innovation,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'proreo pharma innovation ag' → 'Proreo Pharma Innovation',Proreo Pharma Innovation,1
Ove B. Schaffalitzky de Muckadell,Ove B. Schaffalitzky de Muckadell,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ove b schaffalitzky de muckadell' → 'Ove B. Schaffalitzky de Muckadell',Ove B. Schaffalitzky de Muckadell,1
Psykiatrisk Center Ballerup,Psykiatrisk Center Ballerup,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'psykiatrisk center ballerup' → 'Psykiatrisk Center Ballerup',Psykiatrisk Center Ballerup,1
Accord Healthcare Ltd.,Accord Healthcare,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'accord healthcare ltd' → 'Accord Healthcare',Accord Healthcare,1
Linkping University Hospital,University Hospital of Linköping,NA,NA,hospital,accepted,95,final_family_map,entity-family match: linkping hospital → 'University Hospital of Linköping',University Hospital of Linköping,1
EANM Forschungs GmbH / EANM Research Ltd.,EANM Forschungs GmbH / EANM Research,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'eanm forschungs gmbh / eanm research ltd' → 'EANM Forschungs GmbH / EANM Research',EANM Forschungs GmbH / EANM Research,1
Seccin de Digestivo. Hospital Comarcal de Laredo,Seccin de Digestivo. Hospital Comarcal de Laredo,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'seccin de digestivo hospital comarcal de laredo' → 'Seccin de Digestivo. Hospital Comarcal de Laredo',Seccin de Digestivo. Hospital Comarcal de Laredo,1
THERAVECTYS,THERAVECTYS,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'theravectys' → 'THERAVECTYS',THERAVECTYS,1
CHU  - Hpitaux de Rouen,CHU de Rouen,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'chu - hpitaux de rouen' → 'CHU de Rouen',CHU de Rouen,1
"Cardiff University, Research  Development Commercial Department",Cardiff University,NA,NA,academic,accepted,95,final_family_map,entity-family match: cardiff development commercial university → 'Cardiff University',Cardiff University,1
Institut de Recerca Hospital de la Sant Creu i Sant Pau,Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'institut de recerca hospital de la sant creu i sant pau' → 'Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau - IIB Sant Pau',Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,1
"Copenhagen University Hospital Rigshospitalet, The Heart Center - Department of Thoracic Surgery",Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted,99,llm_reviewed,alias match: 'copenhagen university hospital rigshospitalet the heart center - department of thoracic surgery' → 'Rigshospitalet',Rigshospitalet,1
"Medizinische Universitt Graz, Kl. Abteilung fr Endokrinologie und Stoffwechsel",Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,hospital,accepted,97,manual,alias match: 'medizinische universitt graz' → 'Medical University Of Graz',Medical University Of Graz,1
"University Hospital Frankfurt, Goethe University",Goethe-Universität Frankfurt am Main,NA,NA,academic,accepted,99,llm_reviewed,alias match: 'university hospital frankfurt goethe university' → 'Goethe-Universität Frankfurt am Main',Goethe-Universität Frankfurt am Main,1
Foro Andaluz para el Estudio de Tumores Torcicos FAETT,Foro Andaluz para el Estudio de Tumores Torcicos FAETT,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'foro andaluz para el estudio de tumores torcicos faett' → 'Foro Andaluz para el Estudio de Tumores Torcicos FAETT',Foro Andaluz para el Estudio de Tumores Torcicos FAETT,1
Pedro Villarejo CamposHospital Universitario Ciudad Real,Pedro Villarejo CamposHospital Universitario Ciudad Real,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'pedro villarejo camposhospital universitario ciudad real' → 'Pedro Villarejo CamposHospital Universitario Ciudad Real',Pedro Villarejo CamposHospital Universitario Ciudad Real,1
Istituto di ricerche farmacologiche Mario Negri,Istituto Di Ricerche Farmacologiche Mario Negri,NA,NA,academic,accepted,95,final_family_map,entity-family match: ricerche farmacologiche mario negri institute → 'Istituto Di Ricerche Farmacologiche Mario Negri',Istituto Di Ricerche Farmacologiche Mario Negri,1
Immanuel Krankenhaus Berlin,Immanuel Krankenhaus Berlin,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'immanuel krankenhaus berlin' → 'Immanuel Krankenhaus Berlin',Immanuel Krankenhaus Berlin,1
"Lithuanian University of Health Sciences, Endocrinology Department",Lithuanian University of Health Sciences,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'lithuanian university of health sciences endocrinology department' → 'Lithuanian University of Health Sciences',Lithuanian University of Health Sciences,1
Zentiva k.s. Prague,Zentiva a.s.,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'zentiva k s prague' → 'Zentiva a.s.',Zentiva a.s.,1
OMNIVISION,OmniVision,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'omnivision' → 'OmniVision',OmniVision,1
FUNDACION INVESTIGACION BIOMEDICA HOSPITAL NINO JESUS,Fundación para la Investigación Biomédica Hospital Universitario Niño Jesús,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'fundacion investigacion biomedica hospital nino jesus' → 'Fundación para la Investigación Biomédica Hospital Universitario Niño Jesús',Fundación para la Investigación Biomédica Hospital Universitario Niño Jesús,1
THERANOR sprl,THERANOR sprl,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'theranor sprl' → 'THERANOR sprl',THERANOR sprl,1
University of Liverpool / Walton Centre NHS Foundation Trust,University of Liverpool,NA,NA,academic,accepted,99,llm_reviewed,alias match: 'university of liverpool / walton centre nhs foundation trust' → 'University of Liverpool',University of Liverpool,1
AB ANALITICA SRL,Ab Analitica,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ab analitica srl' → 'Ab Analitica',Ab Analitica,1
Nordmark Arzneimittel GmbH  Co. KG,Nordmark Arzneimittel,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'nordmark arzneimittel gmbh co kg' → 'Nordmark Arzneimittel',Nordmark Arzneimittel,1
Astellas Pharma Europe Ltd. APEL,Astellas Pharma,Astellas Pharma,Astellas Pharma,industry,accepted,95,manual,alias match: 'astellas pharma' → 'Astellas Pharma',Astellas Pharma,1
"Department of Neurology, Roskilde Hospital",Roskilde Sygehus,NA,NA,unknown,accepted,98,llm_reviewed,alias match: 'roskilde hospital' → 'Roskilde Sygehus',Roskilde Sygehus,1
"Medizinische Universitt Graz, Univ. Klinik fr Ansthesiologie und Intensivmedizin, Abt. Ansthesie und Intensivmedizin",Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,hospital,accepted,97,manual,alias match: 'medizinische universitt graz' → 'Medical University Of Graz',Medical University Of Graz,1
"Aires Pharmaceuticals, Inc",Aires Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'aires pharmaceuticals inc' → 'Aires Pharmaceuticals',Aires Pharmaceuticals,1
"Med. Universitt Wien, Universittsklinik fr Innere Medizin II",Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,hospital,accepted,99,llm_reviewed,alias match: 'med universitt wien universittsklinik fr innere medizin ii' → 'Medical University Of Vienna',Medical University Of Vienna,1
Fundacin para la Investigacin biomdica del Hospital Universitario Ramn y Cajal. Madrid,Hospital Ramón y Cajal,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'fundacin para la investigacin biomdica del hospital universitario ramn y cajal madrid' → 'Hospital Ramón y Cajal',Hospital Ramón y Cajal,1
Aires Pharmaceuticals Inc,Aires Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'aires pharmaceuticals inc' → 'Aires Pharmaceuticals',Aires Pharmaceuticals,1
ANTONIO JEREZ CALERO,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Antonio Jerez Calero,1
Fundacin de Investigacin Biomdica. Instituto de Investigacin Sanitaria del Hospital Universitario de la Princesa.,Hospital Universitario La Princesa,NA,NA,hospital,accepted,98,llm_reviewed,alias match: 'hospital universitario de la princesa' → 'Hospital Universitario La Princesa',Hospital Universitario La Princesa,1
University of Aberdeen / University of Aberdeen,University of Aberdeen,NA,NA,unknown,accepted,98,llm_reviewed,alias match: 'university of aberdeen' → 'University of Aberdeen',University of Aberdeen,1
"Medizinische Universitt Graz, Univ. Klinik fr Dermatologie",Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,hospital,accepted,97,manual,alias match: 'medizinische universitt graz' → 'Medical University Of Graz',Medical University Of Graz,1
Fundacin Institut de Recerca Hospital Sant Pau,Institut de Recerca Hospital Sant Pau,NA,NA,hospital,accepted,95,final_family_map,entity-family match: fundacin recerca sant pau hospital → 'Institut de Recerca Hospital Sant Pau',Institut de Recerca Hospital Sant Pau,1
Medizinische Universitt Wien Universittsklinik fr Innere Medizin III,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,hospital,accepted,99,manual,alias match: 'medizinische universitt wien universittsklinik fr innere medizin iii' → 'Medical University Of Vienna',Medical University Of Vienna,1
Dra. Martinez Payo-Hospital Universitario Puerta de Hierro,Hospital Universitario Puerta de Hierro Majadahonda,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'dra martinez payo-hospital universitario puerta de hierro' → 'Hospital Universitario Puerta de Hierro Majadahonda',Hospital Universitario Puerta de Hierro Majadahonda,1
"Institutt for nevromedisin, NTNU",Norwegian University of Science and Technology,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'institutt for nevromedisin ntnu' → 'Norwegian University of Science and Technology',Norwegian University of Science and Technology,1
"Medizinische Universitt Wien, Universittsklinik fr innere Medizin III",Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,hospital,accepted,99,manual,alias match: 'medizinische universitt wien universittsklinik fr innere medizin iii' → 'Medical University Of Vienna',Medical University Of Vienna,1
IOULIA  IRENE TSETI PHARMACEUTICAL LABORATORIES S.A.-INTERMED S.A.,Ioulia Irene Tseti Pharmaceutical,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ioulia irene tseti pharmaceutical laboratories s a -intermed s a' → 'Ioulia Irene Tseti Pharmaceutical',Ioulia Irene Tseti Pharmaceutical,1
"IBSA, Institute Biochimique S.A.",IBSA Institut Biochimique,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ibsa institute biochimique s a' → 'IBSA Institut Biochimique',IBSA Institut Biochimique,1
Rottapharm,Rottapharm,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'rottapharm' → 'Rottapharm',Rottapharm,1
"Medizinische Universitt Graz, Univ. Klinik Dermatologie, Forschungseinheit fr Photodermatologie",Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,hospital,accepted,97,manual,alias match: 'medizinische universitt graz' → 'Medical University Of Graz',Medical University Of Graz,1
