"register","raw","normalised","n_trials","changed"
"CTIS","Netherlands / Spain / Italy / France","France / Italy / Netherlands / Spain",2,TRUE
"CTIS","Netherlands / Sweden","Netherlands / Sweden",2,FALSE
"CTIS","Norway / Denmark / Sweden","Denmark / Norway / Sweden",2,TRUE
"CTIS","Poland / Czechia / France / Germany / Hungary / Spain","Czech Republic / France / Germany / Hungary / Poland / Spain",2,TRUE
"CTIS","Poland / Czechia / Germany","Czech Republic / Germany / Poland",2,TRUE
"CTIS","Poland / Estonia","Estonia / Poland",2,TRUE
"CTIS","Poland / France / Italy","France / Italy / Poland",2,TRUE
"CTIS","Poland / France / Spain","France / Poland / Spain",2,TRUE
"CTIS","Poland / Germany / France / Spain","France / Germany / Poland / Spain",2,TRUE
"CTIS","Poland / Hungary / Czechia","Czech Republic / Hungary / Poland",2,TRUE
"CTIS","Poland / Italy / Germany","Germany / Italy / Poland",2,TRUE
"CTIS","Poland / Italy / Spain / France / Germany","France / Germany / Italy / Poland / Spain",2,TRUE
"CTIS","Poland / Spain / France / Italy / Germany","France / Germany / Italy / Poland / Spain",2,TRUE
"CTIS","Portugal / Italy / Spain","Italy / Portugal / Spain",2,TRUE
"CTIS","Romania / Czechia / Poland","Czech Republic / Poland / Romania",2,TRUE
"CTIS","Romania / Poland / Spain","Poland / Romania / Spain",2,TRUE
"CTIS","Slovakia / Poland","Poland / Slovakia",2,TRUE
"CTIS","Spain / Austria","Austria / Spain",2,TRUE
"CTIS","Spain / Austria / Germany","Austria / Germany / Spain",2,TRUE
"CTIS","Spain / Belgium / France / Italy","Belgium / France / Italy / Spain",2,TRUE
"CTIS","Spain / Bulgaria","Bulgaria / Spain",2,TRUE
"CTIS","Spain / Denmark / Italy / France","Denmark / France / Italy / Spain",2,TRUE
"CTIS","Spain / France / Greece / Italy","France / Greece / Italy / Spain",2,TRUE
"CTIS","Spain / France / Italy / Netherlands","France / Italy / Netherlands / Spain",2,TRUE
