alias_clean,suggested_canonical,sponsor_parent,sponsor_group,sponsor_type,source,confidence_prior
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,NA,NA,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,NA,NA,industry,location_postcode,0.7
boehringer-ingelheim rcv gmbhco kg,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,location_postcode,0.7
centre hospitalier universitaire dijon bourgogne,CHU Dijon Bourgogne,NA,NA,hospital,location_postcode,0.7
chu angers-damr,CHU d'Angers,NA,NA,hospital,location_postcode,0.7
chu angers-damr,CHU d'Angers,NA,NA,hospital,location_postcode,0.7
chu grenoble-alpes,CHU de Grenoble,NA,NA,hospital,location_postcode,0.7
university hospital grenoble,CHU de Grenoble,NA,NA,hospital,location_postcode,0.7
centre hospitalier et universitaire de limoges,CHU de Limoges,NA,NA,hospital,location_postcode,0.7
university hospital of monptellier,CHU de Montpellier,NA,NA,hospital,location_postcode,0.7
university hospital of monptellier,CHU de Montpellier,NA,NA,hospital,location_postcode,0.7
university hospital of monptellier,CHU de Montpellier,NA,NA,hospital,location_postcode,0.7
university hospital of monptellier,CHU de Montpellier,NA,NA,hospital,location_postcode,0.7
centre hospitalier universiaire de nantes,CHU de Nantes,NA,NA,hospital,location_postcode,0.7
chu of nantes,CHU de Nantes,NA,NA,hospital,location_postcode,0.7
chu of nantes,CHU de Nantes,NA,NA,hospital,location_postcode,0.7
chu of nantes,CHU de Nantes,NA,NA,hospital,location_postcode,0.7
canfite biopharma ltd,Can-Fite BioPharma,NA,NA,unknown,location_postcode,0.7
canfite biopharma ltd,Can-Fite BioPharma,NA,NA,unknown,location_postcode,0.7
canfite biopharma ltd,Can-Fite BioPharma,NA,NA,unknown,location_postcode,0.7
canisius wilhelmina ziekenhuis,Canisius Wilhelmina Hospital,NA,NA,NA,location_postcode,0.7
cantargia,Cantargia,NA,NA,unknown,location_postcode,0.7
cantargia,Cantargia,NA,NA,unknown,location_postcode,0.7
catalyst pharmaceutical partners inc,Catalyst Pharmaceuticals,NA,NA,unknown,location_postcode,0.7
catharina hospital,Catharina Hospital Eindhoven,NA,NA,hospital,location_postcode,0.7
cell to cure aps,Cell2cure,NA,NA,NA,location_postcode,0.7
cell to cure aps,Cell2cure,NA,NA,NA,location_postcode,0.7
centre hospitalier national dophtalmologie des quinze-vingts,Centre Hospitalier National d'Ophtalmologie Quinze-Vingts,NA,NA,unknown,location_postcode,0.7
chu saint-pierre,"Centre Hospitalier Universitaire Saint Pierre , ULB",NA,NA,hospital,location_postcode,0.7
institut rgional du cancer de montpellier icm,Centre Val d'Aurelle - Paul Lamarque,NA,NA,unknown,location_postcode,0.7
institut rgional du cancer de montpellier icm,Centre Val d'Aurelle - Paul Lamarque,NA,NA,unknown,location_postcode,0.7
centrum medycznego ksztalcenia podyplomowego,Centrum Medyczne Ksztalcenia Podyplomowego,NA,NA,NA,location_postcode,0.7
civitas therapeutics a wholly owned subsidiary of acorda,Civitas Therapeutics,NA,NA,unknown,location_postcode,0.7
cliniques universitaires saint luc universit catholique de louvain bruxelles,Cliniques Universitaires Saint-Luc,NA,NA,hospital,location_postcode,0.7
cliniques universitaires saint luc universit catholique de louvain bruxelles,Cliniques Universitaires Saint-Luc,NA,NA,hospital,location_postcode,0.7
cliniques universitaires saint luc universit catholique de louvain bruxelles,Cliniques Universitaires Saint-Luc,NA,NA,hospital,location_postcode,0.7
cliniques universitaires saint luc universit catholique de louvain bruxelles,Cliniques Universitaires Saint-Luc,NA,NA,academic,location_postcode,0.7
cliniques universitaires saint luc universit catholique de louvain bruxelles,Cliniques universitaires Saint-Luc,NA,NA,academic,location_postcode,0.7
cliniques universitaires saint luc universit catholique de louvain bruxelles,Cliniques universitaires Saint-Luc,NA,NA,academic,location_postcode,0.7
cliniques universitaires saint luc universit catholique de louvain bruxelles,Cliniques universitaires Saint-Luc,NA,NA,academic,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
consorci mar parc de salut de barcelona,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,location_postcode,0.7
bispebjerg frederiksberg hospital,Copenhagen University Hospital - Bispebjerg and Frederiksberg,NA,NA,hospital,location_postcode,0.7
cullinan pearl corp,Cullinan Mica,NA,NA,unknown,location_postcode,0.7
curateq biologics private ltd,CuraTeQ Biologics Private,NA,NA,unknown,location_postcode,0.7
dcrime bv,DCprime,NA,NA,unknown,location_postcode,0.7
daiichi sankio development limited,Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,industry,location_postcode,0.7
daiichi sankio development limited,Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,industry,location_postcode,0.7
daiichi sankio development limited,Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,industry,location_postcode,0.7
dalcor pharma uk ltd altrincham swiss branch zug,DalCor Pharma UK,NA,NA,unknown,location_postcode,0.7
dalcor pharma uk ltd altrincham swiss branch zug,DalCor Pharma UK,NA,NA,unknown,location_postcode,0.7
dalcor pharma uk ltd altrincham swiss branch zug,DalCor Pharma UK,NA,NA,unknown,location_postcode,0.7
dalcor pharma uk ltd altrincham swiss branch zug,DalCor Pharma UK,NA,NA,unknown,location_postcode,0.7
dalcor pharma uk ltd leatherhead swiss branch zug,DalCor Pharma UK,NA,NA,unknown,location_postcode,0.7
dalcor pharma uk ltd leatherhead swiss branch zug,DalCor Pharma UK,NA,NA,unknown,location_postcode,0.7
dalcor pharma uk ltd leatherhead swiss branch zug,DalCor Pharma UK,NA,NA,unknown,location_postcode,0.7
dalcor pharma uk ltd leatherhead swiss branch zug,DalCor Pharma UK,NA,NA,unknown,location_postcode,0.7
danish gynaecological cancer group dgcg,Danish Gynaecological Cancer Group,NA,NA,unknown,location_postcode,0.7
day one biopharmaceuticals inc day one,Day One Biopharmaceuticals,NA,NA,unknown,location_postcode,0.7
diakonhjemmet sykehus,Diakonhjemmet Hospital AS,NA,NA,hospital,location_postcode,0.7
diakonhjemmet sykehus,Diakonhjemmet Hospital AS,NA,NA,hospital,location_postcode,0.7
diakonhjemmet sykehus,Diakonhjemmet Hospital AS,NA,NA,hospital,location_postcode,0.7
donesta bioscience,Donesta Bioscience,NA,NA,unknown,location_postcode,0.7
fa dr franz khler chemie gmbh,Dr. Franz Koehler Chemie,NA,NA,unknown,location_postcode,0.7
durata therapeutic international b v an allergan affiliate,Durata Therapeutics,NA,NA,unknown,location_postcode,0.7
dyne therapeutics,Dyne Therapeutics,NA,NA,unknown,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,NA,NA,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,NA,NA,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
european organization for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,location_postcode,0.7
etop european thoracic oncology platform c/o ibcsg coordinating center,ETOP European Thoracic Oncology Platform,NA,NA,unknown,location_postcode,0.7
erasmus university medical center - sophia childrens hospital,Erasmus MC,Erasmus MC,Erasmus MC,hospital,location_postcode,0.7
exevir bio,ExeVir Bio,NA,NA,unknown,location_postcode,0.7
f2g biotech gmbh,F2G Biotech,NA,NA,unknown,location_postcode,0.7
instituto de investigacion en oncologia radioterapica feor,FEOR - Instituto de investigación en Oncología Radioterápica,NA,NA,foundation,location_postcode,0.7
fibrogen,FibroGen,NA,NA,unknown,location_postcode,0.7
fibrogen,FibroGen,NA,NA,unknown,location_postcode,0.7
fondation a de rothschild hospital,Fondation A De Rothschild,NA,NA,NA,location_postcode,0.7
fondazione cnao centro nazionale di adroterapia oncologica,Fondazione CNAO - Centro Nazionale di Adroterapia Oncologica,NA,NA,foundation,location_postcode,0.7
fondazione irccs c granda ospedale maggiore policlinico,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,NA,NA,hospital,location_postcode,0.7
fondazione irccs c granda ospedale maggiore policlinico,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,NA,NA,hospital,location_postcode,0.7
fondazione irccs c granda ospedale maggiore policlinico,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,NA,NA,hospital,location_postcode,0.7
fondazione irccs c granda ospedale maggiore policlinico,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,NA,NA,hospital,location_postcode,0.7
fondazione irccs c granda ospedale maggiore policlinico,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,NA,NA,hospital,location_postcode,0.7
fondazione irccs c granda ospedale maggiore policlinico,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,NA,NA,hospital,location_postcode,0.7
fondazione italiana sindromi mielodisplastiche fism onlus,Fondazione Italiana Linfomi Ets,NA,NA,foundation,location_postcode,0.7
fondazione italiana sindromi mielodisplastiche fism onlus,Fondazione Italiana Linfomi Ets,NA,NA,NA,location_postcode,0.7
fondazione italiana sindromi mielodisplastiche fism onlus,Fondazione Italiana Linfomi Ets,NA,NA,foundation,location_postcode,0.7
fondazione italiana sindromi mielodisplastiche fism onlus,Fondazione Italiana Linfomi Ets,NA,NA,foundation,location_postcode,0.7
free state of bavaria represented by the university of regensburg represented by the university hospital regensburg,"Free State of Bavaria rep. by the Univ. of Regensburg, rep. by the Regensburg Univ. Hospital",NA,NA,hospital,location_postcode,0.7
friedrich schiller universitaet jena,Friedrich-Schiller-Universitaet Jena,NA,NA,NA,location_postcode,0.7
friedrich schiller universitaet jena,Friedrich-Schiller-Universitaet Jena,NA,NA,unknown,location_postcode,0.7
friedrich schiller universitaet jena,Friedrich-Schiller-Universitaet Jena,NA,NA,unknown,location_postcode,0.7
friedrich schiller universitaet jena,Friedrich-Schiller-Universitaet Jena,NA,NA,NA,location_postcode,0.7
friedrich schiller universitaet jena,Friedrich-Schiller-Universitaet Jena,NA,NA,unknown,location_postcode,0.7
friedrich schiller universitaet jena,Friedrich-Schiller-Universitaet Jena,NA,NA,unknown,location_postcode,0.7
fundaci privada per a la recerca y la docencia sant joan de du,Fundaci Privada per a la Recerca i la Docncia Sant Joan de Du,NA,NA,unknown,location_postcode,0.7
fundaci privada per a la recerca y la docencia sant joan de du,Fundaci per la Recerca i la Docncia Sant Joan de Du,NA,NA,unknown,location_postcode,0.7
fundacion seimc gesida,Fundacin SEIMC-GESIDA,NA,NA,unknown,location_postcode,0.7
fundacin para la formacin e investigacin sanitaria / rabin medical centre,Fundacin para la Formacin e Investigacin Sanitaria de la Regin de Murcia,NA,NA,unknown,location_postcode,0.7
fundacion fls de lucha contra el sida las enfermedades infecciosas y la promocion de la salud y la ciencia,"Fundacio FLS de Lluita contra la Sida, les Malalties Infeccioses i la Promocio de la Salut i La Ciencia",NA,NA,unknown,location_postcode,0.7
fundacio institut de recerca de l'hospital de la santa creu i sant pau,Fundacio Institut De Recerca De L Hospital De La Santa Creu I Sant Pau,NA,NA,NA,location_postcode,0.7
fundacion fls de lucha contra el sida las enfermedades infecciosas y la promocion de la salud y la ciencia,Fundacion Fls De Lucha Contra El Sida Las Enfermedades Infecciosas Y La Promocion De La Salud Y La C,NA,NA,NA,location_postcode,0.7
fundacion publica galega instituto de investigacion sanitaria de santiago de compostela,Fundacion Instituto De Investigacion Sanitaria De Santiago De Compostela,NA,NA,NA,location_postcode,0.7
fundaci sant joan de du fsjd,Fundació Sant Joan de Déu,NA,NA,unknown,location_postcode,0.7
fundaci sant joan de du fsjd,Fundació Sant Joan de Déu,NA,NA,unknown,location_postcode,0.7
fundaci sant joan de du fsjd,Fundació Sant Joan de Déu,NA,NA,unknown,location_postcode,0.7
fundacion biomedica galicia sur,Fundación Biomédica Galicia Sur,NA,NA,unknown,location_postcode,0.7
fundacion fls de lucha contra el sida las enfermedades infecciosas y la promocion de la salud y la ciencia,"Fundación FLS de Lucha contra el SIDA, las Enfermedades Infecciosas y la Promoción de la Salud y la Ciencia",NA,NA,unknown,location_postcode,0.7
red andaluza de diseno y traslacion de terapias avanzadas fundacion publica andaluza progreso y salud,Fundación Progreso y Salud,NA,NA,unknown,location_postcode,0.7
fundacion seimc gesida,Fundación SEIMC-GESIDA,NA,NA,foundation,location_postcode,0.7
fundaci sant joan de du fsjd,Fundación Sant Joan de Déu,NA,NA,unknown,location_postcode,0.7
fundacin grupo espaol de investigacin en cncer de mama geicam,GEICAM,NA,NA,cooperative_group,location_postcode,0.7
glaxo smithkine research and development limited,GSK,NA,NA,unknown,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
glaxo smithkine research and development limited,GSK,GSK,GSK,industry,location_postcode,0.7
galderma sa,Galderma,NA,NA,unknown,location_postcode,0.7
genenta science srl,Genenta Science,NA,NA,unknown,location_postcode,0.7
german pediatric oncology group gpoh ggmbh,German Paediatric Oncology Group GPOH,NA,NA,unknown,location_postcode,0.7
goethe-university,Goethe-Universität Frankfurt am Main,NA,NA,unknown,location_postcode,0.7
goethe-university,Goethe-Universität Frankfurt am Main,NA,NA,academic,location_postcode,0.7
goethe-university,Goethe-Universität Frankfurt am Main,NA,NA,academic,location_postcode,0.7
goethe-university,Goethe-Universität Frankfurt am Main,NA,NA,unknown,location_postcode,0.7
goethe-university,Goethe-Universität Frankfurt am Main,NA,NA,academic,location_postcode,0.7
gfm-groupe francophone des mylodysplasies,Groupe Francophone Des Myelodysplasies,NA,NA,unknown,location_postcode,0.7
gfm-groupe francophone des mylodysplasies,Groupe Francophone Des Myelodysplasies,NA,NA,unknown,location_postcode,0.7
gfm-groupe francophone des mylodysplasies,Groupe Francophone Des Myelodysplasies,NA,NA,cooperative_group,location_postcode,0.7
groupement des hopitaux de linstitut catholique de lille,Groupement des Hôpitaux de l'Institut Catholique de Lille,NA,NA,unknown,location_postcode,0.7
groupement des hopitaux de linstitut catholique de lille,Groupement des Hôpitaux de l'Institut Catholique de Lille (GHICL),NA,NA,hospital,location_postcode,0.7
groupement des hopitaux de linstitut catholique de lille,Groupement des Hôpitaux de l'Institut Catholique de Lille (GHICL),NA,NA,hospital,location_postcode,0.7
goustave roussy,Gustave Roussy,Gustave Roussy,Gustave Roussy,hospital,location_postcode,0.7
goustave roussy,Gustave Roussy,Gustave Roussy,Gustave Roussy,hospital,location_postcode,0.7
haleon ch s a r l,Haleon CH SARL,NA,NA,NA,location_postcode,0.7
hamilton health sciences through its population health research institute,Hamilton Health Sciences Corporation through its Population Health Research Institute,NA,NA,unknown,location_postcode,0.7
hamilton health sciences through the population health research institute,Hamilton Health Sciences Corporation through its Population Health Research Institute,NA,NA,unknown,location_postcode,0.7
hamlet pharma ab,Hamlet BioPharma,NA,NA,unknown,location_postcode,0.7
ruprecht-karls-universitt heidelberg,Heidelberg University,NA,NA,unknown,location_postcode,0.7
ruprecht-karls-universitt heidelberg medical faculty represented by universittsklinikum heidelberg,Heidelberg University,NA,NA,unknown,location_postcode,0.7
ruprecht-karls-universitt heidelberg medical faculty represented by universittsklinikum heidelberg,Heidelberg University,NA,NA,unknown,location_postcode,0.7
ruprecht-karls-universitt heidelberg medical faculty represented by universittsklinikum heidelberg,Heidelberg University,NA,NA,unknown,location_postcode,0.7
ruprecht-karls-universitt heidelberg medical faculty represented by universittsklinikum heidelberg,Heidelberg University,NA,NA,unknown,location_postcode,0.7
ruprecht-karls-universitt heidelberg medical faculty represented by universittsklinikum heidelberg,Heidelberg University,NA,NA,unknown,location_postcode,0.7
ruprecht-karls-universitt heidelberg medical faculty represented by universittsklinikum heidelberg,Heidelberg University,NA,NA,unknown,location_postcode,0.7
ruprecht-karls-universitt heidelberg medical faculty represented by universittsklinikum heidelberg,Heidelberg University,NA,NA,unknown,location_postcode,0.7
ruprecht-karls-universitt heidelberg medical faculty represented by universittsklinikum heidelberg,Heidelberg University,NA,NA,unknown,location_postcode,0.7
ruprecht-karls-universitt heidelberg medical faculty represented by universittsklinikum heidelberg,Heidelberg University,NA,NA,unknown,location_postcode,0.7
ruprecht-karls-universitt heidelberg medical faculty represented by universittsklinikum heidelberg,Heidelberg University,NA,NA,unknown,location_postcode,0.7
universitaetsklinikum heidelberg aor,Heidelberg University,NA,NA,unknown,location_postcode,0.7
department of oncology herlev gentofte,Herlev Hospital,NA,NA,NA,location_postcode,0.7
department of oncology herlev gentofte,Herlev Hospital,NA,NA,NA,location_postcode,0.7
department of oncology herlev gentofte,Herlev Hospital,NA,NA,hospital,location_postcode,0.7
department of oncology herlev gentofte,Herlev og Gentofte Hospital,NA,NA,hospital,location_postcode,0.7
hookipa biotech ag,Hookipa Biotech,NA,NA,unknown,location_postcode,0.7
horizon therapeutics u s a inc,Horizon Therapeutics,NA,NA,unknown,location_postcode,0.7
hospices civils de lyon - direction de la recherche clinique,Hospices Civils de Lyon,NA,NA,hospital,location_postcode,0.7
fundaci sant joan de du fsjd,Hospital Sant Joan de Deu,NA,NA,unknown,location_postcode,0.7
fundaci sant joan de du fsjd,Hospital Sant Joan de Deu,NA,NA,unknown,location_postcode,0.7
hospital germans trias i pujol,Hospital Universitari Germans Trias i Pujol,NA,NA,hospital,location_postcode,0.7
servicio de anestesiologa y reanimacin,Hospital Universitario La Paz,NA,NA,hospital,location_postcode,0.7
servicio de anestesiologa y reanimacin,Hospital Universitario La Paz,NA,NA,hospital,location_postcode,0.7
fondation a de rothschild hospital,Hpital Fondation Adolphe de Rothschild,NA,NA,foundation,location_postcode,0.7
fondation ophtalmologique adolphe de rothschild,Hpital Fondation Adolphe de Rothschild,NA,NA,foundation,location_postcode,0.7
human genome sciences a wholly owned subsidiary of glaxosmithkline plc,Human Genome Sciences,NA,NA,unknown,location_postcode,0.7
human genome sciences a wholly owned subsidiary of glaxosmithkline plc,Human Genome Sciences,NA,NA,unknown,location_postcode,0.7
human genome sciences inc a wholy owned subsidiary of glaxosmithkline plc,Human Genome Sciences,NA,NA,unknown,location_postcode,0.7
human genome sciences inc a wholy owned subsidiary of glaxosmithkline plc,Human Genome Sciences,NA,NA,unknown,location_postcode,0.7
ifom - istituto firc di oncologia molecolare - milano,IFOM - Istituto FIRC di Oncologia Molecolare,NA,NA,unknown,location_postcode,0.7
irccs centro san giovanni di dio - fatebenefratelli afferente alla provincia lombardo veneta ordine ospedaliero di san g,IRCCS Centro San Giovanni di Dio Fatebenefratelli,NA,NA,unknown,location_postcode,0.7
irccs aou san martino- ist,IRCCS Ospedale Policlinico San Martino,NA,NA,unknown,location_postcode,0.7
immunicum aktiebolag,Immunicum,NA,NA,unknown,location_postcode,0.7
inselspital bern university hospital,Inselspital University Hospital Bern,NA,NA,hospital,location_postcode,0.7
institut national de la sante et de la recherche medicale,Inserm,NA,NA,NA,location_postcode,0.7
institut fuer frauengesundheit gmbh,Institut Für Frauengesundheit GmbH,NA,NA,NA,location_postcode,0.7
institut fuer frauengesundheit gmbh,Institut Für Frauengesundheit GmbH,NA,NA,unknown,location_postcode,0.7
institut national de la sante et de la recherche medicale,Institut National de la Santé et de la Recherche Médicale (INSERM),NA,NA,unknown,location_postcode,0.7
institut paoli calmettes,Institut Paoli-Calmettes,NA,NA,NA,location_postcode,0.7
institut paoli calmettes,Institut Paoli-Calmettes,NA,NA,NA,location_postcode,0.7
institut paoli calmettes,Institut Paoli-Calmettes,NA,NA,NA,location_postcode,0.7
institut du cancer de montpellier,Institut Régional du Cancer de Montpellier,NA,NA,hospital,location_postcode,0.7
institut du cancer de montpellier,Institut Régional du Cancer de Montpellier,NA,NA,unknown,location_postcode,0.7
institut du cancer de montpellier,Institut Régional du Cancer de Montpellier,NA,NA,unknown,location_postcode,0.7
institut du cancer de montpellier,Institut Régional du Cancer de Montpellier,NA,NA,hospital,location_postcode,0.7
institut rgional du cancer de montpellier icm,Institut Régional du Cancer de Montpellier,NA,NA,hospital,location_postcode,0.7
institut rgional du cancer de montpellier icm,Institut Régional du Cancer de Montpellier,NA,NA,hospital,location_postcode,0.7
institut rgional du cancer de montpellier icm,Institut Régional du Cancer de Montpellier,NA,NA,unknown,location_postcode,0.7
institut rgional du cancer de montpellier icm,Institut Régional du Cancer de Montpellier,NA,NA,unknown,location_postcode,0.7
institut rgional du cancer de montpellier icm,Institut Régional du Cancer de Montpellier,NA,NA,unknown,location_postcode,0.7
institut rgional du cancer de montpellier icm,Institut Régional du Cancer de Montpellier,NA,NA,unknown,location_postcode,0.7
institut rgional du cancer de montpellier icm,Institut Régional du Cancer de Montpellier,NA,NA,hospital,location_postcode,0.7
institut rgional du cancer de montpellier icm,Institut Régional du Cancer de Montpellier,NA,NA,hospital,location_postcode,0.7
institute of clinical cancer research ikf krankenhaus nordwest,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,unknown,location_postcode,0.7
institute of molecular medicine and biomedical research imbe,Institute of Molecular Medicine and Biomedical Research - I.M.B.E.,NA,NA,unknown,location_postcode,0.7
instituto de investigacin sanitaria la fe de,Instituto de Investigacin Sanitaria La Fe,NA,NA,unknown,location_postcode,0.7
instituto de investigacin sanitaria la fe de,Instituto de Investigacin Sanitaria La Fe,NA,NA,unknown,location_postcode,0.7
instituto de investigacion sanitaria la fe de valencia,Instituto de Investigacin Sanitaria La Fe,NA,NA,unknown,location_postcode,0.7
instituto de investigacin sanitaria la fe de,Instituto de Investigacion Sanitaria La Fe,NA,NA,unknown,location_postcode,0.7
