cluster_key,entity_key,suggested_canonical,sponsor_labels,aliases_sample,sources,sponsor_types,score,evidence,confidence_bucket,blocked_reason,review_bucket,applied
entity:ichthyol gesellschaft cordes hermanni:auto,ichthyol gesellschaft cordes hermanni,Ichthyol-Gesellschaft Cordes Hermanni & Co. GmbH & Co. KG,"Ichthyol-Gesellschaft Cordes Hermanni & Co. GmbH & Co. KG|Ichthyol-Gesellschaft Cordes, Hermanni Co. GmbH Co. KG",ichthyol-gesellschaft cordes hermanni and co gmbh and co kg|ichthyol-gesellschaft cordes hermanni co gmbh co kg,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:icm val daurelle:blocked,icm val daurelle,Centre Val d'Aurelle - Paul Lamarque,Centre Val d'Aurelle - Paul Lamarque,centre rgional de lutte contre le cancer val daurelle- paul lamarque|centre val daurelle paul lamarque|crlc val daurelle|crlc val daurelle paul lamarque|icm- val daurelle|institut rgional du cancer - montpellier - val daurelle|institut rgional du cancer de montpellier icm,llm_reviewed|location_postcode|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:idival instituto investigacin sanitaria valdecilla:blocked,idival instituto investigacin sanitaria valdecilla,IDIVAL,IDIVAL,idival|idival instituto de investigacin sanitaria valdecilla,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:idival:auto,idival,IDIVAL,idival|IDIVAL,idival|idival instituto de investigacin sanitaria valdecilla,llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:idorsia pharmaceuticals:auto,idorsia pharmaceuticals,Idorsia Pharmaceuticals,Idorsia Pharmaceuticals|Idorsia Pharmaceuticals Ltd,idorsia pharmaceuticals ltd|idorsia pharmaceuticals ltd / idorsia pharmaceuticals ltd,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:ielsg international extranodal lymphoma study:auto,ielsg international extranodal lymphoma study,IELSG,IELSG - INTERNATIONAL EXTRANODAL LYMPHOMA STUDY GROUP,ielsg - international extranodal lymphoma study group|international extranodal lymphoma study group - ielsg,bulk_reviewed|euctr_email_domain:eoc.ch,cooperative_group,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:ielsg international extranodal lymphoma study:blocked,ielsg international extranodal lymphoma study,IELSG,IELSG,ielsg international extranodal lymphoma study group|ielsg-international extranodal lymphoma study group|international extranodal lymphoma study group ielsg,llm_reviewed,cooperative_group,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:ielsg:auto,ielsg,IELSG,IELSG,ielsg international extranodal lymphoma study group|ielsg-international extranodal lymphoma study group|international extranodal lymphoma study group ielsg,llm_reviewed,cooperative_group,100,shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,G-L,TRUE
entity:igm biosciences:auto,igm biosciences,IGM Biosciences,"IGM Biosciences|IGM Biosciences, Inc.",igm biosciences|igm biosciences inc,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:imcyse:auto,imcyse,Imcyse SA,ImCyse S.A.|Imcyse SA,imcyse s a|imcyse sa,llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:immodulon therapeutics:auto,immodulon therapeutics,Immodulon Therapeutics,Immodulon Therapeutics|Immodulon Therapeutics Limited,immodulon therapeutics limited|immodulon therapeutics ltd,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:immune design:auto,immune design,Immune Design,Immune Design|Immune Design Ltd,immune design corp|immune design ltd,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:immunomedics:auto,immunomedics,Immunomedics,"Immunomedics|Immunomedics, Inc.",immunomedics|immunomedics gmbh|immunomedics inc,bulk_reviewed|epar_mah|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:immupharma:auto,immupharma,ImmuPharma,ImmuPharma|IMMUPHARMA SA,immupharma|immupharma sa,llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:immutep:auto,immutep,Immutep,Immutep|Immutep S.A.S.,immutep|immutep s a s,bulk_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:imperial college healthcare london:blocked,imperial college healthcare london,Imperial College Healthcare NHS Trust,Imperial College Healthcare NHS Trust,imperial college healthcare nhs trust|imperial college healthcare nhs trust and imperial college london|imperial college joint research office|imperial college london-imperial college healthcare nhs trust|imperial college nhs trust,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:imperial college healthcare:auto,imperial college healthcare,Imperial College Healthcare NHS Trust,Imperial College Healthcare NHS Trust,imperial college healthcare nhs trust|imperial college healthcare nhs trust and imperial college london|imperial college joint research office|imperial college london-imperial college healthcare nhs trust|imperial college nhs trust,llm_reviewed|manual,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,G-L,TRUE
entity:imperial college joint office:blocked,imperial college joint office,Imperial College Healthcare NHS Trust,Imperial College Healthcare NHS Trust,imperial college healthcare nhs trust|imperial college healthcare nhs trust and imperial college london|imperial college joint research office|imperial college london-imperial college healthcare nhs trust|imperial college nhs trust,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:imperial college london healthcare:blocked,imperial college london healthcare,Imperial College Healthcare NHS Trust,Imperial College Healthcare NHS Trust,imperial college healthcare nhs trust|imperial college healthcare nhs trust and imperial college london|imperial college joint research office|imperial college london-imperial college healthcare nhs trust|imperial college nhs trust,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:imperial college:auto,imperial college,Imperial College Healthcare NHS Trust,Imperial College,imperial college,bulk_reviewed,academic,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:imperial college:blocked,imperial college,Imperial College Healthcare NHS Trust,Imperial College Healthcare NHS Trust,imperial college healthcare nhs trust|imperial college healthcare nhs trust and imperial college london|imperial college joint research office|imperial college london-imperial college healthcare nhs trust|imperial college nhs trust,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:industria farmaceutica serono:blocked,industria farmaceutica serono,Serono International SA,Serono International SA,industria farmaceutica serono|industria farmaceutica serono / serono international sa|serono international sa,llm_reviewed|manual,industry,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:infecitous diseases aarhus:blocked,infecitous diseases aarhus,Aarhus University Hospital,Aarhus University Hospital,aarhus universitetshospital|aarhus university hospital|aarhus universityhospital|aarhus unversity hospital|dep anaesthesia and intensive care aarhus university hospital|department of anaesthesiology aarhus university hospital|department of cardiology aarhus university hospital denmark|department of cardiology aarhus university hospital skejby,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:infectious diseases aarhus:blocked,infectious diseases aarhus,Aarhus University Hospital,Aarhus University Hospital,aarhus universitetshospital|aarhus university hospital|aarhus universityhospital|aarhus unversity hospital|dep anaesthesia and intensive care aarhus university hospital|department of anaesthesiology aarhus university hospital|department of cardiology aarhus university hospital denmark|department of cardiology aarhus university hospital skejby,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:infectious diseases hvidovre:blocked,infectious diseases hvidovre,Hvidovre Hospital,Hvidovre Hospital,anaesthesia department hvidovre hospital|anaesthesia department hvidovre hospital capital region of denmark|copenhagen university hospital amager and hvidovre|copenhagen university hospital amager and hvidovre department of clinical research|copenhagen university hospital hvidovre|copenhagen university hospital hvidovre capital region|department of anesthesiology copenhagen university hospital hvidovre|department of anesthesiology copenhagen university hospital hvidovre capital region of denmark,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:infectious diseases:auto,infectious diseases,Department of Infectious Diseases,Department of Infectious diseases|Department of Infectious Diseases,department of infectious diseases,llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:infectopharm arzneimittel und consilium:blocked,infectopharm arzneimittel und consilium,InfectoPharm,InfectoPharm|InfectoPharm Arzneimittel GmbH,infectopharm - arzneimittel und consilium gmbh|infectopharm arzneimittel gmbh|infectopharm arzneimittel und consilium gmbh,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:infectopharm arzneimittel:auto,infectopharm arzneimittel,InfectoPharm Arzneimittel GmbH,Infectopharm Arzneimittel GmbH|InfectoPharm Arzneimittel GmbH,infectopharm - arzneimittel und consilium gmbh|infectopharm arzneimittel gmbh|infectopharm arzneimittel und consilium gmbh,llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:infectopharm:auto,infectopharm,InfectoPharm,InfectoPharm,infectopharm arzneimittel und consilium gmbh,llm_reviewed,unknown,100,shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,G-L,TRUE
entity:infektionskliniken danderyds sjukhus:blocked,infektionskliniken danderyds sjukhus,Danderyds sjukhus,Danderyds sjukhus,danderyd hospital|infektionskliniken danderyds sjukhus ab,llm_reviewed,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:infirst healthcare:auto,infirst healthcare,infirst HEALTHCARE,infirst HEALTHCARE|Infirst+ HEALTHCARE Ltd,infirst healthcare|infirst+ healthcare ltd,llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:innavirvax:auto,innavirvax,InnaVirVax SA,InnaVirVax|InnaVirVax SA,innavirvax|innavirvax sa,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:innoup farma:auto,innoup farma,InnoUP Farma SL,Innoup Farma S.L.|InnoUP Farma SL,innoup farma s l|innoup farma sl,llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:innovation dundee:blocked,innovation dundee,University Of Dundee,University of Dundee|University Of Dundee,nhs tayside / university of dundee|research and innovation services university of dundee|research innovation services university of dundee|tayside academic sciences centre|tayside medical science centre|tayside medical sciences centre on behalf of university of dundee|tayside medical sciences centre on behalf of university of dundee nhs tayside|the university of dundee,llm_reviewed|manual,academic|unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:innovation nottingham:blocked,innovation nottingham,University of Nottingham,Nottingham University Hospitals NHS Trust|University of Nottingham,nottingham univeristy hospitals nhs trust|nottingham university hospital nhs trust|nottingham university hospitals nhs trust|nottingham university nhs trust|research and development nottingham university hospital|research and innovation nottingham university hospital|research innovation services university of nottingham|the univeristy of nottingham,bulk_reviewed|llm_reviewed,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:innovation:auto,innovation,Research and Innovation Department,Research and Innovation Department|Research and Innovation Services,research and innovation department|research and innovation services,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:innsbruck fur biomedizinische alternsforschung:auto,innsbruck fur biomedizinische alternsforschung,"Universität Innsbruck, Institut für Biomedizinische Alternsforschung","Universität Innsbruck, Institut für Biomedizinische Alternsforschung",universitt innsbruck institut fr biomedizinische alternsforschung,llm_reviewed,unknown,100,shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:innsbruck fur biomedizinische alternsforschung:blocked,innsbruck fur biomedizinische alternsforschung,"Universität Innsbruck, Institut für Biomedizinische Alternsforschung",Universität Innsbruck; Institut für Biomedizinische Alternsforschung,universitt innsbruck institut fr biomedizinische alternsforschung,manual,academic,0,shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:innsbruck internal:blocked,innsbruck internal,Medical University Of Innsbruck,Medical University Of Innsbruck,abteilung fr neurologie der medizinischen universitt innsbruck|abteilung fur neurologie der medizinischen universitat innsbruck|department of nuclear medicine medical university innsbruck|innsbruck medical university|medical university innsbruck|medical university innsbruck department of visceral transplant|medical university innsbruck department of visceral transplant und thoracic surgery|medical university innsbruck internal medicine v,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:innsbruck pediatrics iii:blocked,innsbruck pediatrics iii,Medical University Of Innsbruck,Medical University Of Innsbruck,abteilung fr neurologie der medizinischen universitt innsbruck|abteilung fur neurologie der medizinischen universitat innsbruck|department of nuclear medicine medical university innsbruck|innsbruck medical university|medical university innsbruck|medical university innsbruck department of visceral transplant|medical university innsbruck department of visceral transplant und thoracic surgery|medical university innsbruck internal medicine v,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:innsbruck visceral transplant und thoracic surgery:blocked,innsbruck visceral transplant und thoracic surgery,Medical University Of Innsbruck,Medical University Of Innsbruck,abteilung fr neurologie der medizinischen universitt innsbruck|abteilung fur neurologie der medizinischen universitat innsbruck|department of nuclear medicine medical university innsbruck|innsbruck medical university|medical university innsbruck|medical university innsbruck department of visceral transplant|medical university innsbruck department of visceral transplant und thoracic surgery|medical university innsbruck internal medicine v,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:innsbruck visceral transplant:blocked,innsbruck visceral transplant,Medical University Of Innsbruck,Medical University Of Innsbruck,abteilung fr neurologie der medizinischen universitt innsbruck|abteilung fur neurologie der medizinischen universitat innsbruck|department of nuclear medicine medical university innsbruck|innsbruck medical university|medical university innsbruck|medical university innsbruck department of visceral transplant|medical university innsbruck department of visceral transplant und thoracic surgery|medical university innsbruck internal medicine v,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:innsbruck:auto,innsbruck,Medical University Of Innsbruck,Medical University Of Innsbruck,abteilung fr neurologie der medizinischen universitt innsbruck|abteilung fur neurologie der medizinischen universitat innsbruck|department of nuclear medicine medical university innsbruck|innsbruck medical university|medical university innsbruck|medical university innsbruck department of visceral transplant|medical university innsbruck department of visceral transplant und thoracic surgery|medical university innsbruck internal medicine v,llm_reviewed|manual,hospital,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,G-L,TRUE
entity:ino therapeutics:auto,ino therapeutics,INO Therapeutics AB,INO Therapeutics|INO Therapeutics AB,ino therapeutics|ino therapeutics ab,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:inserm isp pole recherches cliniques thrapeutiques:blocked,inserm isp pole recherches cliniques thrapeutiques,Inserm,Inserm,inserm|inserm-isp pole recherches cliniques et thrapeutiques|institut national de la sante et de la recherche medicale,ctis_businesskey|llm_reviewed,public_body,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:inserm:auto,inserm,Inserm,Inserm,inserm|inserm-isp pole recherches cliniques et thrapeutiques|institut national de la sante et de la recherche medicale,ctis_businesskey|llm_reviewed,public_body,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,G-L,TRUE
entity:insitut jules bordet:blocked,insitut jules bordet,Institut Jules Bordet,Institut Jules Bordet,insitut jules bordet|institut jules bordet|institut jules bordet - universit libre de bruxelles|institut jules bordet-universit libre de bruxelles|institute jules bordet|jules borde institute,bulk_reviewed|llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:inspiration biopharmaceuticals:auto,inspiration biopharmaceuticals,Inspiration Biopharmaceuticals,"Inspiration Biopharmaceuticals|Inspiration Biopharmaceuticals, Inc.",inspiration biopharmaceuticals|inspiration biopharmaceuticals inc,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:inst ophtalmology lund:blocked,inst ophtalmology lund,Lund University,Lund University,allergy unit department of oto-rhino-laryngology lund/malm university hospital|eva marie erfurth / lund university / lund university|inst of ophtalmology lund university hospital|lund university|lund university / region skne|lund university malm university hospital|vo anesthesia/icu lunds university hospital,llm_reviewed,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:institution clinical karolinska institutet:blocked,institution clinical karolinska institutet,Karolinska Institutet,Karolinska Institutet,department of clinical neuroscience karolinska institutet|department of clinical sciences danderyd hospital karolinska intitutet|department of clinical sciences karolinska institutet danderyd|department of clinical sciences karolinska institutet danderyd hospital|dept of molecular medicin and surgery|institution for clinical science karolinska institutet|karolinska institute|karolinska institute danderyd hospital,llm_reviewed|location_postcode|manual,academic,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:instituto aragons ciencias salud:auto,instituto aragons ciencias salud,Instituto Aragons de Ciencias de la Salud,Instituto Aragons de Ciencias de la Salud,intituto aragons de ciencias de la salud,llm_reviewed,unknown,100,shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:instituto aragons ciencias salud:blocked,instituto aragons ciencias salud,Instituto Aragons de Ciencias de la Salud,Instituto Aragonés de Ciencias de la Salud,instituto aragons de ciencias de la salud,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:instituto cientfico tecnolgico navarra ictn:blocked,instituto cientfico tecnolgico navarra ictn,Instituto Científico y Tecnológico de Navarra,Instituto Científico y Tecnológico de Navarra,instituto cientfico tecnolgico de navarra ictn,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:instituto cientfico tecnolgico navarra:auto,instituto cientfico tecnolgico navarra,Instituto Cientfico y Tecnolgico de Navarra,"Instituto Cientfico y Tecnolgico de Navarra|Instituto Cientfico y Tecnolgico de Navarra, S.A.",instituto cientfico y tecnolgico de navarra|instituto cientfico y tecnolgico de navarra s a,bulk_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:instituto cientifico tecnologico navarra:auto,instituto cientifico tecnologico navarra,Instituto Científico y Tecnológico de Navarra,Instituto Cientifico y Tecnologico de Navarra|Instituto Científico y Tecnológico de Navarra,instituto cientfico tecnolgico de navarra ictn|instituto cientifico y tecnologico de navarra,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:instituto investigacin del santa creu sant pau:blocked,instituto investigacin del santa creu sant pau,Institut de Recerca Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,Institut de Recerca Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,fundaci de linstitut de recerca hscsp|fundaci institut de recerca de lhospital de la santa creu i de sant pau|fundaci institut de recerca de lhospital de la santa creu i sant pau|fundacin institut de recerca de l hospital de la santa creu i sant pau|fundacin institut de recerca de lhospital de la sta creu i sant pau|institut de recerca / hospital de sant pau|institut de recerca de lhospital de la santa creu i sant paui|institut de recerca del hopsital de la santa creu i sant pau,llm_reviewed|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:instituto investigacin sanitaria:auto,instituto investigacin sanitaria,Instituto de Investigacin Sanitaria La Fe,Instituto de Investigacin Sanitaria La Fe,instituto de investigacin sanitaria la fe|instituto de investigacin sanitaria la fe de|instituto de investigacion sanitaria la e|instituto de investigacion sanitaria la fe de valencia,llm_reviewed|location_postcode,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:instituto investigacin sanitaria:blocked,instituto investigacin sanitaria,Instituto de Investigacin Sanitaria La Fe,INSTITUTO DE INVESTIGACIN SANITARIA LA FE DE VALENCIA|Instituto de Investigacion Sanitaria La Fe,instituo de investigacion sanitaria la fe|instituto de investigacin la fe|instituto de investigacin sanitaria la fe de|instituto de investigacin sanitaria la fe de valencia|instituto de investigacion sanitaria la e|instituto de investigacion sanitaria la fe|instituto de investigacion sanitaria la fe de valencia,bulk_reviewed|llm_reviewed|location_postcode,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:instituto investigacion ciencias salud germans trias pujol:blocked,instituto investigacion ciencias salud germans trias pujol,Fundació Institut de Recerca en Ciències de la Salut Germans Trias i Pujol,Fundació Institut de Recerca en Ciències de la Salut Germans Trias i Pujol,fundaci institut de recerca en cincies de la salut germans trias i pujol|fundaci institut dinvestigaci en cincies de la salut germans trias i pujol|fundaci institut dinvestigaci en cincies de la salut germans trias i pujol igtp|instituto de investigacion en ciencias de la salud germans trias i pujol,llm_reviewed|manual,academic,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:instituto investigacion sanitaria jimenez diaz:auto,instituto investigacion sanitaria jimenez diaz,Instituto de Investigacion Sanitaria Fundacion Jimenez Diaz,Fundación Instituto de Investigación Sanitaria de la Fundación Jiménez Díaz|Instituto de Investigacion Sanitaria Fundacion Jimenez Diaz,fundacin instituto de investigacin sanitaria de la fundacin jimnez daz|fundacin instituto de investigacin sanitaria fundacin jimnez diaz|instituto de investigacion sanitaria fundacion jimenez diaz,llm_reviewed,foundation|unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:instituto investigacion sanitaria valencia:blocked,instituto investigacion sanitaria valencia,Instituto de Investigacin Sanitaria La Fe,Instituto de Investigacin Sanitaria La Fe|INSTITUTO DE INVESTIGACIN SANITARIA LA FE DE VALENCIA|Instituto de Investigacion Sanitaria La Fe,instituo de investigacion sanitaria la fe|instituto de investigacin la fe|instituto de investigacin sanitaria la fe|instituto de investigacin sanitaria la fe de|instituto de investigacin sanitaria la fe de valencia|instituto de investigacion sanitaria la e|instituto de investigacion sanitaria la fe|instituto de investigacion sanitaria la fe de valencia,bulk_reviewed|llm_reviewed|location_postcode,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:instituto investigacion sanitaria:auto,instituto investigacion sanitaria,Instituto de Investigacin Sanitaria La Fe,Instituto de Investigacion Sanitaria La Fe,instituo de investigacion sanitaria la fe|instituto de investigacin la fe|instituto de investigacin sanitaria la fe de|instituto de investigacion sanitaria la e|instituto de investigacion sanitaria la fe|instituto de investigacion sanitaria la fe de valencia,bulk_reviewed|llm_reviewed|location_postcode,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:instituto investigacion sanitaria:blocked,instituto investigacion sanitaria,Instituto de Investigacin Sanitaria La Fe,Instituto de Investigacin Sanitaria La Fe|INSTITUTO DE INVESTIGACIN SANITARIA LA FE DE VALENCIA,instituto de investigacin sanitaria la fe|instituto de investigacin sanitaria la fe de|instituto de investigacin sanitaria la fe de valencia|instituto de investigacion sanitaria la e|instituto de investigacion sanitaria la fe de valencia,bulk_reviewed|llm_reviewed|location_postcode,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:instytut pomnik zdrowia dziecka:auto,instytut pomnik zdrowia dziecka,Instytut Pomnik - Centrum Zdrowia Dziecka,Instytut Pomnik - Centrum Zdrowia Dziecka|Instytut Pomnik Centrum Zdrowia Dziecka,instytut pomnik centrum zdrowia dziecka|instytut pomnik-centrum zdrowia dziecka,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
