alias_clean,substance_clean,alias_type,source
abilify,aripiprazole,ema_product_name,epar
usymro,ustekinumab,ema_product_name,epar
tolvaptan accord,tolvaptan,ema_product_name,epar
onureg,azacitidine,ema_product_name,epar
praluent,alirocumab,ema_product_name,epar
ayvakyt,avapritinib,ema_product_name,epar
nurzigma,pridopidine hydrochloride,ema_product_name,epar
harvoni,ledipasvir|sofosbuvir,ema_product_name,epar
sovaldi,sofosbuvir,ema_product_name,epar
ecovaxxin ms,"mycoplasma synoviae, strain k588a, live",ema_product_name,epar
reagila,cariprazine hydrochloride,ema_product_name,epar
xalkori,crizotinib,ema_product_name,epar
cancidas (previously caspofungin msd),caspofungin (as acetate),ema_product_name,epar
wayrilz,rilzabrutinib,ema_product_name,epar
cabazitaxel accord,cabazitaxel,ema_product_name,epar
olanzapine viatris (previously olanzapine mylan),olanzapine,ema_product_name,epar
norvir,ritonavir,ema_product_name,epar
vaxxinact h5,"avian influenza virus, subtype h5, haemagglutinin (recombinant)",ema_product_name,epar
voraxaze,glucarpidase,ema_product_name,epar
tyverb,lapatinib,ema_product_name,epar
imlygic,talimogene laherparepvec,ema_product_name,epar
ofev,nintedanib,ema_product_name,epar
spedra,avanafil,ema_product_name,epar
veklury,remdesivir,ema_product_name,epar
voriconazole hikma (previously voriconazole hospira),voriconazole,ema_product_name,epar
levetiracetam sun,levetiracetam,ema_product_name,epar
jalra,vildagliptin,ema_product_name,epar
junod,denosumab,ema_product_name,epar
telzir,fosamprenavir calcium,ema_product_name,epar
granupas (previously para-aminosalicylic acid lucane),para-aminosalicylic acid,ema_product_name,epar
xiliarx,vildagliptin,ema_product_name,epar
tasigna,nilotinib,ema_product_name,epar
fabhalta,iptacopan hydrochloride monohydrate,ema_product_name,epar
attrogy,diflunisal,ema_product_name,epar
replagal,agalsidase alfa,ema_product_name,epar
tuzulby,methylphenidate hydrochloride,ema_product_name,epar
yargesa,miglustat,ema_product_name,epar
simulect,basiliximab,ema_product_name,epar
methylthioninium chloride proveblue,methylthioninium chloride,ema_product_name,epar
pirfenidone viatris,pirfenidone,ema_product_name,epar
puregon,follitropin beta,ema_product_name,epar
rotateq,rotavirus serotype g1|rotavirus serotype g2|rotavirus serotype g3|rotavirus serotype g4|rotavirus serotype p1,ema_product_name,epar
orgalutran,ganirelix,ema_product_name,epar
absimky,ustekinumab,ema_product_name,epar
cosentyx,secukinumab,ema_product_name,epar
mepact,mifamurtide,ema_product_name,epar
azacitidine kabi,azacitidine,ema_product_name,epar
invokana,canagliflozin,ema_product_name,epar
"adjupanrix (previously pandemic influenza vaccine (h5n1) (split virion, inactivated, adjuvanted) glaxosmithkline biologicals)","split influenza virus, inactivated, containing antigen: a|vietnam|1194|2004 (h5n1) like strain used (nibrg-14)",ema_product_name,epar
rapiscan,regadenoson,ema_product_name,epar
ngenla,somatrogon,ema_product_name,epar
matever,levetiracetam,ema_product_name,epar
seffalair spiromax,fluticasone propionate|salmeterol xinafoate,ema_product_name,epar
omforro,midazolam hydrochloride,ema_product_name,epar
ventavis,iloprost,ema_product_name,epar
cyanokit,hydroxocobalamin,ema_product_name,epar
libmeldy,atidarsagene autotemcel,ema_product_name,epar
coagadex,human coagulation factor x,ema_product_name,epar
remicade,infliximab,ema_product_name,epar
repatha,evolocumab,ema_product_name,epar
levetiracetam hospira,levetiracetam,ema_product_name,epar
clopidogrel viatris (previously clopidogrel taw pharma),clopidogrel besilate,ema_product_name,epar
synagis,palivizumab,ema_product_name,epar
imaavy,nipocalimab,ema_product_name,epar
prevymis,letermovir,ema_product_name,epar
afstyla,lonoctocog alfa,ema_product_name,epar
pifeltro,doravirine,ema_product_name,epar
hyrimoz,adalimumab,ema_product_name,epar
aimovig,erenumab,ema_product_name,epar
livogiva,teriparatide,ema_product_name,epar
kovaltry,octocog alfa,ema_product_name,epar
sirolimus triviumvet,sirolimus,ema_product_name,epar
rizmoic,naldemedine tosilate,ema_product_name,epar
carbaglu,carglumic acid,ema_product_name,epar
inbrija,levodopa,ema_product_name,epar
kimmtrak,tebentafusp,ema_product_name,epar
levetiracetam accord,levetiracetam,ema_product_name,epar
dacogen,decitabine,ema_product_name,epar
aubagio,teriflunomide,ema_product_name,epar
eviplera,emtricitabine|rilpivirine hydrochloride|tenofovir disoproxil fumarate,ema_product_name,epar
abecma,idecabtagene vicleucel,ema_product_name,epar
neulasta,pegfilgrastim,ema_product_name,epar
symkevi,tezacaftor|ivacaftor,ema_product_name,epar
xermelo,telotristat etiprate,ema_product_name,epar
filspari,sparsentan,ema_product_name,epar
lyfnua,gefapixant,ema_product_name,epar
eucreas,vildagliptin|metformin hydrochloride,ema_product_name,epar
ravicti,glycerol phenylbutyrate,ema_product_name,epar
icandra (previously vildagliptin / metformin hydrochloride novartis),vildagliptin|metformin hydrochloride,ema_product_name,epar
zomarist,vildagliptin|metformin hydrochloride,ema_product_name,epar
firocoxib cp-pharma,firocoxib,ema_product_name,epar
jivi,damoctocog alfa pegol,ema_product_name,epar
sogroya,somapacitan,ema_product_name,epar
dengvaxia,"chimeric yellow fever dengue virus serotype 1 (live, attenuated)|chimeric yellow fever dengue virus serotype 2 (live, attenuated)|chimeric yellow fever dengue virus serotype 3 (live, attenuated)|chimeric yellow fever dengue virus serotype 4 (live, attenuated)",ema_product_name,epar
brinsupri,brensocatib monohydrate,ema_product_name,epar
tuzodi,midazolam hydrochloride,ema_product_name,epar
hetlioz,tasimelteon,ema_product_name,epar
sunitinib accord,sunitinib,ema_product_name,epar
tryngolza,olezarsen sodium,ema_product_name,epar
baraclude,entecavir,ema_product_name,epar
delstrigo,doravirine|lamivudine|tenofovir disoproxil fumarate,ema_product_name,epar
incellipan,"influenza virus a|turkey|turkey|1|2005 (h5n1) nibrg-23 strain, ha surface antigen",ema_product_name,epar
nexobrid,proteolytic enzymes enriched in bromelain,ema_product_name,epar
protopic,tacrolimus,ema_product_name,epar
kaletra,lopinavir|ritonavir,ema_product_name,epar
pregabalin sandoz,pregabalin,ema_product_name,epar
izamby,denosumab,ema_product_name,epar
krazati,adagrasib,ema_product_name,epar
rasagiline viatris (previously rasagiline mylan),rasagiline tartrate,ema_product_name,epar
benepali,etanercept,ema_product_name,epar
xelevia,sitagliptin,ema_product_name,epar
cerezyme,imiglucerase,ema_product_name,epar
velmetia,sitagliptin|metformin hydrochloride,ema_product_name,epar
zinplava,bezlotoxumab,ema_product_name,epar
efficib,sitagliptin|metformin hydrochloride,ema_product_name,epar
tesavel,sitagliptin,ema_product_name,epar
hemosyvet,etamsylate,ema_product_name,epar
atropine sulfate fgk,atropine sulfate,ema_product_name,epar
byfavo,remimazolam besilate,ema_product_name,epar
talvey,talquetamab,ema_product_name,epar
memantine mylan,memantine hydrochloride,ema_product_name,epar
rolcya,denosumab,ema_product_name,epar
jubbonti,denosumab,ema_product_name,epar
librela,bedinvetmab,ema_product_name,epar
lenivia,izenivetmab,ema_product_name,epar
rubraca,rucaparib camsylate,ema_product_name,epar
celdoxome pegylated liposomal,doxorubicin hydrochloride,ema_product_name,epar
qarziba (previously dinutuximab beta eusa and dinutuximab beta apeiron),dinutuximab beta,ema_product_name,epar
hydrocortisone aguettant,hydrocortisone,ema_product_name,epar
refixia,nonacog beta pegol,ema_product_name,epar
vaxxitek hvt+ibd+h5,"turkey herpesvirus, strain rhvt-ibd-h5 (cell-associated), expressing the vp2 protein gene of infectious bursal disease virus and haemagglutinin gene of avian influenza virus subtype h5, live",ema_product_name,epar
tukysa,tucatinib,ema_product_name,epar
accofil,filgrastim,ema_product_name,epar
pedea,ibuprofen,ema_product_name,epar
brukinsa,zanubrutinib,ema_product_name,epar
lupkynis,voclosporin,ema_product_name,epar
reblozyl,luspatercept,ema_product_name,epar
hizentra,human normal immunoglobulin (scig),ema_product_name,epar
ebvallo,tabelecleucel,ema_product_name,epar
steglujan,ertugliflozin l-pyroglutamic acid|sitagliptin phosphate monohydrate,ema_product_name,epar
segluromet,ertugliflozin l-pyroglutamic acid|metformin hydrochloride,ema_product_name,epar
invanz,ertapenem sodium,ema_product_name,epar
obizur,susoctocog alfa,ema_product_name,epar
eiyzey,aflibercept,ema_product_name,epar
yselty,linzagolix choline,ema_product_name,epar
afinitor,everolimus,ema_product_name,epar
votubia,everolimus,ema_product_name,epar
xydalba,dalbavancin hydrochloride,ema_product_name,epar
atectura breezhaler,indacaterol acetate|mometasone furoate,ema_product_name,epar
enerzair breezhaler,indacaterol|glycopyrronium bromide|mometasone,ema_product_name,epar
dafiro,amlodipine|valsartan,ema_product_name,epar
copalia,valsartan|amlodipine (as amlodipine besilate),ema_product_name,epar
exforge,valsartan|amlodipine (as amlodipine besilate),ema_product_name,epar
descovy,emtricitabine|tenofovir alafenamide,ema_product_name,epar
viread,tenofovir disoproxil fumarate,ema_product_name,epar
hirobriz breezhaler,indacaterol maleate,ema_product_name,epar
oslif breezhaler,indacaterol maleate,ema_product_name,epar
onbrez breezhaler,indacaterol maleate,ema_product_name,epar
prevenar 20 (previously apexxnar),pneumococcal polysaccharide serotype 1|pneumococcal polysaccharide serotype 3|pneumococcal polysaccharide serotype 4|pneumococcal polysaccharide serotype 5|pneumococcal polysaccharide serotype 6a|pneumococcal polysaccharide serotype 6b|pneumococcal polysaccharide serotype 7f|pneumococcal polysaccharide serotype 8|pneumococcal polysaccharide serotype 9v|pneumococcal polysaccharide serotype 10a|pneumococcal polysaccharide serotype 11a|pneumococcal polysaccharide serotype 12f|pneumococcal polysaccharide serotype 14|pneumococcal polysaccharide serotype 15b|pneumococcal polysaccharide serotype 18c|pneumococcal polysaccharide serotype 19a|pneumococcal polysaccharide serotype 19f|pneumococcal polysaccharide serotype 22f|pneumococcal polysaccharide serotype 23f|pneumococcal polysaccharide serotype 33f,ema_product_name,epar
truvada,emtricitabine|tenofovir disoproxil fumarate,ema_product_name,epar
ristfor,sitagliptin|metformin hydrochloride,ema_product_name,epar
awiqli,insulin icodec,ema_product_name,epar
isentress,raltegravir,ema_product_name,epar
ivabradine anpharm,ivabradine,ema_product_name,epar
corlentor,ivabradine hydrochloride,ema_product_name,epar
procoralan,ivabradine hydrochloride,ema_product_name,epar
imreplys,sargramostim,ema_product_name,epar
anagrelide viatris (previously anagrelide mylan),anagrelide hydrochloride,ema_product_name,epar
ondexxya,andexanet alfa,ema_product_name,epar
ranivisio,ranibizumab,ema_product_name,epar
epruvy (previously ranibizumab midas),ranibizumab,ema_product_name,epar
kizfizo,temozolomide,ema_product_name,epar
ohtuvayre,ensifentrine,ema_product_name,epar
enzalutamide accordpharma,enzalutamide,ema_product_name,epar
juluca,dolutegravir sodium|rilpivirine hydrochloride,ema_product_name,epar
tivicay,dolutegravir,ema_product_name,epar
zavicefta,avibactam sodium|ceftazidime pentahydrate,ema_product_name,epar
sitagliptin / metformin hydrochloride accord,metformin hydrochloride|sitagliptin hydrochloride monohydrate,ema_product_name,epar
efient,prasugrel,ema_product_name,epar
janumet,sitagliptin|metformin hydrochloride,ema_product_name,epar
eyluxvi,aflibercept,ema_product_name,epar
glivec,imatinib,ema_product_name,epar
datopotamab deruxtecan daiichi sankyo,datopotamab deruxtecan,ema_product_name,epar
jakavi,ruxolitinib phosphate,ema_product_name,epar
sitagliptin sun,sitagliptin fumarate,ema_product_name,epar
flixabi,infliximab,ema_product_name,epar
dectova,zanamivir,ema_product_name,epar
hbvaxpro,"hepatitis b, recombinant surface antigen",ema_product_name,epar
cubicin,daptomycin,ema_product_name,epar
zepatier,elbasvir|grazoprevir,ema_product_name,epar
bridion,sugammadex,ema_product_name,epar
temodal,temozolomide,ema_product_name,epar
quadramet,samarium (153sm) lexidronam pentasodium,ema_product_name,epar
duavive,oestrogens conjugated|bazedoxifene,ema_product_name,epar
kymriah,tisagenlecleucel,ema_product_name,epar
xoanacyl,ferric citrate coordination complex,ema_product_name,epar
pregabalin viatris pharma (previously pregabalin pfizer),pregabalin,ema_product_name,epar
pegasys,peginterferon alfa-2a,ema_product_name,epar
beyonttra,acoramidis hydrochloride,ema_product_name,epar
portela,relfovetmab,ema_product_name,epar
mektovi,binimetinib,ema_product_name,epar
ivemend,fosaprepitant,ema_product_name,epar
rekambys,rilpivirine,ema_product_name,epar
piqray,alpelisib,ema_product_name,epar
vgenfli,aflibercept,ema_product_name,epar
bravecto triuno,fluralaner|moxidectin|pyrantel,ema_product_name,epar
myalepta,metreleptin,ema_product_name,epar
zurzuvae,zuranolone,ema_product_name,epar
januvia,sitagliptin,ema_product_name,epar
elonva,corifollitropin alfa,ema_product_name,epar
teysuno,tegafur|gimeracil|oteracil,ema_product_name,epar
ristaben,sitagliptin,ema_product_name,epar
m-m-rvaxpro,"measles virus enders' edmonston strain (live, attenuated)|mumps virus jeryl lynn (level b) strain (live, attenuated)|rubella virus wistar ra 27|3 strain (live, attenuated)",ema_product_name,epar
vocabria,cabotegavir sodium|cabotegravir,ema_product_name,epar
zimbus breezhaler,glycopyrronium bromide|indacaterol (acetate)|mometasone furoate,ema_product_name,epar
lytgobi,futibatinib,ema_product_name,epar
phesgo,pertuzumab|trastuzumab,ema_product_name,epar
votrient,pazopanib,ema_product_name,epar
abilify maintena,aripiprazole,ema_product_name,epar
fanskya,mozafancogene autotemcel,ema_product_name,epar
lemtrada,alemtuzumab,ema_product_name,epar
elzonris,tagraxofusp,ema_product_name,epar
emend,aprepitant,ema_product_name,epar
columvi,glofitamab,ema_product_name,epar
siiltibcy,mycobacterium tuberculosis derived antigens (rdesat‑6 and rcfp‑10),ema_product_name,epar
amtagvi,lifileucel,ema_product_name,epar
vimizim,recombinant human n-acetylgalactosamine-6-sulfatase,ema_product_name,epar
camzyos,mavacamten,ema_product_name,epar
prolia,denosumab,ema_product_name,epar
tygacil,tigecycline,ema_product_name,epar
insulin human rechon,insulin human,ema_product_name,epar
amsparity,adalimumab,ema_product_name,epar
zonisamide viatris (previously zonisamide mylan),zonisamide,ema_product_name,epar
aqumeldi,enalapril (maleate),ema_product_name,epar
gardasil,human papillomavirus type 6 l1 protein|human papillomavirus type 11 l1 protein|human papillomavirus type 16 l1 protein|human papillomavirus type 18 l1 protein,ema_product_name,epar
herwenda,trastuzumab,ema_product_name,epar
mipet easecto,sarolaner,ema_product_name,epar
elevidys,delandistrogene moxeparvovec,ema_product_name,epar
diacomit,stiripentol,ema_product_name,epar
zycortal,desoxycortone pivalate,ema_product_name,epar
zulvac sbv,"inactivated schmallenberg virus, strain bh80|11-4",ema_product_name,epar
zenalpha,medetomidine hydrochloride|vatinoxan hydrochloride,ema_product_name,epar
virbagen omega,recombinant omega interferon of feline origin,ema_product_name,epar
veraflox,pradofloxacin,ema_product_name,epar
vepured,recombinant verotoxin 2e of e. coli,ema_product_name,epar
vectra felis,pyriproxyfen|dinotefuran,ema_product_name,epar
vectormune fp ilt + ae,"live recombinant fowlpox virus expressing the membrane fusion protein and the encapsidation protein of avian infectious laryngotracheitis virus (rfp-lt) and avian encephalomyelitis virus, strain calnek 1143 (ae)",ema_product_name,epar
nplate,romiplostim,ema_product_name,epar
zulvac btv,"one of the following inactivated bluetongue virus strains:inactivated bluetongue virus, serotype 1, strain btv-1|alg2006|01 e1inactivated bluetongue virus, serotype 8, strain btv-8|bel2006|02inactivated bluetongue virus, serotype 4, strain spa-1|2004",ema_product_name,epar
zulvac 1+8 ovis,"inactivated bluetongue virus, serotype 1, strain btv-1|alg2006|01|inactivated bluetongue virus, serotype 8, strain btv-8|bel2006|02",ema_product_name,epar
zulvac 1+8 bovis,"inactivated bluetongue virus, serotype 1, strain btv-1|alg2006|01 e1 rp|inactivated bluetongue virus, serotype 8, strain btv-8|bel2006|02",ema_product_name,epar
zulvac 8 ovis,"inactivated bluetongue virus, serotype 8, strain btv-8|bel2006|02",ema_product_name,epar
varromed,oxalic acid dihydrate|formic acid,ema_product_name,epar
upcard,torasemide anhydrous,ema_product_name,epar
ultifend nd ibd,"turkey herpes virus, strain rhvt|nd|ibd, expressing the fusion protein of newcastle disease virus and the vp2 protein of infectious bursal disease virus, live recombinant",ema_product_name,epar
suvaxyn circo,"porcine circovirus vaccine (inactivated, recombinant)",ema_product_name,epar
suvaxyn circo+mh rtu,"inactivated recombinant chimeric porcine circovirus type 1 containing the porcine circovirus type 2 orf2 protein|inactivated mycoplasma hyopneumoniae, strain p-5722-3",ema_product_name,epar
suiseng diff/a,"clostridioides difficile toxoid a|clostridioides difficile toxoid b|clostridium perfringens, type a, alpha toxoid",ema_product_name,epar
stelfonta,tigilanol tiglate,ema_product_name,epar
sevohale (previously sevocalm),sevoflurane,ema_product_name,epar
sedadex,dexmedetomidine hydrochloride,ema_product_name,epar
rabitec,"attenuated live rabies vaccine virus, strain spbn gasgas",ema_product_name,epar
bortezomib sun,bortezomib,ema_product_name,epar
ubac,"lipoteichoic acid from biofilm adhesion component of streptococcus uberis, strain 5616",ema_product_name,epar
tulissin,tulathromycin,ema_product_name,epar
tulinovet,tulathromycin,ema_product_name,epar
tulaven,tulathromycin,ema_product_name,epar
rabigen sag2,"live attenuated rabies virus, sag2 strain",ema_product_name,epar
rhiniseng,"inactivated bordetella bronchiseptica, strain 833cer|recombinant type-d pasteurella-multocida toxin",ema_product_name,epar
rexxolide,tulathromycin,ema_product_name,epar
respiporc flupan h1n1,"influenza a virus|human strain: a|jena|vi5258|2009 (h1n1)pdm09, inactivated",ema_product_name,epar
quadrisol,vedaprofen,ema_product_name,epar
okedi,risperidone,ema_product_name,epar
respiporc flu3,inactivated influenza-a virus|swine,ema_product_name,epar
reprocyc parvoflex,"porcine parvovirus, strain 27a, viral protein 2",ema_product_name,epar
reconcile,fluoxetine,ema_product_name,epar
prozinc,insulin human,ema_product_name,epar
evusheld,tixagevimab|cilgavimab,ema_product_name,epar
profender,emodepside|praziquantel,ema_product_name,epar
procox,emodepside|toltrazuril,ema_product_name,epar
prevomax,maropitant,ema_product_name,epar
oxlumo,lumasiran sodium,ema_product_name,epar
mycamine,micafungin,ema_product_name,epar
prac-tic,pyriprole,ema_product_name,epar
posatex,orbifloxacin|mometasone furoate|posaconazole,ema_product_name,epar
teriparatide sun,teriparatide,ema_product_name,epar
novem,meloxicam,ema_product_name,epar
oncept il-2,"canarypox virus, strain vcp1338, expressing feline interleukin-2 gene, live",ema_product_name,epar
osurnia,betamethasone acetate|terbinafine|florfenicol,ema_product_name,epar
nobilis ib primo qx,"live avian infectious bronchitis virus, strain d388",ema_product_name,epar
nobivac bb,live bordetella bronchiseptica bacteria strain b-c2,ema_product_name,epar
novaquin,meloxicam,ema_product_name,epar
porcilis porcoli diluvac forte (previously porcilis porcoli),f4ab (k88ab) fimbrial adhesin|f4ac (k88ac) fimbrial adhesin|f5 (k99) fimbrial adhesin|f6 (987p) fimbrial adhesin|lt toxoid,ema_product_name,epar
porcilis ar-t df,protein do (non-toxic deletion derivative of pasteurella multocida dermonecrotic toxin)|inactivated bordetella bronchiseptica cells,ema_product_name,epar
melosus,meloxicam,ema_product_name,epar
meloxidolor,meloxicam,ema_product_name,epar
meloxidyl,meloxicam,ema_product_name,epar
pexion,imepitoin,ema_product_name,epar
loxicom,meloxicam,ema_product_name,epar
lydaxx,tulathromycin,ema_product_name,epar
masivet,masitinib mesilate,ema_product_name,epar
nasym,"live attenuated bovine respiratory syncytial virus (brsv), strain lym-56",ema_product_name,epar
ms-h vaccine,mycoplasma synoviae strain ms-h,ema_product_name,epar
mirataz,mirtazapine,ema_product_name,epar
adasuve,loxapine,ema_product_name,epar
memantine accord,memantine hydrochloride,ema_product_name,epar
neptra,florfenicol|terbinafine hydrochloride|mometasone furoate,ema_product_name,epar
ovugel,triptorelin acetate,ema_product_name,epar
oxyglobin,haemoglobin glutamer-200 (bovine),ema_product_name,epar
zadenvi,denosumab,ema_product_name,epar
locatim (previously serinucoli),bovine concentrated lactoserum containing specific immunoglobulins g against e. coli f5 (k99) adhesin,ema_product_name,epar
letifend,recombinant protein q from leishmania infantum mon-1,ema_product_name,epar
kriptazen,halofuginone,ema_product_name,epar
ingelvac circoflex,porcine circovirus type 2 orf2 protein,ema_product_name,epar
azacitidine accord,azacitidine,ema_product_name,epar
inflacam,meloxicam,ema_product_name,epar
briumvi,ublituximab,ema_product_name,epar
isemid,torasemide,ema_product_name,epar
bemrist breezhaler,indacaterol|mometasone furoate,ema_product_name,epar
selincro,nalmefene hydrochloride dihydrate,ema_product_name,epar
halocur,halofuginone,ema_product_name,epar
galliprant,grapiprant,ema_product_name,epar
aplidin,plitidepsin,ema_product_name,epar
rixathon,rituximab,ema_product_name,epar
tyenne,tocilizumab,ema_product_name,epar
nidlegy,bifikafusp alfa|onfekafusp alfa,ema_product_name,epar
farydak,panobinostat lactate anhydrous,ema_product_name,epar
deferasirox accord,deferasirox,ema_product_name,epar
maapliv,"glycine,l-alanine,l-arginine,l-aspartic acid,l-cysteine hydrochloride monohydrate,l-histidine,l-methionine,l-phenylalanine,l-proline,l-serine,l-threonine,l-tryptophan,l-tyrosine,l-glutamic acid,l-lysine monohydrate,taurine",ema_product_name,epar
jevtana,cabazitaxel,ema_product_name,epar
riltrava aerosphere,budesonide|formoterol fumarate dihydrate|glycopyrronium bromide,ema_product_name,epar
orgovyx,relugolix,ema_product_name,epar
truxima,rituximab,ema_product_name,epar
empliciti,elotuzumab,ema_product_name,epar
ellaone,ulipristal,ema_product_name,epar
blitzima,rituximab,ema_product_name,epar
ibandronic acid accord,ibandronic acid,ema_product_name,epar
tigecycline accord,tigecycline,ema_product_name,epar
prasugrel viatris (previously prasugrel mylan),prasugrel besilate,ema_product_name,epar
grastofil,filgrastim,ema_product_name,epar
alhemo,concizumab,ema_product_name,epar
equilis ehv 1+4,"equine herpesvirus 1, strain rac-h and equine herpesvirus 4, strain 2252",ema_product_name,epar
xaluprine (previously mercaptopurine nova laboratories),6-mercaptopurine monohydrate,ema_product_name,epar
karvezide,irbesartan|hydrochlorothiazide,ema_product_name,epar
coaprovel,irbesartan|hydrochlorothiazide,ema_product_name,epar
proquad,"virus, live attenuated, measles, virus, live attenuated, mumps, virus, live attenuated, rubella, virus, live attenuated, varicella",ema_product_name,epar
riulvy,tegomil fumarate,ema_product_name,epar
olanzapine apotex,olanzapine,ema_product_name,epar
ordspono,odronextamab,ema_product_name,epar
trixeo aerosphere,formoterol fumarate dihydrate|glycopyrronium bromide|budesonide,ema_product_name,epar
ogluo,glucagon,ema_product_name,epar
viagra,sildenafil,ema_product_name,epar
revatio,sildenafil,ema_product_name,epar
mylotarg,gemtuzumab ozogamicin,ema_product_name,epar
baqsimi,glucagon,ema_product_name,epar
emselex,darifenacin hydrobromide,ema_product_name,epar
thalidomide lipomed,thalidomide,ema_product_name,epar
velsipity,etrasimod arginine,ema_product_name,epar
axitinib accord,axitinib,ema_product_name,epar
champix,varenicline,ema_product_name,epar
nilotinib accord,nilotinib,ema_product_name,epar
rukobia,fostemsavir trometamol,ema_product_name,epar
spravato,esketamine hydrochloride,ema_product_name,epar
hemlibra,emicizumab,ema_product_name,epar
tasmar,tolcapone,ema_product_name,epar
zinforo,ceftaroline fosamil,ema_product_name,epar
revlimid,lenalidomide,ema_product_name,epar
ecalta,anidulafungin,ema_product_name,epar
equisolon,prednisolone,ema_product_name,epar
equioxx,firocoxib,ema_product_name,epar
equilis west nile,inactivated chimaeric flavivirus strain yf-wn,ema_product_name,epar
fungitraxx,itraconazole,ema_product_name,epar
fortekor plus,benazepril hydrochloride|pimobendan,ema_product_name,epar
felpreva,emodepside|praziquantel|tigolaner,ema_product_name,epar
fatrovax rhd,rabbit hemorrhagic disease virus 2 vp1ab|rabbit hemorrhagic disease virus vp1a,ema_product_name,epar
evant,"eimeria maxima, strain 013|eimeria mitis, strain 006|eimeria praecox, strain 007|eimeria tenella, strain 004",ema_product_name,epar
evalon,vaccine against coccidiosis in chickens,ema_product_name,epar
eurican herpes 205,canine herpesvirus (f205 strain) antigens,ema_product_name,epar
eryseng,"erysipelothrix rhusiopathiae, strain r32e11 (inactivated)",ema_product_name,epar
eryseng parvo,"porcine parvovirus, strain nadl-2 and erysipelothrix rhusiopathiae, strain r32e11 (inactivated)",ema_product_name,epar
eksunbi,ustekinumab,ema_product_name,epar
yaxwer,denosumab,ema_product_name,epar
equilis strepe,live deletion-mutant streptococcus equi strain tw928,ema_product_name,epar
enteroporc coli ac,inactivated fimbrial adhesins of escherichia coli|clostridium perfringens type a|c toxoids,ema_product_name,epar
emdocam,meloxicam,ema_product_name,epar
econor,valnemulin,ema_product_name,epar
easotic,gentamicin sulfate|hydrocortisone aceponate|miconazole nitrate,ema_product_name,epar
draxxin,tulathromycin,ema_product_name,epar
cortavance,hydrocortisone aceponate,ema_product_name,epar
contacera,meloxicam,ema_product_name,epar
coliprotec f4/f18,live non-pathogenic escherichia coli o141:k94 (f18ac) and o8:k87 (f4ac),ema_product_name,epar
clynav,puk-spdv-poly2#1 dna plasmid coding for salmon pancreas disease virus proteins,ema_product_name,epar
clomicalm,clomipramine hydrochloride,ema_product_name,epar
eurartesim,piperaquine tetraphosphate|artenimol,ema_product_name,epar
clevor,ropinirole hydrochloride,ema_product_name,epar
chanhold,selamectin,ema_product_name,epar
baycox iron,iron(iii) ion|toltrazuril,ema_product_name,epar
lokelma,sodium zirconium cyclosilicate,ema_product_name,epar
ebilfumin,oseltamivir,ema_product_name,epar
syvazul btv,"inactivated bluetongue virus, serotype 1, strain alg2006|01 e1|inactivated bluetongue virus, serotype 4, strain btv-4|spa-1|2004|inactivated bluetongue virus, serotype 8, strain bel2006|01",ema_product_name,epar
syvazul btv 3,"bluetongue virus, serotype 3, btv-3|net2023, inactivated",ema_product_name,epar
daxocox,enflicoxib,ema_product_name,epar
nobivac leufel,purified rp-45 felv-envelope antigen,ema_product_name,epar
nobivac myxo-rhd plus,live myxoma vectored rhd virus strain 009|live myxoma vectored rhd virus strain mk1899,ema_product_name,epar
leucogen,purified p45 felv-envelope antigen,ema_product_name,epar
eravac,"inactivated rabbit haemorrhagic disease type 2 virus (rhdv2), strainv-1037",ema_product_name,epar
suvaxyn csf marker,live recombinant e2 gene-deleted bovine viral diarrhoea virus containing classical swine fever virus e2 gene (cp7_e2alf),ema_product_name,epar
nexgard,afoxolaner,ema_product_name,epar
nexgard spectra,afoxolaner|milbemycin oxime,ema_product_name,epar
fluralaner intervet,fluralaner,ema_product_name,epar
innovax-nd-ibd-ilt,"turkey herpesvirus strain hvt|nd|ibd|ilt (cell-associated), expressing the fusion protein gene of newcastle disease virus, the vp2 protein gene of infectious bursal disease virus and the glycoproteins gd and gi genes of infectious laryngotracheitis virus, live",ema_product_name,epar
nobilis multriva gm+reom,"inactivated avian reovirus strain arv-1|inactivated avian reovirus strain arv-4|inactivated infectious bursal disease virus, strain 89|03|inactivated infectious bursal disease virus, strain gb02",ema_product_name,epar
nobilis multriva ibm+nd,"inactivated avian infectious bronchitis virus, type massachusetts, strain m41|inactivated avian infectious bronchitis virus, type 793|b, strain 4-91|newcastle disease virus, strain ulster, inactivated",ema_product_name,epar
bravecto combiuno,fluralaner|milbemycin oxime,ema_product_name,epar
zenrelia,ilunocitinib,ema_product_name,epar
numelvi,atinvicitinib,ema_product_name,epar
jcovden (previously covid-19 vaccine janssen),adenovirus type 26 encoding the sars-cov-2 spike glycoprotein (ad26.cov2-s),ema_product_name,epar
talzenna,talazoparib,ema_product_name,epar
nubeqa,darolutamide,ema_product_name,epar
rivaroxaban accord,rivaroxaban,ema_product_name,epar
tabrecta,capmatinib dihydrochloride monohydrate,ema_product_name,epar
laventair ellipta (previously laventair),umeclidinium bromide|vilanterol,ema_product_name,epar
kyntheum,brodalumab,ema_product_name,epar
betmiga,mirabegron,ema_product_name,epar
pregabalin accord,pregabalin,ema_product_name,epar
felisecto plus,selamectin|sarolaner,ema_product_name,epar
iscover,clopidogrel,ema_product_name,epar
