alias_clean,substance_clean,alias_type,source
proteqflu,vcp 2242 virus|vcp1529 virus|vcp1533 virus|vcp3011 virus,ema_product_name,epar
solensia,frunevetmab,ema_product_name,epar
stayveer,bosentan (as monohydrate),ema_product_name,epar
proteqflu-te,clostridium tetani toxoid|vcp 2242 virus|vcp1529 virus|vcp1533 virus|vcp3011 virus,ema_product_name,epar
innovax-ilt,"cell-associated live recombinant turkey herpesvirus (strain hvt|ilt-138), expressing the glycoproteins gd and gi of infectious laryngotracheitis virus",ema_product_name,epar
memantine lek,memantine hydrochloride,ema_product_name,epar
zydelig,idelalisib,ema_product_name,epar
purevax rc,attenuated feline rhinotracheitis herpesvirus (fhv f2 strain)|inactivated feline calicivirosis antigens (fcv 431 and g1 strains),ema_product_name,epar
zytiga,abiraterone acetate,ema_product_name,epar
velcade,bortezomib,ema_product_name,epar
ciambra,pemetrexed disodium hemipentahydrate,ema_product_name,epar
aldurazyme,laronidase,ema_product_name,epar
gefitinib mylan,gefitinib,ema_product_name,epar
purevax rabies,vcp65 virus,ema_product_name,epar
suvaxyn prrs mlv,modified live porcine respiratory and reproductive syndrome virus,ema_product_name,epar
nobilis ib 4-91,live attenuated avian infectious bronchitis virus variant strain 4-91,ema_product_name,epar
mevlyq,eribulin mesylate,ema_product_name,epar
versican plus pi/l4r,"canine parainfluenza virus, leptospira and rabies virus.",ema_product_name,epar
equip wnv (previously duvaxyn wnv),"inactivated west nile virus, strain vm-2",ema_product_name,epar
versican plus dhppi/l4r,"canine distemper virus, strain cdv bio 11|a, canine adenovirus type 2, strain cav-2 bio 13, canine parvovirus type 2b, strain cpv-2b bio 12|b, canine parainfluenza type 2 virus, strain cpiv-2 bio 15 (all live attenuated), leptospira interrogans serogroup australis serovar bratislava, strain mslb 1088, l. interrogans serogroup icterohaemorrhagiae serovar icterohaemorrhagiae, strain mslb 1089, l. interrogans serogroup canicola serovar canicola, strain mslb 1090, l. kirschneri serogroup grippotyphosa serovar grippotyphosa, strain mslb 1091...",ema_product_name,epar
aivlosin,tylvalosin,ema_product_name,epar
porcilis pcv id,porcine circovirus type 2 orf2 subunit antigen,ema_product_name,epar
arti-cell forte,chondrogenic induced equine allogeneic peripheral blood-derived mesenchymal stem cells,ema_product_name,epar
halaven,eribulin,ema_product_name,epar
purevax rcpch felv,attenuated feline rhinotracheitis herpesvirus (fhv f2 strain)|inactivated feline calicivirosis antigens (fcv 431 and g1 strains)|attenuated feline panleucopenia virus (pli iv)|felv recombinant canarypox virus (vcp97)|attenuated chlamydophila felis (905 strain),ema_product_name,epar
purevax rcpch,attenuated feline rhinotracheitis herpesvirus (fhv f2 strain)|inactivated feline calicivirosis antigens (fcv 431 and g1 strains)|attenuated chlamydophila felis (905 strain)|attenuated feline panleucopenia virus (pli iv),ema_product_name,epar
innovax-nd-ilt,cell-associated live recombinant turkey herpesvirus (strain hvt|ndv|ilt) expressing the fusion protein of newcastle disease virus and the glycoproteins gd and gi of infectious laryngotracheitis virus,ema_product_name,epar
divence ibr marker live,"infectious bovine rhinotracheitis virus, strain ceddel, ge- tk- double-gene deleted, live",ema_product_name,epar
oxbryta,voxelotor,ema_product_name,epar
zeleris,florfenicol|meloxicam,ema_product_name,epar
viekirax,ombitasvir|paritaprevir|ritonavir,ema_product_name,epar
exviera,dasabuvir sodium,ema_product_name,epar
dificlir,fidaxomicin,ema_product_name,epar
kinharto,omecamtiv mecarbil dihydrochloride hydrate,ema_product_name,epar
giapreza,angiotensin ii acetate,ema_product_name,epar
entacapone orion,entacapone,ema_product_name,epar
repaglinide accord,repaglinide,ema_product_name,epar
porcilis pcv m hyo id,"porcine circovirus type 2, orf2 capsid protein|mycoplasma hyopneumoniae, strain j, inactivated",ema_product_name,epar
cevac salmune eti k,"salmonella enterica, subsp. enterica, serovar enteritidis, strain 038-90, inactivated|salmonella enterica, subsp. enterica, serovar typhimurium, strain 076-94, inactivated|and salmonella enterica, subsp. enterica, serovar infantis, strain sm-595, inactivated",ema_product_name,epar
cepeloron,spironolactone,ema_product_name,epar
comtess,entacapone,ema_product_name,epar
peyona (previously nymusa),caffeine citrate,ema_product_name,epar
vemlidy,tenofovir alafenamide fumarate,ema_product_name,epar
dexdomitor,dexmedetomidine hydrochloride,ema_product_name,epar
bonviva,ibandronic acid,ema_product_name,epar
bondronat,ibandronic acid,ema_product_name,epar
resolor,prucalopride succinate,ema_product_name,epar
xarelto,rivaroxaban,ema_product_name,epar
nobilis multriva rt+ibm+nd+eds,avian infectious bronchitis|newcastle disease|egg drop syndrome virus vaccine (inactivated)|sorbitan oleate|turkey rhinotracheitis virus (inactivated),ema_product_name,epar
nobilis multriva rt+ibm+nd+gm+reom,avian infectious bronchitis|avian reovirus|avian infectious bursal disease|newcastle disease|turkey rhinotracheitis virus (inactivated),ema_product_name,epar
nyxthracis (previously obiltoxaximab sfl),nyxthracis,ema_product_name,epar
savene,dexrazoxane hydrochloride,ema_product_name,epar
ivabradine accord,ivabradine hydrochloride,ema_product_name,epar
fabrazyme,agalsidase beta,ema_product_name,epar
carmustine medac (previously carmustine obvius),carmustine,ema_product_name,epar
pramipexole teva,pramipexole dihydrochloride monohydrate,ema_product_name,epar
tevagrastim,filgrastim,ema_product_name,epar
ratiograstim,filgrastim,ema_product_name,epar
iasibon,ibandronic acid,ema_product_name,epar
zaltrap,aflibercept,ema_product_name,epar
ibandronic acid teva,ibandronic acid,ema_product_name,epar
pioglitazone accord,pioglitazone hydrochloride,ema_product_name,epar
vaxzevria (previously covid-19 vaccine astrazeneca),chadox1-sars-cov-2,ema_product_name,epar
tremelimumab astrazeneca,tremelimumab,ema_product_name,epar
rilutek,riluzole,ema_product_name,epar
oprymea,pramipexole dihydrochloride monohydrate,ema_product_name,epar
myozyme,alglucosidase alfa,ema_product_name,epar
lymphoseek,tilmanocept,ema_product_name,epar
intelence,etravirine,ema_product_name,epar
fasturtec,rasburicase,ema_product_name,epar
tizveni,tislelizumab,ema_product_name,epar
evicel,human fibrinogen|human thrombin,ema_product_name,epar
mozobil,plerixafor,ema_product_name,epar
taxotere,docetaxel,ema_product_name,epar
vidprevtyn beta,"sars-cov-2 prefusion spike delta tm protein, recombinant (b.1.351 strain)",ema_product_name,epar
upstelda,ustekinumab,ema_product_name,epar
pemetrexed krka,pemetrexed disodium,ema_product_name,epar
fareston,toremifene,ema_product_name,epar
suboxone,buprenorphine|naloxone,ema_product_name,epar
prezista,darunavir,ema_product_name,epar
symtuza,darunavir|cobicistat|emtricitabine|tenofovir alafenamide,ema_product_name,epar
nulibry,fosdenopterin hydrobromide dihydrate,ema_product_name,epar
entecavir accord,entecavir,ema_product_name,epar
duoresp spiromax,budesonide|formoterol fumarate dihydrate,ema_product_name,epar
biresp spiromax,budesonide|formoterol fumarate dihydrate,ema_product_name,epar
evoltra,clofarabine,ema_product_name,epar
trevicta (previously paliperidone janssen),paliperidone palmitate,ema_product_name,epar
luveris,lutropin alfa,ema_product_name,epar
agilus,"dantrolene sodium, hemiheptahydrate",ema_product_name,epar
palynziq,pegvaliase,ema_product_name,epar
invega,paliperidone,ema_product_name,epar
pixuvri,pixantrone dimaleate,ema_product_name,epar
zevalin,ibritumomab tiuxetan,ema_product_name,epar
duloxetine lilly,duloxetine,ema_product_name,epar
cymbalta,duloxetine,ema_product_name,epar
yentreve,duloxetine hydrochloride,ema_product_name,epar
palladia,toceranib,ema_product_name,epar
zuprevo,tildipirosin,ema_product_name,epar
ypozane,osaterone acetate,ema_product_name,epar
zactran,gamithromycin,ema_product_name,epar
sevoflo,sevoflurane,ema_product_name,epar
bravecto plus,fluralaner|moxidectin,ema_product_name,epar
naxcel,ceftiofur,ema_product_name,epar
onsior,robenacoxib,ema_product_name,epar
aservo equihaler,ciclesonide,ema_product_name,epar
stronghold,selamectin,ema_product_name,epar
cerenia,maropitant citrate,ema_product_name,epar
dabigatran etexilate teva,dabigatran etexilate mesilate,ema_product_name,epar
exzolt,fluralaner,ema_product_name,epar
zolvix,monepantel,ema_product_name,epar
trocoxil,mavacoxib,ema_product_name,epar
evicto,selamectin,ema_product_name,epar
semintra,telmisartan,ema_product_name,epar
apoquel,oclacitinib maleate,ema_product_name,epar
sileo,dexmedetomidine hydrochloride,ema_product_name,epar
atosiban sun,atosiban (as acetate),ema_product_name,epar
lotimax,lotilaner,ema_product_name,epar
lexylan,cefalexin sodium|cefalexin,ema_product_name,epar
trilorale,trilostane,ema_product_name,epar
alcort,hydrocortisone aceponate,ema_product_name,epar
trilocur,trilostane,ema_product_name,epar
bonqat,pregabalin,ema_product_name,epar
recocam,meloxicam,ema_product_name,epar
forceris,toltrazuril|iron (iii) ion,ema_product_name,epar
activyl,indoxacarb,ema_product_name,epar
bovilis blue-8,"bluetongue virus vaccine, serotype 8 (inactivated)",ema_product_name,epar
advocate,imidacloprid|moxidectin,ema_product_name,epar
suprelorin,deslorelin acetate,ema_product_name,epar
gumbohatch,"live attenuated infectious bursal disease virus (ibdv), strain 1052",ema_product_name,epar
melovem,meloxicam,ema_product_name,epar
vectra 3d,dinotefuran|pyriproxyfen|permethrin,ema_product_name,epar
simparica trio,moxidectin|sarolaner|pyrantel embonate,ema_product_name,epar
coxevac,"inactivated coxiella burnetii vaccine, strain nine mile",ema_product_name,epar
credelio plus,lotilaner|milbemycin oxime,ema_product_name,epar
simparica,sarolaner,ema_product_name,epar
veltassa,patiromer sorbitex calcium,ema_product_name,epar
improvac,synthetic peptide analogue of gnrf conjugated to diptheria toxoid,ema_product_name,epar
respivac ampv (previously respivac trt),"turkey rhinotracheitis virus, strain 1062, live",ema_product_name,epar
lamivudine teva,lamivudine,ema_product_name,epar
parsabiv,etelcalcetide hydrochloride,ema_product_name,epar
myocet liposomal (previously myocet),doxorubicin hydrochloride,ema_product_name,epar
credelio,lotilaner,ema_product_name,epar
circovac,inactivated porcine circovirus type 2 (pcv2),ema_product_name,epar
bravecto,fluralaner,ema_product_name,epar
innovax-nd-h5,"turkey herpesvirus, strain hvt-nd-h5 (cell-associated), expressing fusion protein gene of newcastle disease virus and haemagglutinin gene of avian influenza virus subtype h5",ema_product_name,epar
nobilis multriva rt+ibm+nd+gm+reom+eds,avian metapneumovirus|avian infectious bronchitis|newcastle disease|avian infectious bursal disease|avian reovirus and egg drop syndrome virus vaccine (inactivated),ema_product_name,epar
divence tetra,bovine viral diarrhoea virus type 1 and type 2 (subunit recombinant)|bovine parainfluenza 3 virus (inactivated) and bovine respiratory syncytial virus vaccine,ema_product_name,epar
divence penta,"bovine parainfluenza virus 3, strain sf-4 reisinger, inactivated|live attenuated bovine respiratory syncytial virus (brsv), strain lym-56|bovine viral diarrhoea virus 1, e2 recombinant protein|bovine viral diarrhoea virus 2, e2 recombinant protein|infectious bovine rhinotracheitis virus, strain ceddel, ge- tk- double-gene deleted, live",ema_product_name,epar
enteroporc coli,inactivated fimbrial adhesins of escherichia coli f4ab|inactivated fimbrial adhesins of escherichia coli f4ac|inactivated fimbrial adhesins of escherichia coli f5|inactivated fimbrial adhesins of escherichia coli f6,ema_product_name,epar
meloxoral,meloxicam,ema_product_name,epar
nuceiva,botulinum toxin type a,ema_product_name,epar
vectormune fp ilt,"recombinant fowlpox virus expressing the membrane fusion protein and the encapsidation protein of avian infectious laryngotracheitis virus, live",ema_product_name,epar
strangvac,recombinant streptococcus equi protein cce|recombinant streptococcus equi protein eq85|recombinant streptococcus equi protein idee,ema_product_name,epar
senvelgo,velagliflozin l-proline monohydrate,ema_product_name,epar
loxitab,meloxicam,ema_product_name,epar
eluracat,capromorelin tartrate,ema_product_name,epar
oxmax,hemoglobin betafumaril (bovine),ema_product_name,epar
temozolomide teva,temozolomide,ema_product_name,epar
ghryvelin (previously macimorelin aeterna zentaris),macimorelin acetate,ema_product_name,epar
onglyza,saxagliptin,ema_product_name,epar
pirfenidone axunio (previously pirfenidone aet),pirfenidone,ema_product_name,epar
eladynos,abaloparatide,ema_product_name,epar
ranexa (previously latixa),ranolazine,ema_product_name,epar
lonsurf,trifluridine|tipiracil hydrochloride,ema_product_name,epar
niapelf,paliperidone palmitate,ema_product_name,epar
ertapenem sun,ertapenem sodium,ema_product_name,epar
nobivac lovo l4,"leptospira interrogans, serogroup australis, serovar bratislava, strain as-05-073, inactivated,leptospira interrogans, serogroup canicola, serovar portland-vere, strain ca-12-000, inactivated,leptospira interrogans, serogroup icterohaemorrhagiae, serovar copenhageni, strain ic-02-001, inactivated,leptospira kirschneri, serogroup grippotyphosa, serovar dadas, strain gr-01-005, inactivated,",ema_product_name,epar
bovilis nasalgen-c,"bovine coronavirus, strain ca25, live",ema_product_name,epar
bovilis cryptium,"cryptosporidium parvum, glycoprotein gp40",ema_product_name,epar
poulvac procerta hvt-ibd,"turkey herpes virus, strain hvt-ibd, expressing infectious bursal disease virus vp2 protein, live",ema_product_name,epar
ximluci,ranibizumab,ema_product_name,epar
clopidogrel ratiopharm,clopidogrel (as hydrogen sulfate),ema_product_name,epar
cuprior,trientine tetrahydrochloride,ema_product_name,epar
exblifep,cefepime dihydrochloride monohydrate|enmetazobactam,ema_product_name,epar
sustiva,efavirenz,ema_product_name,epar
pramipexole accord,pramipexole dihydrochloride monohydrate,ema_product_name,epar
innovax-ilt-ibd,"turkey herpes virus, expressing infectious bursal disease virus and avian infectious laryngotracheitis virus, strain hvt|ibd|ilt, live",ema_product_name,epar
prevexxion rn+hvt,"marek's disease virus, strain rn1250, live|turkey herpesvirus, strain fc126, live",ema_product_name,epar
eurican l4,"inactivated immunological veterinary medicinal product containing leptospira interrogans, serogroup canicola, serovar canicola, strain 16070, l. interrogans, serogroup icterohaemorrhagiae, serovar icterohaemorrhagiae, strain 16069, l. interrogans, serogroup grippotyphosa, serovar grippotyphosa, strain grippo mal 1540, l. interrogans, serogroup australis, serovar bratislava, strain",ema_product_name,epar
yurvac rhd,"rabbit haemorrhagic disease virus, capsid protein antigen, recombinant",ema_product_name,epar
zalasta,olanzapine,ema_product_name,epar
apealea,paclitaxel,ema_product_name,epar
clopidogrel teva (hydrogen sulphate),clopidogrel (as hydrogen sulfate),ema_product_name,epar
fuzeon,enfuvirtide,ema_product_name,epar
horstem,equine umbilical cord mesenchymal stem cells,ema_product_name,epar
prolevare,oclacitinib maleate,ema_product_name,epar
circomax,"recombinant chimeric porcine circovirus 1 containing the porcine circovirus 2a open reading frame 2 protein, inactivated,recombinant chimeric porcine circovirus 1 containing the porcine circovirus 2b open reading frame 2 protein, inactivated",ema_product_name,epar
brucellin aquilon,"brucella abortus, strain aq1302, protein extract",ema_product_name,epar
adtab (previously lotilaner elanco),lotilaner,ema_product_name,epar
catiolanze,latanoprost,ema_product_name,epar
mometamax ultra,gentamicin|mometasone furoate|posaconazole,ema_product_name,epar
evanovo,"eimeria acervulina, strain 044, live|eimeria maxima, strain 013, live|eimeria praecox, strain 007, live|eimeria tenella, strain 004, live",ema_product_name,epar
dogstem,equine umbilical cord-derived mesenchymal stem cells,ema_product_name,epar
cortaderm,hydrocortisone aceponate,ema_product_name,epar
coxatab,firocoxib,ema_product_name,epar
sugammadex lorien,sugammadex sodium,ema_product_name,epar
actraphane,insulin human,ema_product_name,epar
albrioza,sodium phenylbutyrate|ursodoxicoltaurine,ema_product_name,epar
chanaxin,tulathromycin,ema_product_name,epar
mixtard,insulin human,ema_product_name,epar
nemdatine,memantine,ema_product_name,epar
flebogamma dif (previously flebogammadif),human normal immunoglobulin,ema_product_name,epar
azacitidine betapharm,azacitidine,ema_product_name,epar
dimethyl fumarate teva,dimethyl fumarate,ema_product_name,epar
dimethyl fumarate polpharma,dimethyl fumarate,ema_product_name,epar
defitelio,defibrotide,ema_product_name,epar
clopidogrel taw pharma (previously clopidogrel mylan),clopidogrel hydrochloride,ema_product_name,epar
jesduvroq,daprodustat,ema_product_name,epar
ivozall,clofarabine,ema_product_name,epar
pylobactell,urea (13c),ema_product_name,epar
"covid-19 vaccine (inactivated, adjuvanted) valneva","covid-19 vaccine (inactivated, adjuvanted, adsorbed)",ema_product_name,epar
betaferon,interferon beta-1b,ema_product_name,epar
jivadco,trastuzumab duocarmazine,ema_product_name,epar
zynrelef,bupivacaine|meloxicam,ema_product_name,epar
spectrila,asparaginase,ema_product_name,epar
sildenafil actavis,sildenafil,ema_product_name,epar
gefzuris,gefapixant,ema_product_name,epar
lutholaz,pegfilgrastim,ema_product_name,epar
rebetol,ribavirin,ema_product_name,epar
canileish,leishmania infantum excreted secreted proteins,ema_product_name,epar
vivjoa,oteseconazole,ema_product_name,epar
imatinib koanaa,imatinib mesilate,ema_product_name,epar
plenadren,hydrocortisone,ema_product_name,epar
pregabalin sandoz gmbh,pregabalin,ema_product_name,epar
adakveo,crizanlizumab,ema_product_name,epar
eporatio,epoetin theta,ema_product_name,epar
biopoin,epoetin theta,ema_product_name,epar
vosevi,sofosbuvir|velpatasvir|voxilaprevi,ema_product_name,epar
epclusa,sofosbuvir|velpatasvir,ema_product_name,epar
invirase,saquinavir,ema_product_name,epar
melatonin neurim,melatonin,ema_product_name,epar
pandemic influenza vaccine h5n1 baxter ag,"influenza vaccine (whole virion, inactivated) containing antigen of: a|vietnam|1203|2004 (h5n1)",ema_product_name,epar
tandemact,pioglitazone|glimepiride,ema_product_name,epar
nobivac myxo-rhd,live myxoma-vectored rabbit-haemorrhagic-disease virus strain 009,ema_product_name,epar
novomix,insulin aspart,ema_product_name,epar
actos,pioglitazone hydrochloride,ema_product_name,epar
lagevrio,molnupiravir,ema_product_name,epar
lumevoq,lenadogene nolparvovec,ema_product_name,epar
busilvex,busulfan,ema_product_name,epar
sohonos,palovarotene,ema_product_name,epar
vipidia,alogliptin,ema_product_name,epar
nutropinaq,somatropin,ema_product_name,epar
fotivda,tivozanib,ema_product_name,epar
iressa,gefitinib,ema_product_name,epar
feraheme,ferumoxytol,ema_product_name,epar
lenalidomide krka d.d.,lenalidomide hydrochloride hydrate,ema_product_name,epar
asimtufii,aripiprazole monohydrate,ema_product_name,epar
aftovaxpur doe,"maximum three of the following purified, inactivated foot-and-mouth disease virus strains: o1 manisa ≥ 6 pd50*|o1 bfs ≥ 6 pd50*|o taiwan 3|97 ≥ 6 pd50*|a22 iraq ≥ 6 pd50*|a24 cruzeiro ≥ 6 pd50*|a turkey 14|98 ≥ 6 pd50*|asia 1 shamir ≥ 6 pd50*|sat2 saudi arabia ≥ 6 pd50*|* pd50 - 50% protective dose in cattle as described in ph. eur. monograph 0063.",ema_product_name,epar
luminity,perflutren,ema_product_name,epar
comfortis,spinosad,ema_product_name,epar
tidhesco,ivosidenib,ema_product_name,epar
nitisinone mdk (previously nitisinone mendelikabs),nitisinone,ema_product_name,epar
omblastys,iodine (131i) omburtamab,ema_product_name,epar
nityr,nitisinone,ema_product_name,epar
pioglitazone actavis,pioglitazone hydrochloride,ema_product_name,epar
pantozol control,pantoprazole,ema_product_name,epar
controloc control,pantoprazole,ema_product_name,epar
somac control,pantoprazole,ema_product_name,epar
xenical,orlistat,ema_product_name,epar
pioglitazone teva,pioglitazone hydrochloride,ema_product_name,epar
neurobloc,botulinum toxin type b,ema_product_name,epar
raltegravir viatris,raltegravir potassium,ema_product_name,epar
lamivudine teva pharma b.v.,lamivudine,ema_product_name,epar
inpremzia,insulin human (rdna),ema_product_name,epar
ceplene,histamine dihydrochloride,ema_product_name,epar
emtriva,emtricitabine,ema_product_name,epar
granpidam,sildenafil citrate,ema_product_name,epar
depocyte,cytarabine,ema_product_name,epar
dasatinib accord,dasatinib,ema_product_name,epar
dasatinib accordpharma,dasatinib,ema_product_name,epar
newflend nd h9,"turkey herpes virus, strain rhvt|nd expressing newcastle disease virus, live",ema_product_name,epar
lamivudine/zidovudine teva,lamivudine|zidovudine,ema_product_name,epar
vihuma,simoctocog alfa,ema_product_name,epar
nevirapine teva,nevirapine,ema_product_name,epar
pregabalin zentiva k.s.,pregabalin,ema_product_name,epar
temozolomide sandoz,temozolomide,ema_product_name,epar
hepsera,adefovir dipivoxil,ema_product_name,epar
efavirenz teva,efavirenz,ema_product_name,epar
kogenate bayer,octocog alfa,ema_product_name,epar
garsun,artesunate,ema_product_name,epar
temozolomide hexal,temozolomide,ema_product_name,epar
novoseven,eptacog alfa (activated),ema_product_name,epar
aloxi,palonosetron hydrochloride,ema_product_name,epar
vizarsin,sildenafil,ema_product_name,epar
odefsey,emtricitabine|rilpivirine hydrochloride|tenofovir alafenamide,ema_product_name,epar
xagrid,anagrelide,ema_product_name,epar
tybost,cobicistat,ema_product_name,epar
aliqopa,copanlisib dihydrochloride,ema_product_name,epar
miplyffa,arimoclomol citrate,ema_product_name,epar
imbarkyd,bardoxolone methyl,ema_product_name,epar
darunavir krka d.d.,darunavir,ema_product_name,epar
febseltiq,infigratinib monophosphate,ema_product_name,epar
versiguard sars cov2,recombinant sars cov2 spike protein,ema_product_name,epar
pemetrexed baxter,pemetrexed disodium heptahydrate,ema_product_name,epar
trogarzo,ibalizumab,ema_product_name,epar
ammonaps,sodium phenylbutyrate,ema_product_name,epar
introna,interferon alfa-2b,ema_product_name,epar
hervelous,trastuzumab,ema_product_name,epar
tookad,padeliporfin di-potassium,ema_product_name,epar
macugen,pegaptanib,ema_product_name,epar
zynteglo,autologous cd34+ cell enriched population that contains haematopoietic stem cells transduced with lentiviral vector encoding the βa-t87q-globin gene,ema_product_name,epar
cevenfacta,eptacog beta (activated),ema_product_name,epar
temybric ellipta,fluticasone furoate|umeclidinium bromide|vilanterol trifenatate,ema_product_name,epar
exkivity,mobocertinib,ema_product_name,epar
abylqis,arachis hypogaea extract,ema_product_name,epar
sevsury,surufatinib,ema_product_name,epar
neoleish,bacterial dna plasmid containing lack gene from leishmania infantum,ema_product_name,epar
orepaxam,treprostinil diolamine,ema_product_name,epar
parsaclisib incyte biosciences distribution b.v.,parsaclisib hydrochloride,ema_product_name,epar
dimherity,dimethyl fumarate,ema_product_name,epar
glubrava,metformin hydrochloride|pioglitazone hydrochloride,ema_product_name,epar
glidipion (previously pioglitazone actavis group),pioglitazone hydrochloride,ema_product_name,epar
glustin,pioglitazone hydrochloride,ema_product_name,epar
activyl tick plus,indoxacarb|permethrin,ema_product_name,epar
firmagon,degarelix,ema_product_name,epar
nobilis or inac,"inactivated whole cell suspension of ornithobacterium rhinotracheale serotype a, strain b3263|91",ema_product_name,epar
hemaryo,eptacog alfa (activated),ema_product_name,epar
zalviso,sufentanil,ema_product_name,epar
incresync,alogliptin|pioglitazone,ema_product_name,epar
pioglitazone teva pharma,pioglitazone hydrochloride,ema_product_name,epar
epivir,lamivudine,ema_product_name,epar
combivir,lamivudine|zidovudine,ema_product_name,epar
zynquista,sotagliflozin,ema_product_name,epar
thymanax,agomelatine,ema_product_name,epar
aduhelm,aducanumab,ema_product_name,epar
bovilis btv8,"bluetongue virus vaccine, serotype 8 (inactivated)",ema_product_name,epar
ganirelix gedeon richter,ganirelix acetate,ema_product_name,epar
episalvan,betulae cortex,ema_product_name,epar
deferiprone lipomed,deferiprone,ema_product_name,epar
crixivan,indinavir sulfate ethanolate,ema_product_name,epar
senstend,lidocaine|prilocaine,ema_product_name,epar
imatinib actavis,imatinib,ema_product_name,epar
sildenafil teva,sildenafil,ema_product_name,epar
cuprymina,copper (64cu) chloride,ema_product_name,epar
memantine ratiopharm,memantine hydrochloride,ema_product_name,epar
starlix,nateglinide,ema_product_name,epar
kiovig,human normal immunoglobulin (ivig),ema_product_name,epar
sildenafil ratiopharm,sildenafil,ema_product_name,epar
sitoiganap,allogeneic glioma tumor cell lysates (inactivated)|allogeneic glioma tumor cells (inactivated)|autologous glioma tumor cell lysates (inactivated)|autologous glioma tumor cells (inactivated),ema_product_name,epar
amifampridine serb,amifampridine phosphate,ema_product_name,epar
ipique,bevacizumab,ema_product_name,epar
neffy,epinephrine,ema_product_name,epar
rasilez hct,aliskiren|hydrochlorothiazide,ema_product_name,epar
docetaxel zentiva (previously docetaxel winthrop),docetaxel,ema_product_name,epar
pregabalin mylan pharma,pregabalin,ema_product_name,epar
zektayos - hepjuvo,obeticholic acid,ema_product_name,epar
palonosetron hospira,palonosetron hydrochloride,ema_product_name,epar
dukoral,recombinant cholera toxin b subunit|vibrio cholerae 01,ema_product_name,epar
skysona,elivaldogene autotemcel,ema_product_name,epar
stimufend,pegfilgrastim,ema_product_name,epar
tractocile,atosiban (as acetate),ema_product_name,epar
temomedac,temozolomide,ema_product_name,epar
novothirteen,catridecacog,ema_product_name,epar
vivanza,vardenafil,ema_product_name,epar
renutend,tenogenic primed equine allogeneic peripheral blood-derived mesenchymal stem cells,ema_product_name,epar
leganto,rotigotine,ema_product_name,epar
raylumis,tanezumab,ema_product_name,epar
staquis,crisaborole,ema_product_name,epar
imoxat,imidacloprid|moxidectin,ema_product_name,epar
atripla,efavirenz|emtricitabine|tenofovir disoproxil fumarate,ema_product_name,epar
nouryant,istradefylline,ema_product_name,epar
ytracis,yttrium (90y) chloride,ema_product_name,epar
pantoloc control,pantoprazole,ema_product_name,epar
hydrocortisone aceponate ecuphar (previously cortacare),hydrocortisone aceponate,ema_product_name,epar
lenalidomide krka d.d. novo mesto (previously lenalidomide krka),lenalidomide hydrochloride monohydrate,ema_product_name,epar
docetaxel teva,docetaxel,ema_product_name,epar
marixino (previously maruxa),memantine hydrochloride,ema_product_name,epar
increxxa,tulathromycin,ema_product_name,epar
flynpovi,eflornithine hydrochloride|sulindac,ema_product_name,epar
pemetrexed lilly,pemetrexed,ema_product_name,epar
equidacent,bevacizumab,ema_product_name,epar
coliprotec f4,live non-pathogenic escherichia coli o8:k87,ema_product_name,epar
telmisartan teva pharma,telmisartan,ema_product_name,epar
curevac's covid-19 vaccine (cvncov),"single-stranded, 5'-capped messenger rna (mrna) produced using a cell-free in vitro transcription from the corresponding dna templates, encoding the viral spike (s) protein of sars-cov-2",ema_product_name,epar
oportuzumab monatox dlrc pharma services,oportuzumab monatox,ema_product_name,epar
inductos,dibotermin alfa,ema_product_name,epar
sildenafil fgk,sildenafil citrate,ema_product_name,epar
entacapone teva,entacapone,ema_product_name,epar
raloxifene teva,raloxifene hydrochloride,ema_product_name,epar
fiasp,insulin aspart,ema_product_name,epar
telmisartan teva,telmisartan,ema_product_name,epar
teriparatide cinnagen,teriparatide,ema_product_name,epar
caspofungin accord,caspofungin acetate,ema_product_name,epar
porcilis pesti,classical swine fever virus (csfv) -e2 subunit antigen,ema_product_name,epar
ritemvia,rituximab,ema_product_name,epar
lumoxiti,moxetumomab pasudotox,ema_product_name,epar
azacitidine celgene,azacitidine,ema_product_name,epar
pemetrexed pfizer (previously pemetrexed hospira uk limited),pemetrexed ditromethamine,ema_product_name,epar
portrazza,necitumumab,ema_product_name,epar
levemir,insulin detemir,ema_product_name,epar
ulipristal acetate gedeon richter,ulipristal acetate,ema_product_name,epar
ribavirin teva pharma b.v.,ribavirin,ema_product_name,epar
ribavirin teva,ribavirin,ema_product_name,epar
kexxtone,monensin (as monensin sodium),ema_product_name,epar
nodetrip (previously xeristar),duloxetine,ema_product_name,epar
pegintron,peginterferon alfa-2b,ema_product_name,epar
novoeight,turoctocog alfa,ema_product_name,epar
spironolactone ceva,spironolactone,ema_product_name,epar
acticam,meloxicam,ema_product_name,epar
gamifant,emapalumab,ema_product_name,epar
dexamethasone taw,dexamethasone (sodium phosphate),ema_product_name,epar
truberzi,eluxadoline,ema_product_name,epar
lextemy,bevacizumab,ema_product_name,epar
incurin,estriol,ema_product_name,epar
prepandrix,a|indonesia|05|2005 (h5n1) like strain used (pr8-ibcdc-rg2),ema_product_name,epar
enzepi,pancreas powder,ema_product_name,epar
udenyca,pegfilgrastim,ema_product_name,epar
proteq west nile,west nile recombinant canarypox virus (vcp2017 virus),ema_product_name,epar
halimatoz,adalimumab,ema_product_name,epar
clopidogrel ratiopharm gmbh,clopidogrel,ema_product_name,epar
